"Pre","In_p","Post","Classifier","Mean.Difference","Disparate.Impact","Theil.Index","Average.Odds.Difference","Equal.Opportunity.Difference","Accuracy","Precision","Recall","Dataset","Sens_Attr","Valid","Time","Failed","Orig.Mean.Difference","Orig.Disparate.Impact","AUC","Orig.Theil","Orig.Av.Odds","Orig.Eq.Opp.Diff","Ovr_Rank","Combo"
"-","gsr_eo1","cpp2","-",-0.431847133757962,0.568152866242038,0.141293729518788,-0.43538961038961,-0.25,0.656934306569343,0.705014749262537,0.425266903914591,"Compas","Race","Valid",6.09,"",-0.0953565741583258,0.842362563753026,0.692658750152479,0.184662469481679,-0.122644207299986,-0.0482380073800739,50,"-+gsr_eo1+cpp2+-"
"rw1","-","-","Random Forest",-0.156035475205731,0.777767656525172,0.223885608715577,-0.117122703525275,-0.129056383733901,0.652068126520681,0.627151051625239,0.583629893238434,"Compas","Sex","Valid",0.96,"",-0.126768430477977,0.80400933445839,0.702637482696989,0.23201244171164,-0.135440233470407,-0.127459182638678,6,"rw1+-+-+Random Forest"
"rw1","gsr_eo2","cpp3","-",-0.431847133757962,0.568152866242038,0.141293729518788,-0.43538961038961,-0.25,0.656934306569343,0.705014749262537,0.425266903914591,"Compas","Race","Valid",6.11,"",-0.0953565741583258,0.842362563753026,0.692658750152479,0.184662469481679,-0.122644207299986,-0.0482380073800739,49,"rw1+gsr_eo2+cpp3+-"
"di1","pr2","cpp3","-",-0.453503184713376,0.546496815286624,0.145110932001984,-0.457224025974026,-0.2625,0.662611516626115,0.705056179775281,0.446619217081851,"Compas","Race","Valid",12.44,"",-0.0953565741583258,0.842362563753026,0.692260979787962,0.184662469481679,-0.122644207299986,-0.0482380073800739,68,"di1+pr2+cpp3+-"
"-","-","cpp1","Random Forest",-0.255789353958144,0.678107779288628,0.18998540712858,-0.244766966412785,-0.138708487084871,0.657745336577453,0.654185022026432,0.52846975088968,"Compas","Race","Valid",0.99,"",-0.0953565741583258,0.842362563753026,0.684476613754369,0.220151887964183,-0.136217721314897,-0.0689575645756457,58,"-+-+cpp1+Random Forest"
"di1","-","cpp2","Logistic Regression",-0.463694267515924,0.536305732484076,0.147517027243593,-0.467467532467532,-0.27,0.664233576642336,0.703296703296703,0.455516014234875,"Compas","Race","Valid",3.84,"",-0.0953565741583258,0.842362563753026,0.691714708487359,0.184662469481679,-0.122644207299986,-0.0482380073800739,64,"di1+-+cpp2+Logistic Regression"
"di1","egr_fp2","cpp3","-",-0.169466592759988,0.795771029237963,0.172943047297773,-0.161154111527958,-0.0814952844539093,0.632603406326034,0.643799472295514,0.434163701067616,"Compas","Sex","Valid",27.2,"",-0.126768430477977,0.80400933445839,0.63906317123749,0.184662469481679,-0.271390577703265,-0.141694554304837,66,"di1+egr_fp2+cpp3+-"
"-","-","-","Random Forest",-0.167304822410779,0.763152811647391,0.23201244171164,-0.135440233470407,-0.127459182638678,0.643957826439578,0.616257088846881,0.580071174377224,"Compas","Sex","Valid",0.93,"",-0.126768430477977,0.80400933445839,0.694133152303621,0.23201244171164,-0.135440233470407,-0.127459182638678,17,"-+-+-+Random Forest"
"rw1","-","cpp2","Random Forest",-0.248473043676069,0.689927789507301,0.194161692238594,-0.241895349318891,-0.127638376383764,0.641524736415247,0.636363636363636,0.498220640569395,"Compas","Race","Valid",1.02,"",-0.0953565741583258,0.842362563753026,0.687173496825793,0.220151887964183,-0.136217721314897,-0.0689575645756457,57,"rw1+-+cpp2+Random Forest"
"di1","-","roc2","Naive Bayes",-0.0578565741583257,0.654403397027601,0.620080162403083,-0.0482271158282791,-0.0566420664206642,0.51338199513382,0.482276119402985,0.919928825622776,"Compas","Race","Fail",9.89,"",-0.0953565741583258,0.842362563753026,0.61605082974898,0.677555719788853,0.0022448313356125,0.00429889298892989,62,"di1+-+roc2+Naive Bayes"
"di1","-","-","Naive Bayes",-0.0623322338489536,0.655248879452701,0.612036542610895,-0.0533406435539152,-0.0577121771217712,0.51419302514193,0.482530689329556,0.909252669039146,"Compas","Race","Fail",3.86,"",-0.0953565741583258,0.842362563753026,0.61605082974898,0.677555719788853,0.0022448313356125,0.00429889298892989,71,"di1+-+-+Naive Bayes"
"di1","-","cpp2","Naive Bayes",-0.0623322338489536,0.655248879452701,0.612036542610895,-0.0533406435539152,-0.0577121771217712,0.51419302514193,0.482530689329556,0.909252669039146,"Compas","Race","Fail",3.79,"",-0.0953565741583258,0.842362563753026,0.61605082974898,0.677555719788853,0.0022448313356125,0.00429889298892989,72,"di1+-+cpp2+Naive Bayes"
"-","-","cpp1","Random Forest",-0.438877755511022,0.561122244488978,0.189196781245797,-0.444732724325325,-0.298651252408478,0.64801297648013,0.646118721461187,0.50355871886121,"Compas","Sex","Valid",0.98,"",-0.126768430477977,0.80400933445839,0.681082306643826,0.23201244171164,-0.135440233470407,-0.127459182638678,58,"-+-+cpp1+Random Forest"
"di1","-","-","Random Forest",-0.174591736664819,0.741955609331871,0.263077514734649,-0.146209719233727,-0.138081837541831,0.627737226277372,0.589877835951134,0.601423487544484,"Compas","Sex","Valid",4.65,"",-0.126768430477977,0.80400933445839,0.678841533590381,0.23201244171164,-0.135440233470407,-0.127459182638678,48,"di1+-+-+Random Forest"
"di1","-","cpp2","Random Forest",-0.433684030937216,0.539596099858122,0.183905019376468,-0.431958539068662,-0.301909594095941,0.638280616382806,0.640776699029126,0.469750889679715,"Compas","Race","Valid",4.66,"",-0.0953565741583258,0.842362563753026,0.666098297012479,0.220151887964183,-0.136217721314897,-0.0689575645756457,70,"di1+-+cpp2+Random Forest"
"rw1","-","cpp2","Random Forest",-0.445891783567134,0.554108216432866,0.197900235787195,-0.451315561884305,-0.315992292870906,0.639091646390916,0.631460674157303,0.5,"Compas","Sex","Valid",1,"",-0.126768430477977,0.80400933445839,0.678443763225865,0.23201244171164,-0.135440233470407,-0.127459182638678,57,"rw1+-+cpp2+Random Forest"
"di1","-","cpp2","Random Forest",-0.502004008016032,0.497995991983968,0.225971190736182,-0.507276720528075,-0.375722543352601,0.634225466342255,0.610778443113772,0.544483985765125,"Compas","Sex","Valid",4.7,"",-0.126768430477977,0.80400933445839,0.654288494889977,0.23201244171164,-0.135440233470407,-0.127459182638678,70,"di1+-+cpp2+Random Forest"
"rw1","-","eop2","Logistic Regression",-0.0261804581580177,0.965916007303713,0.131365697878273,0.0106578947368421,-0.005,0.77,0.645833333333333,0.516666666666667,"German","Sex","Valid",0.04,"",-0.0794763908368397,0.890322580645161,0.777619047619048,0.145410388967762,-0.219294258373206,-0.185,2,"rw1+-+eop2+Logistic Regression"
"-","pr1","eop2","-",-0.00841514726507719,0.989247311827957,0.121997871802374,0.0277272727272727,0.01,0.77,0.659090909090909,0.483333333333333,"German","Sex","Valid",2.44,"",-0.0794763908368397,0.890322580645161,0.771071428571429,0.145410388967762,-0.219294258373206,-0.185,4,"-+pr1+eop2+-"
"rw1","pr2","eop3","-",-0.00841514726507719,0.989247311827957,0.121997871802374,0.0277272727272727,0.01,0.77,0.659090909090909,0.483333333333333,"German","Sex","Valid",2.46,"",-0.0794763908368397,0.890322580645161,0.771071428571429,0.145410388967762,-0.219294258373206,-0.185,1,"rw1+pr2+eop3+-"
"di1","gsr_eo2","cpp3","-",-0.0116877045348294,0.984491315136476,0.136049083979887,0.0288157894736842,0.005,0.77,0.64,0.533333333333333,"German","Sex","Valid",1.16,"",-0.0794763908368397,0.890322580645161,0.764047619047619,0.145410388967762,-0.219294258373206,-0.185,55,"di1+gsr_eo2+cpp3+-"
"-","-","eop1","Random Forest",0.00374006545114547,1.00456751355981,0.115657436842264,0.0280502392344498,0.025,0.75,0.638888888888889,0.383333333333333,"German","Sex","Valid",0.19,"",-0.0794763908368397,0.890322580645161,0.786309523809524,0.111809196347228,-0.0663157894736843,-0.0800000000000001,13,"-+-+eop1+Random Forest"
"-","-","-","Random Forest",-0.100280504908836,0.878607809847199,0.111809196347228,-0.0663157894736843,-0.0800000000000001,0.775,0.682926829268293,0.466666666666667,"German","Sex","Valid",0.19,"",-0.0794763908368397,0.890322580645161,0.802857142857143,0.111809196347228,-0.0663157894736843,-0.0800000000000001,17,"-+-+-+Random Forest"
"rw1","-","eop2","Random Forest",0.00210378681626922,1.00261551874455,0.125976370914067,0.0520933014354066,-0.025,0.745,0.615384615384615,0.4,"German","Sex","Valid",0.19,"",-0.0794763908368397,0.890322580645161,0.78172619047619,0.111809196347228,-0.0663157894736843,-0.0800000000000001,23,"rw1+-+eop2+Random Forest"
"di1","gsr_eo2","eop3","-",-0.0278167367928939,0.963089330024814,0.148339748422828,0.0265430622009569,-0.045,0.755,0.607843137254902,0.516666666666667,"German","Sex","Valid",1.16,"",-0.0794763908368397,0.890322580645161,0.766904761904762,0.145410388967762,-0.219294258373206,-0.185,3,"di1+gsr_eo2+eop3+-"
"rw1","-","cpp2","Random Forest",-0.100280504908836,0.878607809847199,0.111809196347228,-0.0663157894736843,-0.0800000000000001,0.775,0.682926829268293,0.466666666666667,"German","Sex","Valid",0.19,"",-0.0794763908368397,0.890322580645161,0.773690476190476,0.111809196347228,-0.0663157894736843,-0.0800000000000001,57,"rw1+-+cpp2+Random Forest"
"di1","pr2","cpp3","-",-0.115708274894811,0.847926267281106,0.137605263833421,-0.0737081339712918,-0.09,0.785,0.654545454545455,0.6,"German","Sex","Valid",2.13,"",-0.0794763908368397,0.890322580645161,0.778035714285714,0.145410388967762,-0.219294258373206,-0.185,68,"di1+pr2+cpp3+-"
"rw1","-","cpp2","Logistic Regression",0.0222066386161758,1.02891052951917,0.134011522401009,0.0788397129186603,-0.005,0.755,0.622222222222222,0.466666666666667,"German","Sex","Valid",0.03,"",-0.0794763908368397,0.890322580645161,0.763095238095238,0.145410388967762,-0.219294258373206,-0.185,16,"rw1+-+cpp2+Logistic Regression"
"rw1","-","-","Random Forest",-0.069658719027583,0.914170506912442,0.123674202460582,-0.0335885167464116,-0.0600000000000001,0.76,0.642857142857143,0.45,"German","Sex","Valid",0.19,"",-0.0794763908368397,0.890322580645161,0.769940476190476,0.111809196347228,-0.0663157894736843,-0.0800000000000001,6,"rw1+-+-+Random Forest"
"-","-","eop1","Logistic Regression",-0.0462833099579243,0.942458587619878,0.130033350906086,0.012523923444976,-0.0850000000000001,0.75,0.619047619047619,0.433333333333333,"German","Sex","Valid",0.04,"",-0.0794763908368397,0.890322580645161,0.773333333333333,0.145410388967762,-0.219294258373206,-0.185,15,"-+-+eop1+Logistic Regression"
"di1","-","-","Random Forest",-0.0946704067321178,0.882301656495205,0.134011522401009,-0.0638157894736843,-0.0750000000000001,0.755,0.622222222222222,0.466666666666667,"German","Sex","Valid",0.23,"",-0.0794763908368397,0.890322580645161,0.782142857142857,0.111809196347228,-0.0663157894736843,-0.0800000000000001,48,"di1+-+-+Random Forest"
"rw1","pr2","eop3","-",-0.103465428618803,0.867205788465631,0.137904822223178,-0.0169638973466725,-0.0339277946933449,0.76,0.625,0.5,"German","Age","Valid",2.78,"",-0.228817774830045,0.691757873576055,0.757619047619048,0.145410388967762,-0.35141572940616,-0.321879077859939,1,"rw1+pr2+eop3+-"
"-","-","cpp1","Random Forest",-0.073632538569425,0.913151364764268,0.110185370394443,-0.0478349282296651,-0.055,0.755,0.657142857142857,0.383333333333333,"German","Sex","Valid",0.2,"",-0.0794763908368397,0.890322580645161,0.764107142857143,0.111809196347228,-0.0663157894736843,-0.0800000000000001,58,"-+-+cpp1+Random Forest"
"di1","-","cpp2","Random Forest",-0.125292192613371,0.846988295746503,0.121997871802374,-0.096543062200957,-0.0950000000000001,0.77,0.659090909090909,0.483333333333333,"German","Sex","Valid",0.25,"",-0.0794763908368397,0.890322580645161,0.78375,0.111809196347228,-0.0663157894736843,-0.0800000000000001,70,"di1+-+cpp2+Random Forest"
"di1","-","eop2","Logistic Regression",-0.0317905563347358,0.959751405741344,0.141251960151262,0.0409090909090909,-0.1,0.74,0.590909090909091,0.433333333333333,"German","Sex","Valid",0.12,"",-0.0794763908368397,0.890322580645161,0.777619047619048,0.145410388967762,-0.219294258373206,-0.185,5,"di1+-+eop2+Logistic Regression"
"-","gsr_eo1","cpp2","-",-0.0100514258999532,0.986914181375533,0.151803200448735,0.0456818181818182,-0.045,0.735,0.574468085106383,0.45,"German","Sex","Valid",1.01,"",-0.0794763908368397,0.890322580645161,0.757678571428571,0.145410388967762,-0.219294258373206,-0.185,50,"-+gsr_eo1+cpp2+-"
"rw1","-","eop2","Logistic Regression",-0.124357486320676,0.839124839124839,0.149251887419124,-0.039147455415398,-0.078294910830796,0.75,0.6,0.5,"German","Age","Valid",0.06,"",-0.228817774830045,0.691757873576055,0.775833333333333,0.145410388967762,-0.35141572940616,-0.321879077859939,2,"rw1+-+eop2+Logistic Regression"
"-","pr1","-","-",-0.137447405329593,0.824372759856631,0.140730958722858,-0.113181818181818,-0.09,0.77,0.634615384615385,0.55,"German","Sex","Valid",2.54,"",-0.0794763908368397,0.890322580645161,0.771071428571429,0.145410388967762,-0.219294258373206,-0.185,34,"-+pr1+-+-"
"rw1","pr2","-","-",-0.137447405329593,0.824372759856631,0.140730958722858,-0.113181818181818,-0.09,0.77,0.634615384615385,0.55,"German","Sex","Valid",2.63,"",-0.0794763908368397,0.890322580645161,0.771071428571429,0.145410388967762,-0.219294258373206,-0.185,34,"rw1+pr2+-+-"
"di1","-","eop2","Logistic Regression",-0.114574697396783,0.844369369369369,0.176324402833131,-0.0343593142636205,-0.0369725967812092,0.735,0.56140350877193,0.533333333333333,"German","Age","Valid",0.09,"",-0.228817774830045,0.691757873576055,0.774047619047619,0.145410388967762,-0.35141572940616,-0.321879077859939,5,"di1+-+eop2+Logistic Regression"
"-","-","eop1","Random Forest",-0.124357486320676,0.839124839124839,0.162454690858361,-0.0639270352189013,-0.000869943453675526,0.73,0.56,0.466666666666667,"German","Age","Valid",0.21,"",-0.228817774830045,0.691757873576055,0.784583333333333,0.111809196347228,-0.241378238985895,-0.197042192257503,13,"-+-+eop1+Random Forest"
"-","gsr_eo1","eop2","-",-0.0584385226741467,0.923919659160073,0.162454690858361,-0.00204545454545452,-0.095,0.73,0.56,0.466666666666667,"German","Sex","Valid",1.01,"",-0.0794763908368397,0.890322580645161,0.765119047619048,0.145410388967762,-0.219294258373206,-0.185,7,"-+gsr_eo1+eop2+-"
"rw1","gsr_eo2","cpp3","-",-0.0261804581580177,0.965916007303713,0.157522195257894,0.0331818181818182,-0.07,0.73,0.5625,0.45,"German","Sex","Valid",1.01,"",-0.0794763908368397,0.890322580645161,0.756964285714286,0.145410388967762,-0.219294258373206,-0.185,49,"rw1+gsr_eo2+cpp3+-"
"rw1","egr_fp2","cpp3","-",-0.0350631136044881,0.953917050691244,0.162454690858361,0.0154545454545455,-0.0599999999999999,0.73,0.56,0.466666666666667,"German","Sex","Valid",4.05,"",-0.0794763908368397,0.890322580645161,0.69125,0.145410388967762,-0.219294258373206,-0.185,60,"rw1+egr_fp2+cpp3+-"
"di1","gsr_eo2","-","-",-0.140719962599345,0.813275434243176,0.154757910071967,-0.112093301435407,-0.095,0.77,0.620689655172414,0.6,"German","Sex","Valid",1.15,"",-0.0794763908368397,0.890322580645161,0.766904761904762,0.145410388967762,-0.219294258373206,-0.185,21,"di1+gsr_eo2+-+-"
"di1","pr2","-","-",-0.14796633941094,0.805529953917051,0.149008257786434,-0.0987081339712919,-0.14,0.775,0.631578947368421,0.6,"German","Sex","Valid",2.11,"",-0.0794763908368397,0.890322580645161,0.77,0.145410388967762,-0.219294258373206,-0.185,54,"di1+pr2+-+-"
"-","egr_fp1","-","-",-0.0439457690509584,0.941687344913151,0.167390465667471,-0.00227272727272726,-0.0499999999999999,0.73,0.557692307692308,0.483333333333333,"German","Sex","Valid",4.03,"",-0.0794763908368397,0.890322580645161,0.674107142857143,0.145410388967762,-0.219294258373206,-0.185,31,"-+egr_fp1+-+-"
"-","egr_fp1","roc2","-",-0.0488546049555868,0.9312047399605,0.186136428201017,0.0126315789473684,-0.08,0.735,0.557377049180328,0.566666666666667,"German","Sex","Valid",6.2,"",-0.0794763908368397,0.890322580645161,0.674107142857143,0.145410388967762,-0.219294258373206,-0.185,38,"-+egr_fp1+roc2+-"
"rw1","egr_fp2","roc3","-",-0.0488546049555868,0.9312047399605,0.186136428201017,0.0126315789473684,-0.08,0.735,0.557377049180328,0.566666666666667,"German","Sex","Valid",6.43,"",-0.0794763908368397,0.890322580645161,0.674107142857143,0.145410388967762,-0.219294258373206,-0.185,38,"rw1+egr_fp2+roc3+-"
"di1","egr_fp2","roc3","-",-0.00303880317905558,0.995066413662239,0.255489552201903,0.0359928229665072,0.005,0.695,0.493506493506494,0.633333333333333,"German","Sex","Fail",5.68,"",-0.0794763908368397,0.890322580645161,0.684107142857143,0.145410388967762,-0.219294258373206,-0.185,27,"di1+egr_fp2+roc3+-"
"rw1","egr_fp2","eop3","-",0.0366993922393641,1.04869727047146,0.151803200448735,0.099066985645933,-0.01,0.735,0.574468085106383,0.45,"German","Sex","Valid",4.14,"",-0.0794763908368397,0.890322580645161,0.674107142857143,0.145410388967762,-0.219294258373206,-0.185,36,"rw1+egr_fp2+eop3+-"
"rw1","-","-","Logistic Regression",-0.139083683964469,0.818928788800974,0.157892498386395,-0.0972966507177033,-0.13,0.755,0.6,0.55,"German","Sex","Valid",0.03,"",-0.0794763908368397,0.890322580645161,0.777619047619048,0.145410388967762,-0.219294258373206,-0.185,14,"rw1+-+-+Logistic Regression"
"rw1","pr2","cpp3","-",-0.151940158952782,0.809384164222874,0.136049083979887,-0.13133971291866,-0.1,0.77,0.64,0.533333333333333,"German","Sex","Valid",2.58,"",-0.0794763908368397,0.890322580645161,0.760595238095238,0.145410388967762,-0.219294258373206,-0.185,65,"rw1+pr2+cpp3+-"
"-","pr1","eop2","-",-0.103465428618803,0.867205788465631,0.150983070912989,-0.0140399207384853,-0.139190952588082,0.74,0.583333333333333,0.466666666666667,"German","Age","Valid",2.86,"",-0.228817774830045,0.691757873576055,0.757619047619048,0.145410388967762,-0.35141572940616,-0.321879077859939,4,"-+pr1+eop2+-"
"di1","pr2","eop3","-",-0.0350631136044881,0.953917050691244,0.162454690858361,0.07061004784689,-0.165,0.73,0.56,0.466666666666667,"German","Sex","Valid",2.1,"",-0.0794763908368397,0.890322580645161,0.77,0.145410388967762,-0.219294258373206,-0.185,30,"di1+pr2+eop3+-"
"rw1","-","-","Random Forest",-0.248383352677831,0.695590327169275,0.126681682524301,-0.174724000082852,-0.111352762070465,0.77,0.652173913043478,0.5,"German","Age","Valid",0.2,"",-0.228817774830045,0.691757873576055,0.78577380952381,0.111809196347228,-0.241378238985895,-0.197042192257503,6,"rw1+-+-+Random Forest"
"di1","-","eop2","Random Forest",-0.0100514258999532,0.986914181375533,0.171328473140565,0.0579784688995216,-0.085,0.705,0.51063829787234,0.4,"German","Sex","Valid",0.24,"",-0.0794763908368397,0.890322580645161,0.774880952380952,0.111809196347228,-0.0663157894736843,-0.0800000000000001,26,"di1+-+eop2+Random Forest"
"rw1","-","roc2","Logistic Regression",-0.107059373539037,0.828207051762941,0.264509057049648,-0.074688995215311,-0.08,0.7,0.5,0.683333333333333,"German","Sex","Fail",2.23,"",-0.0794763908368397,0.890322580645161,0.777619047619048,0.145410388967762,-0.219294258373206,-0.185,22,"rw1+-+roc2+Logistic Regression"
"rw1","gsr_eo2","eop3","-",-0.0584385226741467,0.923919659160073,0.169056092577979,0.00818181818181818,-0.12,0.72,0.54,0.45,"German","Sex","Valid",1.02,"",-0.0794763908368397,0.890322580645161,0.765119047619048,0.145410388967762,-0.219294258373206,-0.185,12,"rw1+gsr_eo2+eop3+-"
"rw1","-","-","Naive Bayes",-0.0490883590462833,0.913151364764268,0.317457711034704,0.00208133971291863,-0.0700000000000001,0.66,0.455555555555556,0.683333333333333,"German","Sex","Fail",0.01,"",-0.0794763908368397,0.890322580645161,0.709880952380952,0.321443339394983,-0.0733732057416268,-0.13,32,"rw1+-+-+Naive Bayes"
"rw1","-","roc2","Naive Bayes",-0.0490883590462833,0.913151364764268,0.317457711034704,0.00208133971291863,-0.0700000000000001,0.66,0.455555555555556,0.683333333333333,"German","Sex","Fail",2.2,"",-0.0794763908368397,0.890322580645161,0.709880952380952,0.321443339394983,-0.0733732057416268,-0.13,33,"rw1+-+roc2+Naive Bayes"
"di1","egr_fp2","eop3","-",-0.0703034322666224,0.909051909051909,0.164061319602799,-0.0176059984672425,0.0600260983036103,0.72,0.541666666666667,0.433333333333333,"German","Age","Valid",3.24,"",-0.228817774830045,0.691757873576055,0.705595238095238,0.145410388967762,-0.35141572940616,-0.321879077859939,41,"di1+egr_fp2+eop3+-"
"-","-","eop1","Logistic Regression",-0.109600397943956,0.860430743243243,0.158311624679345,-0.0337172131430505,-0.130926489778164,0.725,0.553191489361702,0.433333333333333,"German","Age","Valid",0.03,"",-0.228817774830045,0.691757873576055,0.773333333333333,0.145410388967762,-0.35141572940616,-0.321879077859939,15,"-+-+eop1+Logistic Regression"
"di1","-","cpp2","Logistic Regression",-0.193080878915381,0.755548978987866,0.152139973245043,-0.155681818181818,-0.175,0.76,0.611111111111111,0.55,"German","Sex","Valid",0.12,"",-0.0794763908368397,0.890322580645161,0.774107142857143,0.145410388967762,-0.219294258373206,-0.185,64,"di1+-+cpp2+Logistic Regression"
"rw1","gsr_eo2","eop3","-",-0.147736693748964,0.800982800982801,0.176324402833131,-0.0648073351422634,-0.097868638538495,0.735,0.56140350877193,0.533333333333333,"German","Age","Valid",1,"",-0.228817774830045,0.691757873576055,0.765119047619048,0.145410388967762,-0.35141572940616,-0.321879077859939,12,"rw1+gsr_eo2+eop3+-"
"-","-","cpp1","Logistic Regression",-0.223702664796634,0.721883173496077,0.146419576907001,-0.196566985645933,-0.185,0.765,0.622641509433962,0.55,"German","Sex","Valid",0.04,"",-0.0794763908368397,0.890322580645161,0.784523809523809,0.145410388967762,-0.219294258373206,-0.185,59,"-+-+cpp1+Logistic Regression"
"-","-","-","Logistic Regression",-0.239831697054698,0.701830863121186,0.145410388967762,-0.219294258373206,-0.185,0.77,0.62962962962963,0.566666666666667,"German","Sex","Valid",0.03,"",-0.0794763908368397,0.890322580645161,0.773333333333333,0.145410388967762,-0.219294258373206,-0.185,24,"-+-+-+Logistic Regression"
"-","gsr_eo1","-","-",-0.139083683964469,0.818928788800974,0.164654909904053,-0.105454545454545,-0.12,0.745,0.581818181818182,0.533333333333333,"German","Sex","Valid",1,"",-0.0794763908368397,0.890322580645161,0.765119047619048,0.145410388967762,-0.219294258373206,-0.185,10,"-+gsr_eo1+-+-"
"rw1","gsr_eo2","-","-",-0.139083683964469,0.818928788800974,0.164654909904053,-0.105454545454545,-0.12,0.745,0.581818181818182,0.533333333333333,"German","Sex","Valid",1,"",-0.0794763908368397,0.890322580645161,0.765119047619048,0.145410388967762,-0.219294258373206,-0.185,10,"rw1+gsr_eo2+-+-"
"di1","egr_fp2","eop3","-",-0.0439457690509584,0.941687344913151,0.174055342403625,0.0263397129186603,-0.11,0.72,0.538461538461538,0.466666666666667,"German","Sex","Valid",3.48,"",-0.0794763908368397,0.890322580645161,0.684107142857143,0.145410388967762,-0.219294258373206,-0.185,41,"di1+egr_fp2+eop3+-"
"rw1","-","cpp2","Naive Bayes",-0.00911954899684964,0.984186313973548,0.315730080085994,0.0593097758169528,0.0313179643323184,0.645,0.435294117647059,0.616666666666667,"German","Age","Fail",0.03,"",-0.228817774830045,0.691757873576055,0.697738095238095,0.321443339394983,-0.190436490675725,-0.134841235319704,52,"rw1+-+cpp2+Naive Bayes"
"-","-","-","Random Forest",-0.312220195655778,0.633871281353296,0.111809196347228,-0.241378238985895,-0.197042192257503,0.775,0.682926829268293,0.466666666666667,"German","Age","Valid",0.2,"",-0.228817774830045,0.691757873576055,0.773571428571429,0.111809196347228,-0.241378238985895,-0.197042192257503,17,"-+-+-+Random Forest"
"di1","gsr_eo2","eop3","-",-0.072790581993036,0.902747009304386,0.186602022156853,0.00808322459040162,-0.150500217485863,0.705,0.509433962264151,0.45,"German","Age","Valid",1.14,"",-0.228817774830045,0.691757873576055,0.766428571428571,0.145410388967762,-0.35141572940616,-0.321879077859939,3,"di1+gsr_eo2+eop3+-"
"di1","-","roc2","Logistic Regression",-0.115240766713417,0.790747028862479,0.332140266457829,-0.0913277511961723,-0.0750000000000001,0.665,0.463917525773196,0.75,"German","Sex","Fail",2.28,"",-0.0794763908368397,0.890322580645161,0.777619047619048,0.145410388967762,-0.219294258373206,-0.185,28,"di1+-+roc2+Logistic Regression"
"-","-","roc1","Naive Bayes",-0.05890603085554,0.87683284457478,0.393001495008067,-0.0191267942583732,-0.0549999999999999,0.63,0.435185185185185,0.783333333333333,"German","Sex","Fail",3.96,"",-0.0794763908368397,0.890322580645161,0.713214285714286,0.321443339394983,-0.0733732057416268,-0.13,40,"-+-+roc1+Naive Bayes"
"-","egr_fp1","cpp2","-",-0.0028050490883591,0.996313364055299,0.170600443947704,0.0711363636363637,-0.085,0.71,0.520833333333333,0.416666666666667,"German","Sex","Valid",4.02,"",-0.0794763908368397,0.890322580645161,0.668630952380952,0.145410388967762,-0.219294258373206,-0.185,63,"-+egr_fp1+cpp2+-"
"di1","-","eop2","Naive Bayes",-0.00679820925219693,0.985419630156472,0.430972899405,0.0488203981026948,0.0500217485863419,0.585,0.392523364485981,0.7,"German","Age","Fail",0.07,"",-0.228817774830045,0.691757873576055,0.710119047619048,0.321443339394983,-0.190436490675725,-0.134841235319704,56,"di1+-+eop2+Naive Bayes"
"di1","-","-","Random Forest",-0.320842314707345,0.615461049284579,0.127563641651614,-0.256759322548796,-0.172248803827751,0.765,0.644444444444444,0.483333333333333,"German","Age","Valid",0.23,"",-0.228817774830045,0.691757873576055,0.787321428571429,0.111809196347228,-0.241378238985895,-0.197042192257503,48,"di1+-+-+Random Forest"
"-","-","eop1","Naive Bayes",-0.072463768115942,0.873417721518987,0.317457711034704,-0.0154186602870814,-0.105,0.66,0.455555555555556,0.683333333333333,"German","Sex","Fail",0.02,"",-0.0794763908368397,0.890322580645161,0.713214285714286,0.321443339394983,-0.0733732057416268,-0.13,42,"-+-+eop1+Naive Bayes"
"di1","-","roc2","Random Forest",-0.100046750818139,0.787593052109181,0.385406776906077,-0.0557655502392344,-0.09,0.65,0.455357142857143,0.85,"German","Sex","Fail",2.4,"",-0.0794763908368397,0.890322580645161,0.771071428571429,0.111809196347228,-0.0663157894736843,-0.0800000000000001,44,"di1+-+roc2+Random Forest"
"-","pr1","cpp2","-",-0.180925666199159,0.780984719864177,0.139637704590842,-0.183971291866029,-0.1,0.75,0.608695652173913,0.466666666666667,"German","Sex","Valid",2.46,"",-0.0794763908368397,0.890322580645161,0.745238095238095,0.145410388967762,-0.219294258373206,-0.185,67,"-+pr1+cpp2+-"
"rw1","-","eop2","Naive Bayes",-0.0652173913043478,0.884615384615385,0.324274230685779,-0.0104186602870814,-0.0950000000000001,0.655,0.450549450549451,0.683333333333333,"German","Sex","Fail",0.02,"",-0.0794763908368397,0.890322580645161,0.709880952380952,0.321443339394983,-0.0733732057416268,-0.13,43,"rw1+-+eop2+Naive Bayes"
"-","gsr_eo1","eop2","-",-0.147736693748964,0.800982800982801,0.183153439094805,-0.0725798656420666,-0.0896041757285777,0.725,0.543859649122807,0.516666666666667,"German","Age","Valid",1.01,"",-0.228817774830045,0.691757873576055,0.765119047619048,0.145410388967762,-0.35141572940616,-0.321879077859939,7,"-+gsr_eo1+eop2+-"
"di1","gsr_eo2","roc3","-",-0.134408602150538,0.798387096774194,0.227831202131321,-0.100346889952153,-0.105,0.725,0.533333333333333,0.666666666666667,"German","Sex","Valid",3.35,"",-0.0794763908368397,0.890322580645161,0.766904761904762,0.145410388967762,-0.219294258373206,-0.185,20,"di1+gsr_eo2+roc3+-"
