Pre,In_p,Post,Classifier,Ovr_Rank,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,Failed,Orig Mean Difference,Orig Disparate Impact,AUC,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Perf_Rank,Fair_Rank,Rank
di1,pr2,-,-,1.0,-0.21282146080954886,0.2874396229786823,0.11077641582404785,-0.11056751217761257,-0.12079115110611172,0.8510614772224679,0.7155255544840887,0.6622043730477465,Adult,Sex,Valid,{46.36},,-0.1984344935030935,0.3649054557016478,0.9035347951001746,0.13994253769464277,-0.2142642615556188,-0.30202943382077246,4,19.75,72.5,1.0
-,gsr_eo1,cpp2,-,2.0,-0.06752098857830854,0.6843069163826679,0.12282286289318955,-0.007821996461207702,-0.0015654091131798165,0.848297213622291,0.7349918875067604,0.606425702811245,Adult,Race,Valid,{16.5},,-0.10411148351827143,0.6031419197588673,0.9027056664438472,0.13994253769464277,0.039057012868401624,0.07977951984321408,4,22.25,72.5,2.0
-,gsr_eo1,-,-,3.0,-0.06752098857830854,0.6843069163826679,0.12282286289318955,-0.007821996461207702,-0.0015654091131798165,0.848297213622291,0.7349918875067604,0.606425702811245,Adult,Race,Valid,{16.88},,-0.10411148351827143,0.6031419197588673,0.9025334847482767,0.13994253769464277,0.039057012868401624,0.07977951984321408,4,23.25,72.5,3.0
rw1,gsr_eo2,-,-,3.0,-0.06752098857830854,0.6843069163826679,0.12282286289318955,-0.007821996461207702,-0.0015654091131798165,0.848297213622291,0.7349918875067604,0.606425702811245,Adult,Race,Valid,{18.51},,-0.10411148351827143,0.6031419197588673,0.9025334847482767,0.13994253769464277,0.039057012868401624,0.07977951984321408,4,23.25,72.5,3.0
-,gsr_eo1,-,-,5.0,-0.17038129028060606,0.34459638685119554,0.12282286289318955,-0.05953355657482422,-0.04817210348706413,0.848297213622291,0.7349918875067604,0.606425702811245,Adult,Sex,Valid,{16.59},,-0.1984344935030935,0.3649054557016478,0.9025334847482767,0.13994253769464277,-0.2142642615556188,-0.30202943382077246,5,23.25,73.5,5.0
rw1,gsr_eo2,-,-,5.0,-0.17038129028060606,0.34459638685119554,0.12282286289318955,-0.05953355657482422,-0.04817210348706413,0.848297213622291,0.7349918875067604,0.606425702811245,Adult,Sex,Valid,{16.47},,-0.1984344935030935,0.3649054557016478,0.9025334847482767,0.13994253769464277,-0.2142642615556188,-0.30202943382077246,5,23.25,73.5,5.0
di1,gsr_eo2,-,-,7.0,-0.2029127677371021,0.3022227045160115,0.11564316333998854,-0.09796564097709394,-0.09979377577802773,0.846859796550199,0.7106299212598425,0.644355198572066,Adult,Sex,Valid,{21.2},,-0.1984344935030935,0.3649054557016478,0.9027280336660145,0.13994253769464277,-0.2142642615556188,-0.30202943382077246,4,26.0,72.0,7.0
di1,gsr_eo2,-,-,8.0,-0.09428305294328201,0.6300947292492516,0.10881126560361869,-0.035066824898672584,-0.03652866242038211,0.8466386554621849,0.6953339432753889,0.678268630075859,Adult,Race,Valid,{25.88},,-0.10411148351827143,0.6031419197588673,0.9025840569720042,0.13994253769464277,0.039057012868401624,0.07977951984321408,4,31.0,67.5,8.0
-,pr1,-,-,9.0,-0.17738874731819743,0.3389124740837104,0.12044818118692063,-0.0643974057957596,-0.05184195725534313,0.848186643078284,0.7279411764705882,0.6184738955823293,Adult,Sex,Valid,{77.16},,-0.1984344935030935,0.3649054557016478,0.9023474301275202,0.13994253769464277,-0.2142642615556188,-0.30202943382077246,5,29.5,72.5,9.0
rw1,pr2,-,-,9.0,-0.17738874731819743,0.3389124740837104,0.12044818118692063,-0.0643974057957596,-0.05184195725534313,0.848186643078284,0.7279411764705882,0.6184738955823293,Adult,Sex,Valid,{75.92},,-0.1984344935030935,0.3649054557016478,0.9023474301275202,0.13994253769464277,-0.2142642615556188,-0.30202943382077246,5,29.5,72.5,9.0
rw1,gsr_eo2,cpp3,-,11.0,-0.06831212781881488,0.6806079600778968,0.12294752524716426,-0.010321996461207704,-0.006565409113179821,0.848186643078284,0.7348484848484849,0.605979473449353,Adult,Race,Valid,{18.29},,-0.10411148351827143,0.6031419197588673,0.902395870577874,0.13994253769464277,0.039057012868401624,0.07977951984321408,4,30.0,73.0,11.0
-,pr1,-,-,12.0,-0.09414068855553023,0.5809985372070794,0.11869369603179229,-0.0439806109242705,-0.05410338069573739,0.8500663423264042,0.7313120752744381,0.6242748772869254,Adult,Race,Valid,{57.92},,-0.10411148351827143,0.6031419197588673,0.9021270703537031,0.13994253769464277,0.039057012868401624,0.07977951984321408,4,27.5,77.0,12.0
rw1,pr2,-,-,12.0,-0.09414068855553023,0.5809985372070794,0.11869369603179229,-0.0439806109242705,-0.05410338069573739,0.8500663423264042,0.7313120752744381,0.6242748772869254,Adult,Race,Valid,{62.16},,-0.10411148351827143,0.6031419197588673,0.9021270703537031,0.13994253769464277,0.039057012868401624,0.07977951984321408,4,27.5,77.0,12.0
rw1,gsr_eo2,eop3,-,14.0,-0.02744093911685269,0.8684593306659804,0.1269338029984236,0.024748975038344785,0.02166340029397351,0.842436974789916,0.7203023758099352,0.5952699687639447,Adult,Race,Valid,{18.41},,-0.10411148351827143,0.6031419197588673,0.9025334847482767,0.13994253769464277,0.039057012868401624,0.07977951984321408,4,35.0,74.0,14.0
-,gsr_eo1,eop2,-,15.0,-0.02744093911685269,0.8684593306659804,0.12773466629196484,0.027726178785058085,0.02960313571778539,0.8413312693498453,0.7176025917926566,0.5930388219544847,Adult,Race,Valid,{16.07},,-0.10411148351827143,0.6031419197588673,0.9025334847482767,0.13994253769464277,0.039057012868401624,0.07977951984321408,4,36.5,74.0,15.0
di1,gsr_eo2,cpp3,-,16.0,-0.08721364420292213,0.6480694232890383,0.1127878962950297,-0.024434423215765,-0.01840029397354237,0.8445378151260504,0.6959174096668231,0.6617581436858545,Adult,Race,Valid,{26.18},,-0.10411148351827143,0.6031419197588673,0.8985573338481074,0.13994253769464277,0.039057012868401624,0.07977951984321408,4,40.25,71.0,16.0
di1,pr2,-,-,16.0,-0.13744793530962218,0.4778589176226266,0.10808474881537539,-0.10002202607063367,-0.13426751592356678,0.8463069438301637,0.6927956502038967,0.6822846943328871,Adult,Race,Valid,{47.52},,-0.10411148351827143,0.6031419197588673,0.90169454993443,0.13994253769464277,0.039057012868401624,0.07977951984321408,2,37.75,73.5,16.0
di1,gsr_eo2,eop3,-,18.0,-0.04365014155087696,0.8287452842834984,0.11063781206606313,-0.0029615617407778433,-0.0315286624203821,0.8397832817337462,0.676,0.678714859437751,Adult,Race,Valid,{25.7},,-0.10411148351827143,0.6031419197588673,0.9025840569720042,0.13994253769464277,0.039057012868401624,0.07977951984321408,4,38.25,76.0,18.0
rw1,-,-,Naive Bayes,19.0,-0.11411603917867949,0.6534649551873043,0.09559116453822998,-0.04216153223001227,-0.028640372366486977,0.8209862892525431,0.6097388849682428,0.7710843373493976,Adult,Race,Valid,{0.11},,-0.10411148351827143,0.6031419197588673,0.8949579820908736,0.09073005568209282,-0.103697182713337,-0.10695737383635473,2,63.0,52.5,19.0
di1,-,-,Random Forest,20.0,-0.19811152792327674,0.3333962551058397,0.11534123109769523,-0.07281598920820535,-0.04569741282339701,0.8426581158779302,0.6943916349809885,0.6519410977242303,Adult,Sex,Valid,{7.28},,-0.1984344935030935,0.3649054557016478,0.8922330181785171,0.1187305692888914,-0.06296761891375381,-0.02732470941132359,3,46.0,71.0,20.0
rw1,-,cpp2,Naive Bayes,21.0,-0.11648945690019849,0.6462576211227383,0.09566426425589454,-0.04560138185407242,-0.03364037236648698,0.8210968597965502,0.6100317908866125,0.7706381079875055,Adult,Race,Valid,{0.23},,-0.10411148351827143,0.6031419197588673,0.8948616915274077,0.09073005568209282,-0.103697182713337,-0.10695737383635473,2,65.25,53.0,21.0
rw1,-,-,Random Forest,22.0,-0.18368949800863865,0.34961970420518595,0.12003907685011202,-0.058135907374721046,-0.02697787776527938,0.8418841220698806,0.7014406358668653,0.6300758589915216,Adult,Sex,Valid,{3.06},,-0.1984344935030935,0.3649054557016478,0.888015878497576,0.1187305692888914,-0.06296761891375381,-0.02732470941132359,4,51.25,70.0,22.0
-,-,-,Random Forest,23.0,-0.1921446511796425,0.33323509491048364,0.1187305692888914,-0.06296761891375381,-0.02732470941132359,0.8419946926138877,0.6990196078431372,0.6363230700580098,Adult,Sex,Valid,{2.74},,-0.1984344935030935,0.3649054557016478,0.8886205478159063,0.1187305692888914,-0.06296761891375381,-0.02732470941132359,2,49.75,72.0,23.0
rw1,-,-,Random Forest,23.0,-0.09078577006931113,0.617174367946211,0.11902934994276491,-0.03134821416732336,-0.02694267515923565,0.8422158337019018,0.7004926108374384,0.6345381526104418,Adult,Race,Valid,{3.11},,-0.10411148351827143,0.6031419197588673,0.88967184005429,0.12040191980680787,-0.046830891136608835,-0.05498285154336113,4,47.25,74.5,23.0
-,pr1,eop2,-,25.0,-0.02614664345449222,0.8709258337081539,0.1340709402754602,0.02611236295650053,0.027141107300342915,0.8359133126934984,0.7103946637020567,0.570281124497992,Adult,Race,Valid,{60.16},,-0.10411148351827143,0.6031419197588673,0.9021270703537031,0.13994253769464277,0.039057012868401624,0.07977951984321408,4,49.0,73.0,25.0
rw1,pr2,eop3,-,26.0,-0.02614664345449222,0.8709258337081539,0.13423209981523235,0.03283400755957254,0.04410093091621747,0.8356921716054843,0.7098387993329628,0.5698348951361,Adult,Race,Valid,{60.53},,-0.10411148351827143,0.6031419197588673,0.9021270703537031,0.13994253769464277,0.039057012868401624,0.07977951984321408,4,49.75,73.0,26.0
-,-,-,Random Forest,27.0,-0.09737195340210211,0.5898463467956934,0.12040191980680787,-0.046830891136608835,-0.05498285154336113,0.8406678460858027,0.6976284584980237,0.6300758589915216,Adult,Race,Valid,{3.06},,-0.10411148351827143,0.6031419197588673,0.8882836620298299,0.12040191980680787,-0.046830891136608835,-0.05498285154336113,2,52.75,73.0,27.0
