Pre,In_p,Post,Classifier,Ovr_Rank,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,AUC,Orig Disparate Impact,Orig Mean Difference,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Perf_Rank,Fair_Rank,Rank
di1,mfc_fdr2,roc3,-,1.0,-0.09576759945316368,0.6333621660042759,0.0,0.0,0.0,0.8497088523623498,0.8430978545829286,0.8497088523623498,Adult,Race,Valid,{4030.68},0.7607815947962662,0.6333621660042759,-0.09576759945316368,0.13382205274527773,0.02627845635516482,0.05020938863533775,3,14.0,47.0,1.0
di1,mfc_sr2,roc3,-,1.0,-0.09576759945316368,0.6333621660042759,0.0,0.0,0.0,0.8497088523623498,0.8430978545829286,0.8497088523623498,Adult,Race,Valid,{2553.68},0.7607815947962662,0.6333621660042759,-0.09576759945316368,0.13382205274527773,0.02627845635516482,0.05020938863533775,3,14.0,47.0,1.0
di1,-,cpp2,Random Forest,3.0,-0.19110178450400037,0.38401030294846744,0.0,0.0,0.0,0.8442544409228274,0.8405754978175548,0.8442544409228274,Adult,Sex,Valid,{286.24},0.7775996299535898,0.38401030294846744,-0.19110178450400037,0.11988926860871495,-0.07804062406500345,-0.06018637325976772,3,21.0,43.5,3.0
di1,-,roc2,Random Forest,4.0,-0.19110178450400037,0.38401030294846744,0.0,0.0,0.0,0.8438858996093462,0.8403239094640326,0.8438858996093462,Adult,Sex,Valid,{51.23},0.7776538282286303,0.38401030294846744,-0.19110178450400037,0.11988926860871495,-0.07804062406500345,-0.06018637325976772,3,21.5,43.5,4.0
rw1,-,roc2,Random Forest,5.0,-0.19110178450400037,0.38401030294846744,0.0,0.0,0.0,0.8444755657109162,0.8396843088420309,0.8444755657109162,Adult,Sex,Valid,{44.72},0.7726606208653596,0.38401030294846744,-0.19110178450400037,0.11988926860871495,-0.07804062406500345,-0.06018637325976772,3,22.5,43.5,5.0
-,-,cpp1,Random Forest,6.0,-0.09576759945316368,0.6333621660042759,0.0,0.0,0.0,0.8444755657109162,0.8399651139469996,0.8444755657109162,Adult,Race,Valid,{131.14},0.774056776591475,0.6333621660042759,-0.09576759945316368,0.12023906494795444,-0.030290517816104173,-0.004501228747680441,3,21.5,47.0,6.0
-,-,roc1,Random Forest,7.0,-0.19110178450400037,0.38401030294846744,0.0,0.0,0.0,0.8428539839315987,0.8383398692885372,0.8428539839315987,Adult,Sex,Valid,{768.16},0.772181070330678,0.38401030294846744,-0.19110178450400037,0.11988926860871495,-0.07804062406500345,-0.06018637325976772,3,29.0,43.5,7.0
di1,mfc_fdr2,eop3,-,8.0,-0.04621284082789043,0.8053924072101576,0.022040765822701768,0.06090680426310347,0.0908792650918635,0.8497088523623498,0.8430978545829286,0.8497088523623498,Adult,Race,Valid,{820.42},0.7607815947962662,0.6333621660042759,-0.09576759945316368,0.13382205274527773,0.02627845635516482,0.05020938863533775,2,14.0,59.5,8.0
di1,mfc_sr2,eop3,-,8.0,-0.04621284082789043,0.8053924072101576,0.022040765822701768,0.06090680426310347,0.0908792650918635,0.8497088523623498,0.8430978545829286,0.8497088523623498,Adult,Race,Valid,{589.39},0.7607815947962662,0.6333621660042759,-0.09576759945316368,0.13382205274527773,0.02627845635516482,0.05020938863533775,2,14.0,59.5,8.0
di1,mfc_fdr2,cpp3,-,10.0,-0.06423104962027315,0.720331299246654,0.02749930435635404,0.060367454068241455,0.12073490813648291,0.8497088523623498,0.8430978545829286,0.8497088523623498,Adult,Race,Valid,{4277.4},0.7607815947962662,0.6333621660042759,-0.09576759945316368,0.13382205274527773,0.02627845635516482,0.05020938863533775,2,14.0,61.0,10.0
