Pre,In_p,Post,Classifier,Ovr_Rank,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,AUC,Orig Disparate Impact,Orig Mean Difference,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Perf_Rank,Fair_Rank,Rank
-,-,cpp1,Random Forest,1.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8496351440996536,0.8450996360980203,0.8496351440996536,Adult,Race,Valid,{28.33},0.7813315503020879,0.629841682713473,-0.09825523584016566,0.11603851414174014,-0.04933092630208301,-0.04948843192828001,3,6.5,38.5,1.0
-,-,cpp1,Random Forest,2.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8489717697353873,0.8444142472326108,0.8489717697353873,Adult,Sex,Valid,{54.67},0.780499199685069,0.3637327995448817,-0.20160953504822413,0.11753304618598652,-0.08597479127626825,-0.08462047683549068,3,8.75,37.0,2.0
rw1,-,cpp2,Random Forest,3.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8485295201592098,0.8439345466264839,0.8485295201592098,Adult,Sex,Valid,{55.1},0.7798145595554947,0.3637327995448817,-0.20160953504822413,0.11753304618598652,-0.08597479127626825,-0.08462047683549068,3,10.0,37.0,3.0
-,-,eop1,Random Forest,4.0,-0.10982448513802318,0.6263929945286099,0.02391867978653981,0.07507058036875147,0.07228915662650603,0.8484558118965136,0.8440412591965616,0.8484558118965136,Adult,Sex,Valid,{13.23},0.7807383706130592,0.3637327995448817,-0.20160953504822413,0.11753304618598652,-0.08597479127626825,-0.08462047683549068,4,9.75,40.5,4.0
rw1,-,cpp2,Random Forest,4.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8480135623203361,0.8433008645471387,0.8480135623203361,Adult,Race,Valid,{84.37},0.7785941586534161,0.629841682713473,-0.09825523584016566,0.11603851414174014,-0.04933092630208301,-0.04948843192828001,3,11.75,38.5,4.0
rw1,-,-,Random Forest,6.0,-0.19155524101741353,0.3294469455335444,0.11526551998356774,-0.07922330450883289,-0.0759772819086999,0.8501511019385273,0.8457322501994973,0.8501511019385273,Adult,Sex,Valid,{69.15},0.7825519512041665,0.3637327995448817,-0.20160953504822413,0.11753304618598652,-0.08597479127626825,-0.08462047683549068,5,5.5,46.5,6.0
-,-,-,Random Forest,7.0,-0.10416748622670813,0.5625491676893545,0.11603851414174014,-0.04933092630208301,-0.04948843192828001,0.8491928945234761,0.8447054602491199,0.8491928945234761,Adult,Race,Valid,{3.88},0.7811334341158699,0.629841682713473,-0.09825523584016566,0.11603851414174014,-0.04933092630208301,-0.04948843192828001,1,7.5,48.0,7.0
di1,-,cpp2,Random Forest,7.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8461708557529299,0.8417603122105521,0.8461708557529299,Adult,Sex,Valid,{11.15},0.7782389810227522,0.3637327995448817,-0.20160953504822413,0.11753304618598652,-0.08597479127626825,-0.08462047683549068,3,18.5,37.0,7.0
rw1,-,eop2,Random Forest,9.0,-0.10876125761566469,0.6278002202984644,0.025048519979430313,0.07743904704119667,0.07779690189328747,0.8472027714306773,0.8424771132780629,0.8472027714306773,Adult,Sex,Valid,{3.44},0.7776633343781008,0.3637327995448817,-0.20160953504822413,0.11753304618598652,-0.08597479127626825,-0.08462047683549068,4,15.25,40.5,9.0
di1,-,-,Random Forest,10.0,-0.2047471968284082,0.2961671164143809,0.11724006805604724,-0.10317534647807694,-0.11216870864692918,0.8468342301171962,0.8423863430452364,0.8468342301171962,Adult,Sex,Valid,{11.5},0.7787794172737573,0.3637327995448817,-0.20160953504822413,0.11753304618598652,-0.08597479127626825,-0.08462047683549068,2,15.75,44.0,10.0
