Pre,In_p,Post,Classifier,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,AUC,Orig Disparate Impact,Orig Mean Difference,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Rank,Ovr_Rank
di1,mfc_fdr2,roc3,-,-0.09576759945316368,0.6333621660042759,0.0,0.0,0.0,0.8497088523623498,0.8430978545829286,0.8497088523623498,Adult,Race,Valid,{9753.43},0.7607815947962662,0.6333621660042759,-0.09576759945316368,0.13382205274527773,0.02627845635516482,0.05020938863533775,3,1.0,28.0
di1,mfc_sr2,roc3,-,-0.09576759945316368,0.6333621660042759,0.0,0.0,0.0,0.8497088523623498,0.8430978545829286,0.8497088523623498,Adult,Race,Valid,{4353.46},0.7607815947962662,0.6333621660042759,-0.09576759945316368,0.13382205274527773,0.02627845635516482,0.05020938863533775,3,1.0,27.0
rw1,-,roc2,Random Forest,-0.09576759945316368,0.6333621660042759,0.0,0.0,0.0,0.8435173582958649,0.8387126681734333,0.8435173582958649,Adult,Race,Valid,{64.35},0.771525051145159,0.6333621660042759,-0.09576759945316368,0.12010741401721797,-0.02611142931872634,-0.0005642208736647003,3,3.0,1.0
-,-,cpp1,Random Forest,-0.09576759945316368,0.6333621660042759,0.0,0.0,0.0,0.8425591508808138,0.8379907501938899,0.8425591508808138,Adult,Race,Valid,{46.18},0.7715861863330575,0.6333621660042759,-0.09576759945316368,0.12010741401721797,-0.02611142931872634,-0.0005642208736647003,3,4.0,3.0
rw1,-,cpp2,Random Forest,-0.09576759945316368,0.6333621660042759,0.0,0.0,0.0,0.8424117343554213,0.837628931417112,0.8424117343554213,Adult,Race,Valid,{72.86},0.770391215653173,0.6333621660042759,-0.09576759945316368,0.12010741401721797,-0.02611142931872634,-0.0005642208736647003,3,5.0,4.0
di1,-,roc2,Random Forest,-0.09576759945316368,0.6333621660042759,0.0,0.0,0.0,0.8398319451610525,0.8379421310588386,0.8398319451610525,Adult,Race,Valid,{811.58},0.7789480871171328,0.6333621660042759,-0.09576759945316368,0.12010741401721797,-0.02611142931872634,-0.0005642208736647003,3,6.0,11.0
-,-,cpp1,Logistic Regression,-0.09576759945316368,0.6333621660042759,0.0,0.0,0.0,0.8413798186776738,0.833757366034689,0.8413798186776738,Adult,Race,Valid,{9.74},0.7479651382238179,0.6333621660042759,-0.09576759945316368,0.13382205274527773,0.02627845635516482,0.05020938863533775,3,7.0,7.0
-,-,roc1,Logistic Regression,-0.09576759945316368,0.6333621660042759,0.0,0.0,0.0,0.8413798186776738,0.833757366034689,0.8413798186776738,Adult,Race,Valid,{598.62},0.7479651382238179,0.6333621660042759,-0.09576759945316368,0.13382205274527773,0.02627845635516482,0.05020938863533775,3,7.0,5.0
rw1,-,cpp2,Logistic Regression,-0.09576759945316368,0.6333621660042759,0.0,0.0,0.0,0.8413798186776738,0.833757366034689,0.8413798186776738,Adult,Race,Valid,{10.36},0.7479651382238179,0.6333621660042759,-0.09576759945316368,0.13382205274527773,0.02627845635516482,0.05020938863533775,3,7.0,5.0
rw1,-,roc2,Logistic Regression,-0.09576759945316368,0.6333621660042759,0.0,0.0,0.0,0.8413798186776738,0.833757366034689,0.8413798186776738,Adult,Race,Valid,{303.17},0.7479651382238179,0.6333621660042759,-0.09576759945316368,0.13382205274527773,0.02627845635516482,0.05020938863533775,3,7.0,7.0
