Pre,In_p,Post,Classifier,Ovr_Rank,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,AUC,Orig Disparate Impact,Orig Mean Difference,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Perf_Rank,Fair_Rank,Rank
-,-,roc1,Random Forest,1.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.850077393675831,0.8455789976222615,0.850077393675831,Adult,Sex,Valid,{319.15},0.7820161904316622,0.3637327995448817,-0.20160953504822413,0.11660779188201063,-0.08106570981646377,-0.0774193986427536,3,7.0,44.5,1.0
-,-,cpp1,Random Forest,2.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8500036854131348,0.8454601151747813,0.8500036854131348,Adult,Sex,Valid,{37.86},0.7816750392365002,0.3637327995448817,-0.20160953504822413,0.11660779188201063,-0.08106570981646377,-0.0774193986427536,3,8.0,44.5,2.0
rw1,-,roc2,Random Forest,3.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8485295201592098,0.843849828061907,0.8485295201592098,Adult,Sex,Valid,{37.35},0.7793280356121385,0.3637327995448817,-0.20160953504822413,0.11660779188201063,-0.08106570981646377,-0.0774193986427536,3,12.5,44.5,3.0
rw1,-,cpp2,Random Forest,4.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8483083953711211,0.8436946289639211,0.8483083953711211,Adult,Sex,Valid,{16.2},0.7794722394907075,0.3637327995448817,-0.20160953504822413,0.11660779188201063,-0.08106570981646377,-0.0774193986427536,3,13.5,44.5,4.0
rw1,-,cpp2,Random Forest,5.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8480872705830323,0.8437383653802496,0.8480872705830323,Adult,Race,Valid,{37.83},0.7806867960446606,0.629841682713473,-0.09825523584016566,0.11657066658180229,-0.042197086062051276,-0.03693541578725201,3,13.0,46.0,5.0
-,-,cpp1,Random Forest,6.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8472764796933736,0.8425115402418667,0.8472764796933736,Adult,Race,Valid,{3.18},0.7775179616299065,0.629841682713473,-0.09825523584016566,0.11657066658180229,-0.042197086062051276,-0.03693541578725201,3,17.5,46.0,6.0
rw1,-,roc2,Random Forest,7.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8472027714306773,0.8424771132780629,0.8472027714306773,Adult,Race,Valid,{113.29},0.7776633343781008,0.629841682713473,-0.09825523584016566,0.11657066658180229,-0.042197086062051276,-0.03693541578725201,3,18.0,46.0,7.0
-,-,eop1,Random Forest,8.0,-0.11100596200865895,0.6244639632120349,0.022839441799382677,0.0727457620822447,0.06712564543889843,0.8488243532099948,0.8441089624052298,0.8488243532099948,Adult,Sex,Valid,{11.79},0.77942767814006,0.3637327995448817,-0.20160953504822413,0.11660779188201063,-0.08106570981646377,-0.0774193986427536,4,11.0,55.5,8.0
-,-,roc1,Random Forest,9.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8468342301171962,0.8418965744897975,0.8468342301171962,Adult,Race,Valid,{83.54},0.7760548831909622,0.629841682713473,-0.09825523584016566,0.11657066658180229,-0.042197086062051276,-0.03693541578725201,3,22.5,46.0,9.0
-,-,-,Random Forest,10.0,-0.10036878640797917,0.5763622035622605,0.11657066658180229,-0.042197086062051276,-0.03693541578725201,0.8488243532099948,0.8442429938400816,0.8488243532099948,Adult,Race,Valid,{3.03},0.78020611644943,0.629841682713473,-0.09825523584016566,0.11657066658180229,-0.042197086062051276,-0.03693541578725201,1,10.0,61.0,10.0
-,-,eop1,Random Forest,11.0,-0.05013035799363849,0.8035787622336097,0.010880956788243672,0.04201127440298931,0.038511326860841466,0.8483821036338174,0.8436287222808572,0.8483821036338174,Adult,Race,Valid,{3.09},0.7787430380104858,0.629841682713473,-0.09825523584016566,0.11657066658180229,-0.042197086062051276,-0.03693541578725201,3,14.0,59.5,11.0
di1,-,roc2,Random Forest,12.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8452126483378787,0.8406018598078661,0.8452126483378787,Adult,Sex,Valid,{54.22},0.7761393304137568,0.3637327995448817,-0.20160953504822413,0.11660779188201063,-0.08106570981646377,-0.0774193986427536,3,30.5,44.5,12.0
rw1,-,eop2,Random Forest,13.0,-0.11586948406091022,0.6123023978575092,0.020398972757685593,0.06668297031909758,0.05679862306368333,0.8464656888037149,0.8415176972475976,0.8464656888037149,Adult,Sex,Valid,{4.85},0.7756140894678787,0.3637327995448817,-0.20160953504822413,0.11660779188201063,-0.08106570981646377,-0.0774193986427536,4,23.5,52.5,13.0
di1,-,cpp2,Random Forest,14.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8448441070243974,0.8397801508398219,0.8448441070243974,Adult,Sex,Valid,{110.96},0.7732659169738918,0.3637327995448817,-0.20160953504822413,0.11660779188201063,-0.08106570981646377,-0.0774193986427536,3,33.75,44.5,14.0
-,-,-,Random Forest,15.0,-0.19261031084726143,0.3239466577918481,0.11660779188201063,-0.08106570981646377,-0.0774193986427536,0.8488980614726911,0.8442946617518049,0.8488980614726911,Adult,Sex,Valid,{3.07},0.780158048489907,0.3637327995448817,-0.20160953504822413,0.11660779188201063,-0.08106570981646377,-0.0774193986427536,2,9.5,69.0,15.0
di1,-,eop2,Random Forest,16.0,-0.09265179854060118,0.6730439996073011,0.03202079960233133,0.09549152416448939,0.10567986230636828,0.8459497309648412,0.8412267178766143,0.8459497309648412,Adult,Sex,Valid,{13.75},0.776339784339225,0.3637327995448817,-0.20160953504822413,0.11660779188201063,-0.08106570981646377,-0.0774193986427536,2,23.75,56.5,16.0
rw1,-,-,Random Forest,17.0,-0.10382766429714574,0.5623975959148901,0.11789325203386014,-0.04699112797816731,-0.04301594001889486,0.8470553549052848,0.8423748092017432,0.8470553549052848,Adult,Race,Valid,{3.15},0.777759470297147,0.629841682713473,-0.09825523584016566,0.11657066658180229,-0.042197086062051276,-0.03693541578725201,1,18.5,63.0,17.0
rw1,-,eop2,Random Forest,18.0,-0.04454664525418314,0.8215528226414501,0.01573604081075941,0.05252907375574008,0.059546925566343,0.8460234392275374,0.8414575628972675,0.8460234392275374,Adult,Race,Valid,{3.1},0.7772647642664146,0.629841682713473,-0.09825523584016566,0.11657066658180229,-0.042197086062051276,-0.03693541578725201,2,22.5,60.5,18.0
rw1,-,-,Random Forest,19.0,-0.1935287827195376,0.32020234483803794,0.11739623829080795,-0.08831789922162253,-0.09285425726574936,0.8480872705830323,0.8433865295128095,0.8480872705830323,Adult,Sex,Valid,{3.1},0.7787407002712355,0.3637327995448817,-0.20160953504822413,0.11660779188201063,-0.08106570981646377,-0.0774193986427536,2,15.5,69.0,19.0
di1,-,eop2,Random Forest,20.0,-0.04111809666178812,0.8322859974632532,0.01958061882157875,0.060319871841432005,0.07637540453074432,0.8456548979140561,0.8411566710375739,0.8456548979140561,Adult,Race,Valid,{10.3},0.7772131896980161,0.629841682713473,-0.09825523584016566,0.11657066658180229,-0.042197086062051276,-0.03693541578725201,2,24.25,60.5,20.0
di1,-,cpp2,Random Forest,21.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8424117343554213,0.838098323922611,0.8424117343554213,Adult,Race,Valid,{392.23},0.7744629404834676,0.629841682713473,-0.09825523584016566,0.11657066658180229,-0.042197086062051276,-0.03693541578725201,3,39.25,46.0,21.0
di1,-,roc2,Random Forest,21.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8424854426181175,0.8380619642969452,0.8424854426181175,Adult,Race,Valid,{67.98},0.7740256533692595,0.629841682713473,-0.09825523584016566,0.11657066658180229,-0.042197086062051276,-0.03693541578725201,3,39.25,46.0,21.0
di1,mfc_fdr2,roc3,-,23.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.84322252524508,0.8360917401484186,0.84322252524508,Adult,Race,Valid,{4327.04},0.7514567867456534,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,40.0,46.0,23.0
di1,mfc_sr2,roc3,-,23.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.84322252524508,0.8360917401484186,0.84322252524508,Adult,Race,Valid,{4413.28},0.7514567867456534,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,40.0,46.0,23.0
di1,-,-,Random Forest,25.0,-0.20602041674551608,0.29046011242566055,0.11873440942222079,-0.10698515205116257,-0.11789983263569925,0.8452863566005749,0.8406510722170271,0.8452863566005749,Adult,Sex,Valid,{222.17},0.7760912624542338,0.3637327995448817,-0.20160953504822413,0.11660779188201063,-0.08106570981646377,-0.0774193986427536,1,30.0,59.0,25.0
di1,-,-,Random Forest,26.0,-0.10215759049080209,0.5757343878332405,0.1185100799412919,-0.0494768273159457,-0.05149249231140329,0.8440333161347388,0.8397014335046307,0.8440333161347388,Adult,Race,Valid,{256.01},0.776227284245427,0.629841682713473,-0.09825523584016566,0.11657066658180229,-0.042197086062051276,-0.03693541578725201,1,32.75,61.0,26.0
di1,mfc_fdr2,cpp3,-,27.0,-0.06913402632208304,0.7074557613902694,0.025304578383625237,0.05485436893203882,0.10970873786407764,0.84322252524508,0.8360917401484186,0.84322252524508,Adult,Race,Valid,{3943.89},0.7514567867456534,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,2,40.0,60.5,27.0
di1,mfc_fdr2,eop3,-,27.0,-0.05003058352764153,0.7960048956759107,0.01902339099866949,0.05485880767337322,0.07605177993527512,0.84322252524508,0.8360917401484186,0.84322252524508,Adult,Race,Valid,{3302.83},0.7514567867456534,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,40.0,60.5,27.0
di1,mfc_sr2,cpp3,-,27.0,-0.07179702778243868,0.6995725375933254,0.022963806370589823,0.04983818770226539,0.09967637540453078,0.84322252524508,0.8360917401484186,0.84322252524508,Adult,Race,Valid,{2017.35},0.7514567867456534,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,2,40.0,60.5,27.0
di1,mfc_sr2,eop3,-,27.0,-0.05003058352764153,0.7960048956759107,0.01902339099866949,0.05485880767337322,0.07605177993527512,0.84322252524508,0.8360917401484186,0.84322252524508,Adult,Race,Valid,{5044.75},0.7514567867456534,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,40.0,60.5,27.0
-,-,cpp1,Naive Bayes,31.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8181617159283555,0.8408505443012178,0.8181617159283555,Adult,Sex,Valid,{0.26},0.8065271988746526,0.3637327995448817,-0.20160953504822413,0.09427432229849471,-0.21623202452456575,-0.22712388013592832,3,57.5,44.5,31.0
-,-,roc1,Naive Bayes,31.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8181617159283555,0.8408505443012178,0.8181617159283555,Adult,Sex,Valid,{324.32},0.8065271988746526,0.3637327995448817,-0.20160953504822413,0.09427432229849471,-0.21623202452456575,-0.22712388013592832,3,57.5,44.5,31.0
rw1,-,cpp2,Naive Bayes,31.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8181617159283555,0.8408505443012178,0.8181617159283555,Adult,Sex,Valid,{0.33},0.8065271988746526,0.3637327995448817,-0.20160953504822413,0.09427432229849471,-0.21623202452456575,-0.22712388013592832,3,57.5,44.5,31.0
rw1,-,roc2,Naive Bayes,31.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8181617159283555,0.8408505443012178,0.8181617159283555,Adult,Sex,Valid,{43.64},0.8065271988746526,0.3637327995448817,-0.20160953504822413,0.09427432229849471,-0.21623202452456575,-0.22712388013592832,3,57.5,44.5,31.0
di1,mfc_fdr2,roc3,-,35.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8351883246111889,0.8269820437234504,0.8351883246111889,Adult,Sex,Valid,{1704.47},0.7328565211092081,0.3637327995448817,-0.20160953504822413,0.12992452300152724,-0.138351556635548,-0.16719116533759726,3,58.0,44.5,35.0
di1,mfc_sr2,roc3,-,35.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8351883246111889,0.8269820437234504,0.8351883246111889,Adult,Sex,Valid,{4821.31},0.7328565211092081,0.3637327995448817,-0.20160953504822413,0.12992452300152724,-0.138351556635548,-0.16719116533759726,3,58.0,44.5,35.0
-,-,cpp1,Naive Bayes,37.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8181617159283555,0.8408505443012178,0.8181617159283555,Adult,Race,Valid,{2.88},0.8065271988746526,0.629841682713473,-0.09825523584016566,0.09427432229849471,-0.11429933521939963,-0.11029769442601867,3,57.5,46.0,37.0
-,-,roc1,Naive Bayes,37.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8181617159283555,0.8408505443012178,0.8181617159283555,Adult,Race,Valid,{34.48},0.8065271988746526,0.629841682713473,-0.09825523584016566,0.09427432229849471,-0.11429933521939963,-0.11029769442601867,3,57.5,46.0,37.0
rw1,-,cpp2,Naive Bayes,37.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8181617159283555,0.8408505443012178,0.8181617159283555,Adult,Race,Valid,{0.63},0.8065271988746526,0.629841682713473,-0.09825523584016566,0.09427432229849471,-0.11429933521939963,-0.11029769442601867,3,57.5,46.0,37.0
rw1,-,roc2,Naive Bayes,37.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8181617159283555,0.8408505443012178,0.8181617159283555,Adult,Race,Valid,{181.72},0.8065271988746526,0.629841682713473,-0.09825523584016566,0.09427432229849471,-0.11429933521939963,-0.11029769442601867,3,57.5,46.0,37.0
-,mfc_fdr1,roc2,-,41.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8351146163484927,0.8273849036194658,0.8351146163484927,Adult,Race,Valid,{5433.71},0.7256067299183869,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,60.0,46.0,41.0
-,mfc_sr1,roc2,-,41.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8351146163484927,0.8273849036194658,0.8351146163484927,Adult,Race,Valid,{3582.54},0.7256067299183869,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,60.0,46.0,41.0
rw1,mfc_fdr2,roc3,-,41.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8351146163484927,0.8273849036194658,0.8351146163484927,Adult,Race,Valid,{3590.1},0.7256067299183869,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,60.0,46.0,41.0
rw1,mfc_sr2,roc3,-,41.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8351146163484927,0.8273849036194658,0.8351146163484927,Adult,Race,Valid,{3296.37},0.7256067299183869,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,60.0,46.0,41.0
-,-,cpp1,Logistic Regression,45.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8336404510945677,0.8275367997918285,0.8336404510945677,Adult,Sex,Valid,{21.58},0.7560514400762391,0.3637327995448817,-0.20160953504822413,0.12992452300152724,-0.138351556635548,-0.16719116533759726,3,63.0,44.5,45.0
-,-,roc1,Logistic Regression,45.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8336404510945677,0.8275367997918285,0.8336404510945677,Adult,Sex,Valid,{209.07},0.7560514400762391,0.3637327995448817,-0.20160953504822413,0.12992452300152724,-0.138351556635548,-0.16719116533759726,3,63.0,44.5,45.0
rw1,-,cpp2,Logistic Regression,45.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8336404510945677,0.8275367997918285,0.8336404510945677,Adult,Sex,Valid,{1.59},0.7560514400762391,0.3637327995448817,-0.20160953504822413,0.12992452300152724,-0.138351556635548,-0.16719116533759726,3,63.0,44.5,45.0
rw1,-,roc2,Logistic Regression,45.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8336404510945677,0.8275367997918285,0.8336404510945677,Adult,Sex,Valid,{263.29},0.7560514400762391,0.3637327995448817,-0.20160953504822413,0.12992452300152724,-0.138351556635548,-0.16719116533759726,3,63.0,44.5,45.0
di1,-,cpp2,Naive Bayes,49.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.7815287093683202,0.8421287332107313,0.7815287093683202,Adult,Race,Valid,{39.98},0.809301835615948,0.629841682713473,-0.09825523584016566,0.09427432229849471,-0.11429933521939963,-0.11029769442601867,3,62.25,46.0,49.0
di1,-,roc2,Naive Bayes,49.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.7815287093683202,0.8421287332107313,0.7815287093683202,Adult,Race,Valid,{51.85},0.809301835615948,0.629841682713473,-0.09825523584016566,0.09427432229849471,-0.11429933521939963,-0.11029769442601867,3,62.25,46.0,49.0
di1,-,cpp2,Naive Bayes,51.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8208152133854205,0.8402226876403867,0.8208152133854205,Adult,Sex,Valid,{25.94},0.804504837965809,0.3637327995448817,-0.20160953504822413,0.09427432229849471,-0.21623202452456575,-0.22712388013592832,3,64.0,44.5,51.0
di1,-,roc2,Naive Bayes,51.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8208152133854205,0.8402226876403867,0.8208152133854205,Adult,Sex,Valid,{502.46},0.804504837965809,0.3637327995448817,-0.20160953504822413,0.09427432229849471,-0.21623202452456575,-0.22712388013592832,3,64.0,44.5,51.0
