Pre,In_p,Post,Classifier,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,AUC,Orig Disparate Impact,Orig Mean Difference,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Rank,Ovr_Rank
rw1,-,cpp2,Random Forest,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8492666027861723,0.8446385850955492,0.8492666027861723,Adult,Race,Valid,{3.42},0.7804042326356481,0.629841682713473,-0.09825523584016566,0.11615813452775597,-0.05843761350983914,-0.06941647068282775,3,1.0,4.0
-,-,cpp1,Random Forest,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8478661457949436,0.8433015419840947,0.8478661457949436,Adult,Race,Valid,{116.95},0.7792741233044896,0.629841682713473,-0.09825523584016566,0.11615813452775597,-0.05843761350983914,-0.06941647068282775,3,2.0,1.0
-,-,roc1,Random Forest,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8471290631679811,0.8423400172237469,0.8471290631679811,Adult,Race,Valid,{667.15},0.7772248783942676,0.629841682713473,-0.09825523584016566,0.11615813452775597,-0.05843761350983914,-0.06941647068282775,3,3.0,3.0
rw1,-,roc2,Random Forest,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8471290631679811,0.8423061735680074,0.8471290631679811,Adult,Race,Valid,{37.09},0.777030268816925,0.629841682713473,-0.09825523584016566,0.11615813452775597,-0.05843761350983914,-0.06941647068282775,3,4.0,2.0
di1,-,cpp2,Random Forest,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8445492739736125,0.8402476774544447,0.8445492739736125,Adult,Race,Valid,{293.07},0.7769611612041493,0.629841682713473,-0.09825523584016566,0.11615813452775597,-0.05843761350983914,-0.06941647068282775,3,5.0,9.0
-,-,eop1,Random Forest,-0.04858789024327037,0.8080720630057989,0.0126427895221475,0.04558304885036597,0.04627831715210351,0.8499299771504386,0.8453251330979151,0.8499299771504386,Adult,Race,Valid,{128.73},0.7812365832526669,0.629841682713473,-0.09825523584016566,0.11615813452775597,-0.05843761350983914,-0.06941647068282775,4,6.0,20.0
rw1,-,roc2,Random Forest,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8491928945234761,0.8446711033421924,0.8491928945234761,Adult,Sex,Valid,{1091.49},0.7809388245385274,0.3637327995448817,-0.20160953504822413,0.11672122635779218,-0.08220658467882003,-0.07973601930969865,3,7.0,2.0
-,-,cpp1,Random Forest,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8491191862607799,0.8444841942514429,0.8491191862607799,Adult,Sex,Valid,{48.87},0.7802084541886803,0.3637327995448817,-0.20160953504822413,0.11672122635779218,-0.08220658467882003,-0.07973601930969865,3,8.0,1.0
rw1,-,eop2,Random Forest,-0.05107529399570018,0.8006145213266446,0.010061654092376693,0.0402313391279084,0.03495145631067964,0.8486769366846023,0.8441230664401729,0.8486769366846023,Adult,Race,Valid,{99.83},0.780204947579805,0.629841682713473,-0.09825523584016566,0.11615813452775597,-0.05843761350983914,-0.06941647068282775,4,9.0,19.0
di1,-,roc2,Random Forest,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8427065674062062,0.8385084959249537,0.8427065674062062,Adult,Race,Valid,{44.93},0.7753410213207593,0.629841682713473,-0.09825523584016566,0.11615813452775597,-0.05843761350983914,-0.06941647068282775,3,10.0,10.0
di1,mfc_fdr2,roc3,-,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.84322252524508,0.8360917401484186,0.84322252524508,Adult,Race,Valid,{305.83},0.7514567867456534,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,11.0,27.0
di1,mfc_sr2,roc3,-,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.84322252524508,0.8360917401484186,0.84322252524508,Adult,Race,Valid,{4589.57},0.7514567867456534,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,11.0,27.0
di1,-,cpp2,Random Forest,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8479398540576398,0.8431482988881918,0.8479398540576398,Adult,Sex,Valid,{29.05},0.7780583978809116,0.3637327995448817,-0.20160953504822413,0.11672122635779218,-0.08220658467882003,-0.07973601930969865,3,13.0,9.0
rw1,-,cpp2,Random Forest,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8476450210068549,0.8431683434912529,0.8476450210068549,Adult,Sex,Valid,{73.62},0.77951563197173,0.3637327995448817,-0.20160953504822413,0.11672122635779218,-0.08220658467882003,-0.07973601930969865,3,14.0,4.0
-,-,roc1,Random Forest,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8477924375322473,0.843146135695003,0.8477924375322473,Adult,Sex,Valid,{39.19},0.7787383625319853,0.3637327995448817,-0.20160953504822413,0.11672122635779218,-0.08220658467882003,-0.07973601930969865,3,15.0,3.0
-,-,cpp1,Naive Bayes,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8181617159283555,0.8408505443012178,0.8181617159283555,Adult,Race,Valid,{0.27},0.8065271988746526,0.629841682713473,-0.09825523584016566,0.09427432229849471,-0.11429933521939963,-0.11029769442601867,3,16.0,13.0
-,-,roc1,Naive Bayes,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8181617159283555,0.8408505443012178,0.8181617159283555,Adult,Race,Valid,{166.16},0.8065271988746526,0.629841682713473,-0.09825523584016566,0.09427432229849471,-0.11429933521939963,-0.11029769442601867,3,16.0,13.0
di1,-,roc2,Random Forest,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8445492739736125,0.840109854116743,0.8445492739736125,Adult,Sex,Valid,{46.6},0.7762800276834505,0.3637327995448817,-0.20160953504822413,0.11672122635779218,-0.08220658467882003,-0.07973601930969865,3,16.0,10.0
rw1,-,cpp2,Naive Bayes,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8181617159283555,0.8408505443012178,0.8181617159283555,Adult,Race,Valid,{0.35},0.8065271988746526,0.629841682713473,-0.09825523584016566,0.09427432229849471,-0.11429933521939963,-0.11029769442601867,3,16.0,13.0
rw1,-,roc2,Naive Bayes,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8181617159283555,0.8408505443012178,0.8181617159283555,Adult,Race,Valid,{44.34},0.8065271988746526,0.629841682713473,-0.09825523584016566,0.09427432229849471,-0.11429933521939963,-0.11029769442601867,3,16.0,13.0
-,mfc_fdr1,roc2,-,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8351146163484927,0.8273849036194658,0.8351146163484927,Adult,Race,Valid,{1947.63},0.7256067299183869,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,21.0,21.0
-,mfc_sr1,roc2,-,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8351146163484927,0.8273849036194658,0.8351146163484927,Adult,Race,Valid,{4016.99},0.7256067299183869,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,21.0,22.0
rw1,mfc_fdr2,roc3,-,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8351146163484927,0.8273849036194658,0.8351146163484927,Adult,Race,Valid,{4150.6},0.7256067299183869,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,21.0,22.0
rw1,mfc_sr2,roc3,-,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8351146163484927,0.8273849036194658,0.8351146163484927,Adult,Race,Valid,{3914.05},0.7256067299183869,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,21.0,22.0
-,-,cpp1,Logistic Regression,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8336404510945677,0.8275367997918285,0.8336404510945677,Adult,Race,Valid,{7.23},0.7560514400762391,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,25.0,5.0
-,-,roc1,Logistic Regression,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8336404510945677,0.8275367997918285,0.8336404510945677,Adult,Race,Valid,{59.02},0.7560514400762391,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,25.0,5.0
rw1,-,cpp2,Logistic Regression,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8336404510945677,0.8275367997918285,0.8336404510945677,Adult,Race,Valid,{24.76},0.7560514400762391,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,25.0,5.0
rw1,-,roc2,Logistic Regression,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8336404510945677,0.8275367997918285,0.8336404510945677,Adult,Race,Valid,{73.97},0.7560514400762391,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,25.0,5.0
di1,-,cpp2,Naive Bayes,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.7815287093683202,0.8421287332107313,0.7815287093683202,Adult,Race,Valid,{169.69},0.809301835615948,0.629841682713473,-0.09825523584016566,0.09427432229849471,-0.11429933521939963,-0.11029769442601867,3,29.0,18.0
di1,-,roc2,Naive Bayes,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.7815287093683202,0.8421287332107313,0.7815287093683202,Adult,Race,Valid,{43.74},0.809301835615948,0.629841682713473,-0.09825523584016566,0.09427432229849471,-0.11429933521939963,-0.11029769442601867,3,29.0,17.0
di1,-,eop2,Random Forest,-0.04472603412420542,0.8202155513674464,0.016428714729237587,0.05352375533657766,0.06278317152103563,0.8432962335077763,0.8388549229113701,0.8432962335077763,Adult,Race,Valid,{309.73},0.7748591728559036,0.629841682713473,-0.09825523584016566,0.11615813452775597,-0.05843761350983914,-0.06941647068282775,4,31.0,29.0
di1,mfc_fdr2,eop3,-,-0.05003058352764153,0.7960048956759107,0.01902339099866949,0.05485880767337322,0.07605177993527512,0.84322252524508,0.8360917401484186,0.84322252524508,Adult,Race,Valid,{2253.86},0.7514567867456534,0.629841682713473,-0.09825523584016566,0.12992452300152724,0.02954000719822368,0.07825081911194198,3,32.0,56.0
