Pre,In_p,Post,Classifier,Ovr_Rank,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,AUC,Orig Disparate Impact,Orig Mean Difference,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Perf_Rank,Fair_Rank,Rank
-,-,cpp1,Random Forest,1.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8491928945234761,0.8446711033421924,0.8491928945234761,Adult,Sex,Valid,{6.95},0.7809388245385274,0.3637327995448817,-0.20160953504822413,0.11703681924619404,-0.08225483533354411,-0.08101993773912208,3,5.75,37.0,1.0
-,-,cpp1,Random Forest,2.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8480135623203361,0.843455620283346,0.8480135623203361,Adult,Race,Valid,{3.42},0.7794699017514573,0.629841682713473,-0.09825523584016566,0.11732808938423045,-0.04897658164890091,-0.05084524312046479,3,11.0,38.5,2.0
di1,-,cpp2,Random Forest,3.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8478661457949436,0.8432146585344887,0.8478661457949436,Adult,Sex,Valid,{363.31},0.7787875993611334,0.3637327995448817,-0.20160953504822413,0.11703681924619404,-0.08225483533354411,-0.08101993773912208,3,12.75,37.0,3.0
rw1,-,cpp2,Random Forest,4.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8477187292695512,0.8432362915413439,0.8477187292695512,Adult,Race,Valid,{3.32},0.7795648688008783,0.629841682713473,-0.09825523584016566,0.11732808938423045,-0.04897658164890091,-0.05084524312046479,3,12.75,38.5,4.0
-,-,eop1,Random Forest,5.0,-0.04584277667209652,0.8165500985768733,0.015455135211442914,0.051420195466027496,0.0585760517799353,0.8485295201592098,0.8442723895791757,0.8485295201592098,Adult,Race,Valid,{36.03},0.7816633505402487,0.629841682713473,-0.09825523584016566,0.11732808938423045,-0.04897658164890091,-0.05084524312046479,2,6.25,45.5,5.0
-,-,eop1,Random Forest,6.0,-0.10926993561522591,0.6278652415600331,0.024171106808207863,0.07571540014116074,0.07332185886402753,0.8478661457949436,0.8431974914006076,0.8478661457949436,Adult,Sex,Valid,{6.09},0.7786902945724622,0.3637327995448817,-0.20160953504822413,0.11703681924619404,-0.08225483533354411,-0.08101993773912208,4,13.25,40.5,6.0
-,-,-,Random Forest,7.0,-0.10227761422258477,0.5670495610308693,0.11732808938423045,-0.04897658164890091,-0.05084524312046479,0.8483083953711211,0.8435930122829685,0.8483083953711211,Adult,Race,Valid,{59.13},0.7788884107586801,0.629841682713473,-0.09825523584016566,0.11732808938423045,-0.04897658164890091,-0.05084524312046479,1,9.25,46.0,7.0
-,-,-,Random Forest,8.0,-0.1918100883232624,0.3270130540575316,0.11703681924619404,-0.08225483533354411,-0.08101993773912208,0.8480872705830323,0.8434891552744653,0.8480872705830323,Adult,Sex,Valid,{3.03},0.779324529003263,0.3637327995448817,-0.20160953504822413,0.11703681924619404,-0.08225483533354411,-0.08101993773912208,2,10.5,46.0,8.0
rw1,-,cpp2,Random Forest,8.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8468342301171962,0.8422051878470022,0.8468342301171962,Adult,Sex,Valid,{3.38},0.7778063693870448,0.3637327995448817,-0.20160953504822413,0.11703681924619404,-0.08225483533354411,-0.08101993773912208,3,19.5,37.0,8.0
rw1,-,-,Random Forest,10.0,-0.19044715858395553,0.32534020483087167,0.1177013444119697,-0.07983011839608228,-0.07654489470986225,0.8484558118965136,0.8436163183546609,0.8484558118965136,Adult,Sex,Valid,{106.94},0.7783057508962777,0.3637327995448817,-0.20160953504822413,0.11703681924619404,-0.08225483533354411,-0.08101993773912208,4,9.5,47.5,10.0
di1,-,eop2,Random Forest,11.0,-0.09248053658871383,0.6689334012318124,0.034395900969183386,0.09967588751718073,0.11841652323580032,0.8477924375322473,0.843060721203447,0.8477924375322473,Adult,Sex,Valid,{9.64},0.778251838588629,0.3637327995448817,-0.20160953504822413,0.11703681924619404,-0.08225483533354411,-0.08101993773912208,2,15.75,41.5,11.0
rw1,-,eop2,Random Forest,12.0,-0.11018840748750211,0.6244582454106248,0.024191817907343423,0.07541729095209201,0.0740103270223752,0.8477187292695512,0.8428258466496386,0.8477187292695512,Adult,Sex,Valid,{3.23},0.7772295538727682,0.3637327995448817,-0.20160953504822413,0.11703681924619404,-0.08225483533354411,-0.08101993773912208,4,17.5,40.5,12.0
di1,-,-,Random Forest,13.0,-0.20248414382611948,0.2968277914402033,0.11761488902367223,-0.09383235083044938,-0.09251002318657553,0.8475713127441586,0.8428888354343279,0.8475713127441586,Adult,Sex,Valid,{288.39},0.7782987376785269,0.3637327995448817,-0.20160953504822413,0.11703681924619404,-0.08225483533354411,-0.08101993773912208,1,17.25,42.0,13.0
rw1,-,-,Random Forest,13.0,-0.10401084432926447,0.5590712895713883,0.11756747909466088,-0.05226504312554764,-0.05640917405374979,0.8483083953711211,0.843526679441696,0.8483083953711211,Adult,Race,Valid,{72.14},0.778499191603995,0.629841682713473,-0.09825523584016566,0.11732808938423045,-0.04897658164890091,-0.05084524312046479,1,10.25,49.0,13.0
rw1,-,eop2,Random Forest,15.0,-0.04883422657572517,0.8084638707654931,0.011160545276222678,0.04312015269270189,0.039482200647249166,0.8475713127441586,0.8431185160203485,0.8475713127441586,Adult,Race,Valid,{31.03},0.7795636999312532,0.629841682713473,-0.09825523584016566,0.11732808938423045,-0.04897658164890091,-0.05084524312046479,4,14.75,45.5,15.0
di1,-,cpp2,Random Forest,16.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.841158693889585,0.8371977549294461,0.841158693889585,Adult,Race,Valid,{9.96},0.7745989622746606,0.629841682713473,-0.09825523584016566,0.11732808938423045,-0.04897658164890091,-0.05084524312046479,3,30.0,38.5,16.0
