Pre,In_p,Post,Classifier,Ovr_Rank,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,AUC,Orig Disparate Impact,Orig Mean Difference,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Perf_Rank,Fair_Rank,Rank
rw1,-,cpp2,Random Forest,1.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8502985184639198,0.8458018851698292,0.8502985184639198,Adult,Race,Valid,{4.41},0.7822612057077779,0.629841682713473,-0.09825523584016566,0.11785786957544317,-0.05345674297443745,-0.061325855796096396,3,7.0,46.0,1.0
-,-,roc1,Random Forest,2.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8497088523623498,0.8451017576278677,0.8497088523623498,Adult,Sex,Valid,{251.93},0.780991567976551,0.3637327995448817,-0.20160953504822413,0.11752422166840056,-0.07945557260312679,-0.07397705785101516,3,9.25,44.5,2.0
rw1,-,roc2,Random Forest,3.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8496351440996536,0.8450996360980203,0.8496351440996536,Adult,Sex,Valid,{496.0},0.7813315503020879,0.3637327995448817,-0.20160953504822413,0.11752422166840056,-0.07945557260312679,-0.07397705785101516,3,9.75,44.5,3.0
-,-,cpp1,Random Forest,4.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8498562688877423,0.8451586717001212,0.8498562688877423,Adult,Race,Valid,{4.43},0.7806035176914912,0.629841682713473,-0.09825523584016566,0.11785786957544317,-0.05345674297443745,-0.061325855796096396,3,8.75,46.0,4.0
rw1,-,roc2,Random Forest,5.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8491928945234761,0.844775015183475,0.8491928945234761,Adult,Race,Valid,{272.84},0.7815226532705549,0.629841682713473,-0.09825523584016566,0.11785786957544317,-0.05345674297443745,-0.061325855796096396,3,10.75,46.0,5.0
-,-,cpp1,Random Forest,6.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8479398540576398,0.8433176521992886,0.8479398540576398,Adult,Sex,Valid,{4.65},0.7790314457676242,0.3637327995448817,-0.20160953504822413,0.11752422166840056,-0.07945557260312679,-0.07397705785101516,3,16.25,44.5,6.0
rw1,-,cpp2,Random Forest,7.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8473501879560699,0.8427007577720933,0.8473501879560699,Adult,Sex,Valid,{4.51},0.7782483319797535,0.3637327995448817,-0.20160953504822413,0.11752422166840056,-0.07945557260312679,-0.07397705785101516,3,20.25,44.5,7.0
di1,-,roc2,Random Forest,8.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8463919805410186,0.8421336956479536,0.8463919805410186,Adult,Sex,Valid,{868.2},0.7792624346082382,0.3637327995448817,-0.20160953504822413,0.11752422166840056,-0.07945557260312679,-0.07397705785101516,3,21.75,44.5,8.0
-,-,roc1,Random Forest,9.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.8461708557529299,0.8413268942885339,0.8461708557529299,Adult,Race,Valid,{81.49},0.7759036660946421,0.629841682713473,-0.09825523584016566,0.11785786957544317,-0.05345674297443745,-0.061325855796096396,3,27.25,46.0,9.0
-,-,eop1,Random Forest,10.0,-0.04798656733286749,0.8099960441081937,0.01316543424467703,0.04671573493450838,0.04854368932038833,0.8483821036338174,0.8437803230196852,0.8483821036338174,Adult,Race,Valid,{18.25},0.779618781108527,0.629841682713473,-0.09825523584016566,0.11785786957544317,-0.05345674297443745,-0.061325855796096396,4,13.5,60.5,10.0
rw1,-,-,Random Forest,11.0,-0.10323771487303218,0.5609096679441112,0.11715124935396355,-0.04925664022067436,-0.050197993929526286,0.8492666027861723,0.8444599852482022,0.8492666027861723,Adult,Race,Valid,{44.83},0.7793338799602643,0.629841682713473,-0.09825523584016566,0.11785786957544317,-0.05345674297443745,-0.061325855796096396,4,12.25,63.0,11.0
-,-,eop1,Random Forest,12.0,-0.10799773231025456,0.6294449065043362,0.025577463826181188,0.07864386631830508,0.0802065404475043,0.8477924375322473,0.8431117596396026,0.8477924375322473,Adult,Sex,Valid,{38.9},0.7785437529546427,0.3637327995448817,-0.20160953504822413,0.11752422166840056,-0.07945557260312679,-0.07397705785101516,3,19.0,56.5,12.0
rw1,-,eop2,Random Forest,13.0,-0.050630612982740936,0.8036018108190313,0.00875981978944646,0.03840378826396794,0.0288025889967638,0.8480135623203361,0.8431680887465167,0.8480135623203361,Adult,Race,Valid,{14.69},0.777815720344046,0.629841682713473,-0.09825523584016566,0.11785786957544317,-0.05345674297443745,-0.061325855796096396,4,18.0,59.5,13.0
rw1,-,eop2,Random Forest,14.0,-0.11114154335409407,0.6267598280328446,0.021566233045773767,0.07045963917334289,0.06024096385542166,0.8466868135918036,0.842159184991852,0.8466868135918036,Adult,Sex,Valid,{14.78},0.7781944196721048,0.3637327995448817,-0.20160953504822413,0.11752422166840056,-0.07945557260312679,-0.07397705785101516,4,22.75,55.5,14.0
-,-,-,Random Forest,15.0,-0.10272229523554399,0.5621419850468811,0.11785786957544317,-0.05345674297443745,-0.061325855796096396,0.8485295201592098,0.8436378507066953,0.8485295201592098,Adult,Race,Valid,{122.88},0.778063073359412,0.629841682713473,-0.09825523584016566,0.11785786957544317,-0.05345674297443745,-0.061325855796096396,1,16.0,63.0,15.0
di1,-,cpp2,Random Forest,16.0,-0.20160953504822413,0.3637327995448817,0.0,0.0,0.0,0.8443281491855237,0.8395851526333624,0.8443281491855237,Adult,Sex,Valid,{63.61},0.7744781357885945,0.3637327995448817,-0.20160953504822413,0.11752422166840056,-0.07945557260312679,-0.07397705785101516,3,34.75,44.5,16.0
di1,-,roc2,Random Forest,17.0,-0.09825523584016566,0.629841682713473,0.0,0.0,0.0,0.84381219134665,0.8397907926759828,0.84381219134665,Adult,Race,Valid,{494.27},0.7774418407993798,0.629841682713473,-0.09825523584016566,0.11785786957544317,-0.05345674297443745,-0.061325855796096396,3,34.0,46.0,17.0
di1,-,-,Random Forest,18.0,-0.20390211939330968,0.29537330169699844,0.11759309250136406,-0.10274710327858941,-0.1120756907596574,0.8470553549052848,0.8424630092171054,0.8470553549052848,Adult,Sex,Valid,{64.82},0.7782459942405032,0.3637327995448817,-0.20160953504822413,0.11752422166840056,-0.07945557260312679,-0.07397705785101516,1,21.25,59.0,18.0
