Pre,In_p,Post,Classifier,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,AUC,Orig Disparate Impact,Orig Mean Difference,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Rank,Ovr_Rank
rw1,-,cpp2,Random Forest,-0.09771362793270641,0.6240296610700021,0.0,0.0,0.0,0.8460858027421495,0.841028338798984,0.8460858027421495,Adult,Race,Valid,{37.29},0.7722790016427276,0.6240296610700021,-0.09771362793270641,0.11777275752836484,-0.07074101206007755,-0.08139007502834672,3,1.0,1.0
-,-,roc1,Random Forest,-0.09771362793270641,0.6240296610700021,0.0,0.0,0.0,0.8457540911101282,0.8405561933381219,0.8457540911101282,Adult,Race,Valid,{278.68},0.7711519360556848,0.6240296610700021,-0.09771362793270641,0.11777275752836484,-0.07074101206007755,-0.08139007502834672,3,2.0,7.0
di1,mfc_fdr2,roc3,-,-0.09771362793270641,0.6240296610700021,0.0,0.0,0.0,0.8460858027421495,0.8388450449570902,0.8460858027421495,Adult,Race,Valid,{4348.94},0.751719712841829,0.6240296610700021,-0.09771362793270641,0.13325527745151644,0.028996628191760833,0.05485995512774122,3,3.0,28.0
di1,mfc_sr2,roc3,-,-0.09771362793270641,0.6240296610700021,0.0,0.0,0.0,0.8460858027421495,0.8388450449570902,0.8460858027421495,Adult,Race,Valid,{3688.78},0.751719712841829,0.6240296610700021,-0.09771362793270641,0.13325527745151644,0.028996628191760833,0.05485995512774122,3,3.0,27.0
di1,-,cpp2,Logistic Regression,-0.09771362793270641,0.6240296610700021,0.0,0.0,0.0,0.8452012383900929,0.8380071800510154,0.8452012383900929,Adult,Race,Valid,{70.5},0.7543075405334889,0.6240296610700021,-0.09771362793270641,0.13325527745151644,0.028996628191760833,0.05485995512774122,3,5.0,9.0
di1,-,roc2,Logistic Regression,-0.09771362793270641,0.6240296610700021,0.0,0.0,0.0,0.8452012383900929,0.8380071800510154,0.8452012383900929,Adult,Race,Valid,{27.9},0.7543075405334889,0.6240296610700021,-0.09771362793270641,0.13325527745151644,0.028996628191760833,0.05485995512774122,3,5.0,10.0
rw1,-,roc2,Random Forest,-0.09771362793270641,0.6240296610700021,0.0,0.0,0.0,0.8436532507739938,0.8383885668884024,0.8436532507739938,Adult,Race,Valid,{269.35},0.7685489912399065,0.6240296610700021,-0.09771362793270641,0.11777275752836484,-0.07074101206007755,-0.08139007502834672,3,7.0,8.0
rw1,-,cpp2,Random Forest,-0.19595914718965035,0.3679773460022858,0.0,0.0,0.0,0.8469703670942061,0.8419844863650262,0.8469703670942061,Adult,Sex,Valid,{43.6},0.7736216262218276,0.3679773460022858,-0.19595914718965035,0.11820272496781634,-0.061623352949694565,-0.03339439953665235,3,8.0,1.0
-,-,cpp1,Random Forest,-0.09771362793270641,0.6240296610700021,0.0,0.0,0.0,0.8431003980539584,0.837908409343839,0.8431003980539584,Adult,Race,Valid,{38.2},0.7683334322478493,0.6240296610700021,-0.09771362793270641,0.11777275752836484,-0.07074101206007755,-0.08139007502834672,3,9.0,2.0
-,-,cpp1,Logistic Regression,-0.09771362793270641,0.6240296610700021,0.0,0.0,0.0,0.8431003980539584,0.8354919885472616,0.8431003980539584,Adult,Race,Valid,{11.49},0.7477741434469507,0.6240296610700021,-0.09771362793270641,0.13325527745151644,0.028996628191760833,0.05485995512774122,3,10.0,3.0
-,-,roc1,Logistic Regression,-0.09771362793270641,0.6240296610700021,0.0,0.0,0.0,0.8431003980539584,0.8354919885472616,0.8431003980539584,Adult,Race,Valid,{264.74},0.7477741434469507,0.6240296610700021,-0.09771362793270641,0.13325527745151644,0.028996628191760833,0.05485995512774122,3,10.0,5.0
rw1,-,cpp2,Logistic Regression,-0.09771362793270641,0.6240296610700021,0.0,0.0,0.0,0.8431003980539584,0.8354919885472616,0.8431003980539584,Adult,Race,Valid,{10.61},0.7477741434469507,0.6240296610700021,-0.09771362793270641,0.13325527745151644,0.028996628191760833,0.05485995512774122,3,10.0,3.0
rw1,-,roc2,Logistic Regression,-0.09771362793270641,0.6240296610700021,0.0,0.0,0.0,0.8431003980539584,0.8354919885472616,0.8431003980539584,Adult,Race,Valid,{284.75},0.7477741434469507,0.6240296610700021,-0.09771362793270641,0.13325527745151644,0.028996628191760833,0.05485995512774122,3,10.0,5.0
rw1,-,roc2,Random Forest,-0.19595914718965035,0.3679773460022858,0.0,0.0,0.0,0.8463069438301637,0.840863780215163,0.8463069438301637,Adult,Sex,Valid,{196.35},0.7703092963594607,0.3679773460022858,-0.19595914718965035,0.11820272496781634,-0.061623352949694565,-0.03339439953665235,3,14.0,8.0
-,-,roc1,Random Forest,-0.19595914718965035,0.3679773460022858,0.0,0.0,0.0,0.8455329500221141,0.8407206000668381,0.8455329500221141,Adult,Sex,Valid,{318.23},0.7729704700977686,0.3679773460022858,-0.19595914718965035,0.11820272496781634,-0.061623352949694565,-0.03339439953665235,3,15.0,7.0
-,-,eop1,Random Forest,-0.05184951677459243,0.7916377889946647,0.011430712880827351,0.0420403885867357,0.042532146389713144,0.8452012383900929,0.8402421477927597,0.8452012383900929,Adult,Race,Valid,{40.12},0.7718434045107259,0.6240296610700021,-0.09771362793270641,0.11777275752836484,-0.07074101206007755,-0.08139007502834672,4,16.0,20.0
-,-,cpp1,Random Forest,-0.19595914718965035,0.3679773460022858,0.0,0.0,0.0,0.8450906678460858,0.8399976183410648,0.8450906678460858,Adult,Sex,Valid,{33.86},0.7710142022581624,0.3679773460022858,-0.19595914718965035,0.11820272496781634,-0.061623352949694565,-0.03339439953665235,3,17.0,2.0
-,-,cpp1,Naive Bayes,-0.09771362793270641,0.6240296610700021,0.0,0.0,0.0,0.8182220256523662,0.8411685751480577,0.8182220256523662,Adult,Race,Valid,{3.21},0.8044381636837408,0.6240296610700021,-0.09771362793270641,0.0945244623995769,-0.12315440959591817,-0.130780922052544,3,18.0,13.0
-,-,roc1,Naive Bayes,-0.09771362793270641,0.6240296610700021,0.0,0.0,0.0,0.8182220256523662,0.8411685751480577,0.8182220256523662,Adult,Race,Valid,{270.17},0.8044381636837408,0.6240296610700021,-0.09771362793270641,0.0945244623995769,-0.12315440959591817,-0.130780922052544,3,18.0,16.0
