,Pre,In_p,Post,Classifier,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,AUC,Orig Disparate Impact,Orig Mean Difference,Score,Rank,Ovr_Rank,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Orig AUC
151,rw,mfc_sr,-,-,-0.0025374101460070644,0.9325607596974086,0.2847633205213363,-0.016818872345494472,-0.04302294500794846,0.7440690936919209,0.7230065609305162,0.7440690936919209,Bank,Age,Valid,{61.92},0.5371485976835875,1.2883461105882894,0.07607612836025167,4,15.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
152,rw,mfc_fdr,roc,-,-0.2141635793673411,0.7071887784921099,0.0,0.0,0.0,0.61,0.558716814159292,0.61,German,Age,Fail,{9.27},0.28915381019167835,0.7071887784921099,-0.2141635793673411,3,15.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
153,di,mfc_fdr,roc,-,-0.07197474314287278,0.8789515683506229,0.0,0.0,0.0,0.3171258779038358,0.31587178018160633,0.3171258779038358,Compas,Sex,Fail,{302.25},0.32446135388761976,0.8789515683506229,-0.07197474314287278,3,15.0,6.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
154,di,-,roc,Logistic Regression,0.07607612836025167,1.2883461105882894,0.0,0.0,0.0,0.24259319995626985,0.3421832929028711,0.24259319995626985,Bank,Age,Fail,{54.6},0.4035863561725631,1.2883461105882894,0.07607612836025167,3,15.0,9.0,0.2352883843629847,0.0018859557740593333,0.012008497109013382,0.6077505714929653
155,di,mfc_sr,roc,-,-0.07197474314287278,0.8789515683506229,0.0,0.0,0.0,0.3171258779038358,0.31587178018160633,0.3171258779038358,Compas,Sex,Fail,{323.02},0.32446135388761976,0.8789515683506229,-0.07197474314287278,3,15.0,11.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
156,-,-,roc,Naive Bayes,-0.10717764805501596,0.6044078089798748,0.0,0.0,0.0,0.8127349104576609,0.8394115691025109,0.8127349104576609,Adult,Race,Valid,{25.02},0.8075958446571047,0.6044078089798748,-0.10717764805501596,3,15.0,13.0,0.0942743222984947,-0.11429933521939972,-0.11029769442601862,0.806527198874652
157,di,pr,roc,-,0.3399122807017544,inf,0.2885935332218104,0.5,1.0,0.2678473816551875,0.4284523952891096,0.2678473816551875,Bank,Age,Fail,{401.33},0.4183651386364368,1.2883461105882894,0.07607612836025167,0,15.0,14.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
158,di,pr,-,-,-0.10857794243374176,0.8609742747673783,0.1396377045908417,-0.03878282734214933,-0.0033898305084745233,0.6,0.5447368421052632,0.6,German,Age,Fail,{11.25},0.3232819074333801,0.7071887784921099,-0.2141635793673411,3,15.0,16.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
159,rw,mfc_sr,roc,-,-0.2084701135505921,0.35464538866614265,0.0,0.0,0.0,0.8394870661065664,0.8332383136965946,0.8394870661065664,Adult,Sex,Valid,{87.65},0.7357188328123285,0.35464538866614265,-0.2084701135505921,3,16.0,1.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
160,di,-,roc,Random Forest,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.6661264181523501,0.6653820021201575,0.6661264181523501,Compas,Race,Valid,{38.82},0.6627595209530227,0.8148148148148148,-0.11345218800648305,3,16.0,3.0,0.2293467146244489,-0.12696320228107194,-0.09449254449254446,0.6509292041631355
161,di,-,-,Random Forest,-0.11009860321991873,0.547916105790803,0.1184725759440515,-0.060359514254108876,-0.06682747391907372,0.8431488169823838,0.8390089421039523,0.8431488169823838,Adult,Race,Valid,{29.18},0.7761229662390047,0.629841682713473,-0.09825523584016566,0,16.0,4.0,0.11726572472135548,-0.045729456943690655,-0.044666425455788035,0.7789548876932747
162,di,-,cpp,Random Forest,-0.2141635793673411,0.7071887784921099,0.0,0.0,0.0,0.7633333333333333,0.7572321428571429,0.7633333333333333,German,Age,Fail,{0.57},0.6567710768271778,0.7071887784921099,-0.2141635793673411,3,16.0,5.0,0.09417291659814707,-0.06470571801080274,-0.04457627118644065,0.6663160355306218
163,-,-,cpp,Logistic Regression,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.6634251755807672,0.6631610620224146,0.6634251755807672,Compas,Race,Valid,{0.75},0.6563042197173707,0.8148148148148148,-0.11345218800648305,3,16.0,7.0,0.1953092920035432,-0.14790179953227825,-0.08772246272246262,0.6563042197173702
164,rw,-,cpp,Logistic Regression,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.6634251755807672,0.6631610620224146,0.6634251755807672,Compas,Race,Valid,{0.97},0.6563042197173707,0.8148148148148148,-0.11345218800648305,3,16.0,10.0,0.1953092920035432,-0.14790179953227825,-0.08772246272246262,0.6563042197173702
165,rw,-,-,Naive Bayes,-0.005672609400324144,0.9102564102564104,0.7109277576870648,-0.004803793735223237,0.002044252044252043,0.4759589411129119,0.5435572522516539,0.4759589411129119,Compas,Race,Fail,{0.25},0.5086146986939138,0.8148148148148148,-0.11345218800648305,2,16.0,24.0,0.7109277576870648,-0.004803793735223229,0.002044252044252043,0.5086146986939131
166,di,-,-,Logistic Regression,-0.25850891410048626,0.6635021097046413,0.1924560039587924,-0.2315935849088752,-0.1698532948532948,0.6774716369529984,0.6771084835889937,0.6774716369529984,Compas,Race,Valid,{13.94},0.6713125896569615,0.8148148148148148,-0.11345218800648305,1,16.0,27.0,0.1953092920035432,-0.14790179953227825,-0.08772246272246262,0.6563042197173702
167,rw,mfc_fdr,eop,-,0.0013074786975658735,6.078247261345854,0.2824631992002807,0.004221440993324233,0.008442881986648465,0.8357284987839929,0.8271802815718727,0.8357284987839929,Adult,Race,Valid,{65.32},0.724745784121771,0.6385472841453522,-0.09389953406213686,3,16.0,36.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
168,-,mfc_fdr,-,-,-0.07786600927023876,0.5640027831097405,0.14892716570706796,-0.04296395709424961,-0.05726346258216247,0.8351146163484927,0.8273849036194658,0.8351146163484927,Adult,Race,Valid,{552.92},0.7256067299183869,0.629841682713473,-0.09825523584016566,2,17.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
169,-,mfc_sr,-,-,-0.07786600927023876,0.5640027831097405,0.14892716570706796,-0.04296395709424961,-0.05726346258216247,0.8351146163484927,0.8273849036194658,0.8351146163484927,Adult,Race,Valid,{499.93},0.7256067299183869,0.629841682713473,-0.09825523584016566,2,17.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
170,rw,mfc_fdr,-,-,-0.07786600927023876,0.5640027831097405,0.14892716570706796,-0.04296395709424961,-0.05726346258216247,0.8351146163484927,0.8273849036194658,0.8351146163484927,Adult,Race,Valid,{440.41},0.7256067299183869,0.629841682713473,-0.09825523584016566,2,17.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
171,rw,mfc_sr,-,-,-0.07786600927023876,0.5640027831097405,0.14892716570706796,-0.04296395709424961,-0.05726346258216247,0.8351146163484927,0.8273849036194658,0.8351146163484927,Adult,Race,Valid,{380.03},0.7256067299183869,0.629841682713473,-0.09825523584016566,2,17.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
172,di,mfc_fdr,roc,-,-0.2047082819962472,0.34899274499487715,0.0,0.0,0.0,0.8392659739111209,0.8311900746563573,0.8392659739111209,Adult,Sex,Valid,{104.8},0.7436861234342242,0.34899274499487715,-0.2047082819962472,3,17.0,6.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
173,rw,pr,roc,-,-0.2488076311605723,0.5154798761609908,0.0,0.0,0.0,0.6056338028169014,0.3667923031144614,0.6056338028169014,Ricci,Race,Fail,{9.82},0.5,0.5154798761609908,-0.2488076311605723,3,17.0,12.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
174,-,pr,roc,-,-0.2488076311605723,0.5154798761609908,0.0,0.0,0.0,0.6056338028169014,0.3667923031144614,0.6056338028169014,Ricci,Race,Fail,{11.78},0.5,0.5154798761609908,-0.2488076311605723,3,17.0,13.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
175,di,-,-,Random Forest,-0.5461049284578696,0.3264705882352941,0.0419269465126574,-0.3055555555555556,0.0,0.8450704225352113,0.8887685084868183,0.8450704225352113,Ricci,Race,Valid,{0.25},0.8720930232558141,0.5154798761609908,-0.2488076311605723,0,17.0,15.0,0.0,0.0,0.0,1.0
176,-,-,eop,Random Forest,0.0020779208982068557,19.059210526315788,0.31116918768319385,0.003007751501765543,0.006015503003531085,0.7568601727342298,0.7329348518325295,0.7568601727342298,Bank,Age,Valid,{2.79},0.6219625258671911,1.2883461105882894,0.07607612836025167,3,17.0,15.0,0.236022462687124,-0.03800058952680373,-0.05354866845799982,0.6043417366946776
177,-,-,cpp,Random Forest,-0.07197474314287278,0.8789515683506229,0.0,0.0,0.0,0.6477579686655862,0.6471754441317306,0.6477579686655862,Compas,Sex,Valid,{2.91},0.6448527806277573,0.8789515683506229,-0.07197474314287278,3,18.0,1.0,0.23007071998199616,-0.188947186246864,-0.17113812544045104,0.650850669947339
178,rw,-,cpp,Random Forest,-0.2141635793673411,0.7071887784921099,0.0,0.0,0.0,0.7633333333333333,0.7547704714640198,0.7633333333333333,German,Age,Fail,{0.3},0.6626928471248247,0.7071887784921099,-0.2141635793673411,3,18.0,2.0,0.09417291659814707,-0.06470571801080274,-0.04457627118644065,0.6663160355306218
179,rw,-,roc,Logistic Regression,-0.07529436066928319,0.8944854537559705,0.0,0.0,0.0,0.7466666666666667,0.7378566928231857,0.7466666666666667,German,Sex,Fail,{6.42},0.6831852890758922,0.8944854537559705,-0.07529436066928319,3,18.0,6.0,0.15306224750716746,-0.22012957725463067,-0.14115646258503392,0.6831852890758934
180,di,mfc_fdr,-,-,-0.1268332989051849,0.8387181507748883,0.13730010736969395,-0.10878029177772808,-0.07448979591836735,0.6,0.5544642857142857,0.6,German,Sex,Fail,{1.89},0.3017765310892941,0.8944854537559705,-0.07529436066928319,0,18.0,10.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
181,di,mfc_sr,-,-,-0.1268332989051849,0.8387181507748883,0.13730010736969395,-0.10878029177772808,-0.07448979591836735,0.6,0.5544642857142857,0.6,German,Sex,Fail,{1.96},0.3017765310892941,0.8944854537559705,-0.07529436066928319,0,18.0,10.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
182,-,-,roc,Logistic Regression,-0.07529436066928319,0.8944854537559705,0.0,0.0,0.0,0.7466666666666667,0.7378566928231857,0.7466666666666667,German,Sex,Fail,{8.86},0.6831852890758922,0.8944854537559705,-0.07529436066928319,3,18.0,10.0,0.15306224750716746,-0.22012957725463067,-0.14115646258503392,0.6831852890758934
183,rw,-,eop,Random Forest,0.005783928940301591,2.191489361702128,1.1499055830556604,0.004931972789115646,0.009863945578231292,0.7766666666666666,0.7777661759671346,0.7766666666666666,German,Sex,Fail,{0.38},0.6693937977247936,0.8944854537559705,-0.07529436066928319,3,18.0,19.0,0.08929569783503156,-0.13136747919506767,-0.06622448979591831,0.6645628798503977
184,rw,mfc_fdr,eop,-,0.0020779208982068557,19.059210526315788,0.31116918768319385,0.003007751501765543,0.006015503003531085,0.7440690936919209,0.7230065609305162,0.7440690936919209,Bank,Age,Valid,{44.53},0.5371485976835875,1.2883461105882894,0.07607612836025167,3,18.0,36.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
185,-,mfc_fdr,eop,-,0.0020779208982068557,19.059210526315788,0.31116918768319385,0.003007751501765543,0.006015503003531085,0.7440690936919209,0.7230065609305162,0.7440690936919209,Bank,Age,Valid,{55.46},0.5371485976835875,1.2883461105882894,0.07607612836025167,3,18.0,38.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
186,rw,mfc_sr,eop,-,0.0020779208982068557,19.059210526315788,0.31116918768319385,0.003007751501765543,0.006015503003531085,0.7440690936919209,0.7230065609305162,0.7440690936919209,Bank,Age,Valid,{51.9},0.5371485976835875,1.2883461105882894,0.07607612836025167,3,18.0,39.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
187,-,mfc_sr,eop,-,0.0020779208982068557,19.059210526315788,0.31116918768319385,0.003007751501765543,0.006015503003531085,0.7440690936919209,0.7230065609305162,0.7440690936919209,Bank,Age,Valid,{52.0},0.5371485976835875,1.2883461105882894,0.07607612836025167,3,18.0,43.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
188,di,-,roc,Random Forest,-0.114739864439544,0.5641229759083728,0.0,0.0,0.0,0.8282113641388459,0.8262840724434319,0.8282113641388459,Adult,Race,Valid,{38.58},0.7633462838769672,0.5641229759083728,-0.114739864439544,3,19.0,3.0,0.11726572472135548,-0.045729456943690655,-0.044666425455788035,0.7789548876932747
189,di,-,roc,Random Forest,-0.07197474314287278,0.8789515683506229,0.0,0.0,0.0,0.6455969746083198,0.6469208720235614,0.6455969746083198,Compas,Sex,Valid,{39.55},0.6451726696233411,0.8789515683506229,-0.07197474314287278,3,19.0,3.0,0.23007071998199616,-0.188947186246864,-0.17113812544045104,0.650850669947339
190,di,-,cpp,Random Forest,-0.07197474314287278,0.8789515683506229,0.0,0.0,0.0,0.646677471636953,0.6475296816481858,0.646677471636953,Compas,Sex,Valid,{16.74},0.6457766435250947,0.8789515683506229,-0.07197474314287278,3,19.0,5.0,0.23007071998199616,-0.188947186246864,-0.17113812544045104,0.650850669947339
191,rw,-,roc,Logistic Regression,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.6634251755807672,0.6631610620224146,0.6634251755807672,Compas,Race,Valid,{23.26},0.6563042197173707,0.8148148148148148,-0.11345218800648305,3,19.0,6.0,0.1953092920035432,-0.14790179953227825,-0.08772246272246262,0.6563042197173702
192,di,mfc_fdr,roc,-,-0.2141635793673411,0.7071887784921099,0.0,0.0,0.0,0.6133333333333333,0.554410480349345,0.6133333333333333,German,Age,Fail,{8.99},0.2974910394265233,0.7071887784921099,-0.2141635793673411,3,19.0,6.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
193,-,-,roc,Logistic Regression,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.6634251755807672,0.6631610620224146,0.6634251755807672,Compas,Race,Valid,{22.41},0.6563042197173707,0.8148148148148148,-0.11345218800648305,3,19.0,10.0,0.1953092920035432,-0.14790179953227825,-0.08772246272246262,0.6563042197173702
194,di,mfc_sr,roc,-,-0.10750009137538223,0.5998321957414,0.0,0.0,0.0,0.8328543002432014,0.8247593310035037,0.8328543002432014,Adult,Race,Valid,{79.32},0.7268564811562825,0.5998321957414,-0.10750009137538223,3,19.0,11.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
195,di,mfc_sr,roc,-,-0.2141635793673411,0.7071887784921099,0.0,0.0,0.0,0.6133333333333333,0.554410480349345,0.6133333333333333,German,Age,Fail,{9.07},0.2974910394265233,0.7071887784921099,-0.2141635793673411,3,19.0,11.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
196,-,-,eop,Random Forest,-0.032591414944356134,0.8903743315508021,0.11954515064978273,0.21052631578947367,0.42105263157894735,1.0,1.0,1.0,Ricci,Race,Valid,{0.18},1.0,0.5154798761609908,-0.2488076311605723,2,19.0,15.0,0.0,0.0,0.0,1.0
197,rw,-,eop,Random Forest,-0.032591414944356134,0.8903743315508021,0.11954515064978273,0.21052631578947367,0.42105263157894735,1.0,1.0,1.0,Ricci,Race,Valid,{0.29},1.0,0.5154798761609908,-0.2488076311605723,2,19.0,19.0,0.0,0.0,0.0,1.0
198,rw,-,eop,Logistic Regression,-0.032591414944356134,0.8903743315508021,0.11954515064978273,0.21052631578947367,0.42105263157894735,1.0,1.0,1.0,Ricci,Race,Valid,{0.04},1.0,0.5154798761609908,-0.2488076311605723,2,19.0,21.0,0.0,0.0,0.0,1.0
199,-,-,eop,Logistic Regression,-0.032591414944356134,0.8903743315508021,0.11954515064978273,0.21052631578947367,0.42105263157894735,1.0,1.0,1.0,Ricci,Race,Valid,{0.03},1.0,0.5154798761609908,-0.2488076311605723,2,19.0,27.0,0.0,0.0,0.0,1.0
200,-,pr,-,-,-0.012466011421373602,0.8312428266929004,0.2571552314579817,-0.03791969854772932,-0.08003038701236581,0.7579534273532306,0.7404761798989585,0.7579534273532306,Bank,Age,Valid,{324.57},0.576049176201306,1.2883461105882894,0.07607612836025167,2,19.0,29.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
201,rw,pr,-,-,-0.012466011421373602,0.8312428266929004,0.2571552314579817,-0.03791969854772932,-0.08003038701236581,0.7579534273532306,0.7404761798989585,0.7579534273532306,Bank,Age,Valid,{309.55},0.576049176201306,1.2883461105882894,0.07607612836025167,2,19.0,29.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
202,di,mfc_fdr,eop,-,0.0013593613443152624,6.306946688206785,0.29041260069713465,0.004623113613261396,0.009246227226522793,0.8368339597612204,0.8290054627830162,0.8368339597612204,Adult,Race,Valid,{45.24},0.7435695819483661,0.5920313941037021,-0.10909816202759606,3,19.0,48.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
203,-,-,cpp,Logistic Regression,-0.07529436066928319,0.8944854537559705,0.0,0.0,0.0,0.7466666666666667,0.7378566928231857,0.7466666666666667,German,Sex,Fail,{0.07},0.6831852890758922,0.8944854537559705,-0.07529436066928319,3,20.0,7.0,0.15306224750716746,-0.22012957725463067,-0.14115646258503392,0.6831852890758934
204,di,-,roc,Logistic Regression,-0.2141635793673411,0.7071887784921099,0.0,0.0,0.0,0.76,0.7511292295148797,0.76,German,Age,Fail,{6.83},0.6958080099735079,0.7071887784921099,-0.2141635793673411,3,20.0,9.0,0.15306224750716746,-0.1785124480039733,-0.17570621468926556,0.6831852890758934
205,rw,-,cpp,Logistic Regression,-0.07529436066928319,0.8944854537559705,0.0,0.0,0.0,0.7466666666666667,0.7378566928231857,0.7466666666666667,German,Sex,Fail,{0.07},0.6831852890758922,0.8944854537559705,-0.07529436066928319,3,20.0,10.0,0.15306224750716746,-0.22012957725463067,-0.14115646258503392,0.6831852890758934
206,di,-,roc,Random Forest,-0.212361746408022,0.33840313938256683,0.0,0.0,0.0,0.8359495909794384,0.8301535119070691,0.8359495909794384,Adult,Sex,Valid,{37.16},0.760187770990687,0.33840313938256683,-0.212361746408022,3,21.0,3.0,0.11692392488046607,-0.08271247215181926,-0.08204055444092516,0.779581028062683
207,di,-,cpp,Random Forest,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.6564019448946515,0.6559626606773697,0.6564019448946515,Compas,Race,Valid,{15.82},0.6537856074603983,0.8148148148148148,-0.11345218800648305,3,21.0,5.0,0.2293467146244489,-0.12696320228107194,-0.09449254449254446,0.6509292041631355
208,rw,mfc_fdr,roc,-,-0.1895862026991387,0.3784554353593594,0.0,0.0,0.0,0.8366128675657749,0.8283309389884219,0.8366128675657749,Adult,Sex,Valid,{95.73},0.7202533007960837,0.3784554353593594,-0.1895862026991387,3,21.0,5.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
209,di,mfc_fdr,-,-,-0.4038155802861685,0.4663865546218488,0.044267369647593216,-0.19,0.0,0.8309859154929577,0.8816901408450704,0.8309859154929577,Ricci,Race,Valid,{0.74},0.8604651162790697,0.5154798761609908,-0.2488076311605723,2,21.0,18.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
210,di,mfc_sr,-,-,-0.4038155802861685,0.4663865546218488,0.044267369647593216,-0.19,0.0,0.8309859154929577,0.8816901408450704,0.8309859154929577,Ricci,Race,Valid,{0.14},0.8604651162790697,0.5154798761609908,-0.2488076311605723,2,21.0,18.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
211,di,-,-,Naive Bayes,-0.026742301458670983,0.7573529411764706,0.6609317765783035,-0.020285139427906617,-0.02350889850889851,0.4970286331712588,0.5887254772533712,0.4970286331712588,Compas,Race,Fail,{16.42},0.5273478678371278,0.8148148148148148,-0.11345218800648305,2,21.0,18.0,0.7109277576870648,-0.004803793735223229,0.002044252044252043,0.5086146986939131
212,rw,-,-,Naive Bayes,0.1991715567828788,1.248706896551724,0.06030386597792585,0.1440906972264419,0.027474923680767538,0.44309609708101017,0.7917864285059187,0.44309609708101017,Bank,Age,Fail,{0.25},0.6116285464028871,1.2883461105882894,0.07607612836025167,4,21.0,24.0,0.06030386597792596,0.1440906972264421,0.027474923680767614,0.6116285464028879
213,-,-,cpp,Random Forest,0.07607612836025167,1.2883461105882894,0.0,0.0,0.0,0.7567508472723298,0.7307193414775971,0.7567508472723298,Bank,Age,Valid,{3.65},0.6021871130897499,1.2883461105882894,0.07607612836025167,3,22.0,1.0,0.236022462687124,-0.03800058952680373,-0.05354866845799982,0.6043417366946776
214,rw,-,cpp,Random Forest,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.655861696380335,0.6554003549999415,0.655861696380335,Compas,Race,Valid,{2.62},0.6532021768886364,0.8148148148148148,-0.11345218800648305,3,22.0,2.0,0.2293467146244489,-0.12696320228107194,-0.09449254449254446,0.6509292041631355
215,di,-,-,Random Forest,-0.20342912200020075,0.2980661684238463,0.11808848044415665,-0.09657566875640716,-0.09714326452046572,0.8460234392275374,0.8414575628972675,0.8460234392275374,Adult,Sex,Valid,{28.77},0.7772647642664146,0.3637327995448817,-0.20160953504822413,0,22.0,4.0,0.11692392488046607,-0.08271247215181926,-0.08204055444092516,0.779581028062683
216,di,-,roc,Naive Bayes,-0.09736234649843943,0.630877972202014,0.0,0.0,0.0,0.7694008401503427,0.8349889414526843,0.7694008401503427,Adult,Race,Valid,{29.39},0.797928214095057,0.630877972202014,-0.09736234649843943,3,22.0,12.0,0.0942743222984947,-0.11429933521939972,-0.11029769442601862,0.806527198874652
217,di,-,roc,Naive Bayes,-0.07197474314287278,0.8789515683506229,0.0,0.0,0.0,0.498109130199892,0.5971976946862483,0.498109130199892,Compas,Sex,Fail,{35.65},0.5287559663699819,0.8789515683506229,-0.07197474314287278,3,22.0,12.0,0.7109277576870648,0.004545899772701533,0.0048390885600188005,0.5086146986939131
218,-,-,eop,Random Forest,0.005783928940301591,2.191489361702128,1.1499055830556604,0.004931972789115646,0.009863945578231292,0.7766666666666666,0.775625,0.7766666666666666,German,Sex,Fail,{0.38},0.6723546828736171,0.8944854537559705,-0.07529436066928319,3,22.0,15.0,0.08929569783503156,-0.13136747919506767,-0.06622448979591831,0.6645628798503977
219,-,mfc_fdr,roc,-,-0.19506072642974345,0.3565557000156713,0.0,0.0,0.0,0.8381605129338935,0.8288960541477876,0.8381605129338935,Adult,Sex,Valid,{99.34},0.7300624679698071,0.3565557000156713,-0.19506072642974345,3,23.0,3.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
220,di,-,roc,Naive Bayes,-0.07529436066928319,0.8944854537559705,0.0,0.0,0.0,0.7266666666666667,0.7525873996007242,0.7266666666666667,German,Sex,Fail,{7.15},0.7190275829827022,0.8944854537559705,-0.07529436066928319,3,23.0,12.0,0.22816134830365475,-0.11771200005425915,-0.08537414965986385,0.7214430419198992
221,rw,pr,roc,-,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.3257698541329012,0.32922345781574325,0.3257698541329012,Compas,Race,Fail,{108.43},0.32848902047054795,0.8148148148148148,-0.11345218800648305,3,23.0,12.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
222,-,-,roc,Naive Bayes,-0.1911212560142253,0.3880463928046112,0.0,0.0,0.0,0.8105239885032058,0.8355108763559096,0.8105239885032058,Adult,Sex,Valid,{28.34},0.7980103788114361,0.3880463928046112,-0.1911212560142253,3,23.0,13.0,0.0942743222984947,-0.2162320245245655,-0.2271238801359277,0.806527198874652
223,-,pr,roc,-,-0.11345218800648305,0.8148148148148148,0.0,0.0,0.0,0.3257698541329012,0.32922345781574325,0.3257698541329012,Compas,Race,Fail,{115.58},0.32848902047054795,0.8148148148148148,-0.11345218800648305,3,23.0,13.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
224,rw,-,-,Logistic Regression,-0.05067111151431236,0.7784970299894441,0.1317133019031189,0.02768584838728156,0.07236326358318768,0.8282597479177416,0.8225591265077277,0.8282597479177416,Adult,Race,Valid,{1.71},0.7521652371824066,0.629841682713473,-0.09825523584016566,3,23.0,21.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
225,di,-,eop,Naive Bayes,0.0020779208982068557,19.059210526315788,0.31116918768319385,0.003007751501765543,0.006015503003531085,0.3508254072373456,0.791942808448841,0.3508254072373456,Bank,Age,Fail,{6.41},0.554207315109952,1.2883461105882894,0.07607612836025167,3,23.0,37.0,0.06030386597792596,0.1440906972264421,0.027474923680767614,0.6116285464028879
226,di,-,eop,Naive Bayes,-0.0031796502384737746,0.9893048128342246,0.12545764307414184,0.2305263157894737,0.42105263157894735,0.8450704225352113,0.8887685084868183,0.8450704225352113,Ricci,Race,Valid,{0.03},0.8720930232558141,0.5154798761609908,-0.2488076311605723,2,23.0,37.0,0.04866459506898185,-0.19444444444444428,-0.3333333333333329,0.9348006644518276
227,rw,-,-,Random Forest,-0.03310139345602532,0.7876869295008738,0.2374195358178215,-0.047961909966205515,-0.0479945978644683,0.7368536132065158,0.7070512693809062,0.7368536132065158,Bank,Age,Valid,{4.01},0.5971572798398356,1.2883461105882894,0.07607612836025167,3,24.0,2.0,0.236022462687124,-0.03800058952680373,-0.05354866845799982,0.6043417366946776
228,rw,-,-,Random Forest,-0.18481303721006626,0.7390044894361659,0.2302862790320581,-0.16786014814105998,-0.14630021141649052,0.6493787142085359,0.6484824488111303,0.6493787142085359,Compas,Sex,Valid,{3.43},0.6457185352488326,0.8789515683506229,-0.07197474314287278,2,24.0,2.0,0.23007071998199616,-0.188947186246864,-0.17113812544045104,0.650850669947339
229,-,mfc_sr,roc,-,-0.11747868832057742,0.5632662502891511,0.0,0.0,0.0,0.8328543002432014,0.8247617120942288,0.8328543002432014,Adult,Race,Valid,{88.16},0.7245889567058555,0.5632662502891511,-0.11747868832057742,3,24.0,2.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
230,-,pr,roc,-,-0.07081747565540733,0.732859590856093,0.0,0.0,0.0,0.8209153216891444,0.810957811423147,0.8209153216891444,Adult,Race,Valid,{186.95},0.7192920518968983,0.732859590856093,-0.07081747565540733,3,24.0,13.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
231,di,-,cpp,Naive Bayes,-0.07197474314287278,0.8789515683506229,0.0,0.0,0.0,0.498109130199892,0.5971976946862483,0.498109130199892,Compas,Sex,Fail,{11.96},0.5287559663699819,0.8789515683506229,-0.07197474314287278,3,24.0,14.0,0.7109277576870648,0.004545899772701533,0.0048390885600188005,0.5086146986939131
232,rw,pr,eop,-,0.0014735660210126573,6.8117443868739205,0.2978299318403569,0.0045313964386129325,0.009062792877225868,0.8350652221976564,0.8277121245414316,0.8350652221976564,Adult,Race,Valid,{121.5},0.7491247179845432,0.6384015357894959,-0.09782595367966733,3,24.0,50.0,0.1317133019031189,0.02768584838728159,0.07236326358318751,0.7521652371824058
