Pre,In_p,Post,Classifier,Ovr_Rank,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Orig Mean Difference,Orig Disparate Impact,Accuracy,Precision,Recall,AUC,Dataset,Sens_Attr,Valid,Time,Failed,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Perf_Rank,Fair_Rank,Rank
-,pr1,roc2,-,29.0,-0.03977350394580231,0.8951535558717063,0.08455544280695819,0.04344089473545511,0.07481758814179296,-0.10009035170484668,0.6217088061290708,0.7980981866430783,0.5656416321703134,0.8427312775330397,0.9039738297116859,Adult,Race,Valid,{79.19},,0.14615780017132807,0.02076679299135583,0.05079284524197092,2,60.0,64.5,29.0
rw1,pr2,roc3,-,29.0,-0.03977350394580231,0.8951535558717063,0.08455544280695819,0.04344089473545511,0.07481758814179296,-0.10009035170484668,0.6217088061290708,0.7980981866430783,0.5656416321703134,0.8427312775330397,0.9039738297116859,Adult,Race,Valid,{79.34},,0.14615780017132807,0.02076679299135583,0.05079284524197092,2,60.0,64.5,29.0
di1,-,roc2,Naive Bayes,31.0,-0.04327254875157949,0.869161222033909,0.09317621301560272,0.03496751055477587,0.06015282379301756,-0.10009035170484668,0.6217088061290708,0.8191065900044229,0.6078965282505105,0.786784140969163,0.8970518918539271,Adult,Race,Valid,{23.14},,0.0922509019261325,-0.10743655767862095,-0.10770438746002264,3,61.5,63.5,31.0
rw1,-,eop2,Naive Bayes,32.0,-0.04991848342496308,0.8404894250001997,0.10318330089106265,0.01102759965337817,0.014679127487216781,-0.10009035170484668,0.6217088061290708,0.8163423264042459,0.609967497291441,0.7440528634361233,0.8966834840131157,Adult,Race,Valid,{0.51},,0.0922509019261325,-0.10743655767862095,-0.10770438746002264,3,64.75,60.5,32.0
rw1,-,eop2,Naive Bayes,33.0,-0.1035365013465995,0.6916062576621715,0.11064284567862147,0.028666218318010653,0.06681694903314428,-0.19062301477233073,0.3900860279698258,0.8076072534276869,0.5969275786393563,0.718942731277533,0.8929189281640478,Adult,Sex,Valid,{0.5},,0.0922509019261325,-0.18104521663224155,-0.152125673628967,3,75.25,51.5,33.0
di1,gsr_eo2,roc3,-,34.0,-0.03434448337828694,0.9044029622205517,0.08656308219417302,0.04793467267545991,0.07737422678438055,-0.10009035170484668,0.6217088061290708,0.8088235294117647,0.5843467415029623,0.8255506607929516,0.9040104103666649,Adult,Race,Valid,{41.62},,0.14615780017132807,0.02076679299135583,0.05079284524197092,2,57.75,69.5,34.0
di1,-,eop2,Logistic Regression,35.0,-0.05384761568185531,0.7356325601951124,0.1349701614675535,-0.0020851991802850744,0.0011251125112510252,-0.10009035170484668,0.6217088061290708,0.8379035824856258,0.7263513513513513,0.5682819383259912,0.8821350161084947,Adult,Race,Valid,{3.87},,0.14615780017132807,0.02076679299135583,0.05079284524197092,4,58.5,69.0,35.0
rw1,-,cpp2,Naive Bayes,36.0,-0.10520139094949307,0.6556724993043392,0.10583094217784227,-0.01724774302029014,0.029070992205603496,-0.10009035170484668,0.6217088061290708,0.8222025652366209,0.6256643887623387,0.7259911894273128,0.8866071556313397,Adult,Race,Valid,{0.76},,0.0922509019261325,-0.10743655767862095,-0.10770438746002264,2,70.25,58.5,36.0
di1,-,cpp2,Logistic Regression,37.0,-0.06423681148500193,0.6791853555483865,0.1358108912583694,-0.031411795487274234,-0.056830151100216386,-0.10009035170484668,0.6217088061290708,0.8394515701017249,0.7361431870669746,0.5616740088105727,0.8783810280041986,Adult,Race,Valid,{4.11},,0.14615780017132807,0.02076679299135583,0.05079284524197092,2,55.0,74.0,37.0
rw1,-,cpp2,Random Forest,38.0,-0.055370842071221144,0.7333465794031643,0.1326272937096123,0.012559156467842322,0.03939330103223082,-0.10009035170484668,0.6217088061290708,0.8390092879256966,0.7248618784530386,0.5779735682819384,0.8745183384513734,Adult,Race,Valid,{3.31},,0.1148109481933954,-0.043406274967967534,-0.06321217228105791,3,60.25,69.0,38.0
-,gsr_eo1,cpp2,-,39.0,-0.0619684335814949,0.6895222584147666,0.13684206751909703,-0.007491545602772216,0.0008953022961871726,-0.10009035170484668,0.6217088061290708,0.8382352941176471,0.7333718912666282,0.5585903083700441,0.8912886990813541,Adult,Race,Valid,{15.05},,0.14615780017132807,0.02076679299135583,0.05079284524197092,4,54.75,75.0,39.0
-,gsr_eo1,roc2,-,40.0,-0.03803606733369119,0.9052009240178156,0.08099338958425974,0.04107762033683453,0.06597468257464045,-0.10009035170484668,0.6217088061290708,0.787483414418399,0.5485762144053601,0.8656387665198237,0.9036447338814252,Adult,Race,Valid,{33.64},,0.14615780017132807,0.02076679299135583,0.05079284524197092,2,65.25,65.5,40.0
rw1,gsr_eo2,roc3,-,40.0,-0.03803606733369119,0.9052009240178156,0.08099338958425974,0.04107762033683453,0.06597468257464045,-0.10009035170484668,0.6217088061290708,0.787483414418399,0.5485762144053601,0.8656387665198237,0.9036447338814252,Adult,Race,Valid,{33.33},,0.14615780017132807,0.02076679299135583,0.05079284524197092,2,65.25,65.5,40.0
-,-,-,Naive Bayes,42.0,-0.16858302854913834,0.5185805805114851,0.0922509019261325,-0.10743655767862095,-0.10770438746002264,-0.10009035170484668,0.6217088061290708,0.8188854489164087,0.6067567567567568,0.7911894273127753,0.8962565471243377,Adult,Race,Valid,{0.19},,0.0922509019261325,-0.10743655767862095,-0.10770438746002264,1,63.5,67.5,42.0
rw1,-,-,Naive Bayes,42.0,-0.1583310218945447,0.5283953413997121,0.10559823355073969,0.005931376340061877,0.08647987038145888,-0.19062301477233073,0.3900860279698258,0.8268465280849182,0.6367521367521367,0.7220264317180617,0.8929189281640478,Adult,Sex,Valid,{0.26},,0.0922509019261325,-0.18104521663224155,-0.152125673628967,3,62.5,68.5,42.0
rw1,-,roc2,Naive Bayes,44.0,-0.04342341276059464,0.8901270980457081,0.08360532890952936,0.03609465780549227,0.06272861328686063,-0.10009035170484668,0.6217088061290708,0.7882574082264485,0.5504118148253337,0.8537444933920705,0.8966834840131157,Adult,Race,Valid,{21.36},,0.0922509019261325,-0.10743655767862095,-0.10770438746002264,4,70.25,61.0,44.0
rw1,-,cpp2,Naive Bayes,45.0,-0.15702468616626256,0.5304593857020548,0.10612788724603618,0.007593835976147538,0.089092200579996,-0.19062301477233073,0.3900860279698258,0.826625386996904,0.6367887763055339,0.7198237885462555,0.8927678581880187,Adult,Sex,Valid,{0.75},,0.0922509019261325,-0.18104521663224155,-0.152125673628967,3,63.5,68.5,45.0
rw1,-,eop2,Random Forest,46.0,-0.08459105428451277,0.6796316534085615,0.1283487783334721,0.02590355557216168,0.04392824017000696,-0.19062301477233073,0.3900860279698258,0.8236399823087129,0.6576366184026156,0.6202643171806167,0.8927368377925965,Adult,Sex,Valid,{3.07},,0.11552260123972254,-0.06227311398992996,-0.039155600953353686,2,70.0,62.5,46.0
di1,-,-,Logistic Regression,47.0,-0.02352019910715178,0.8825342643952088,0.13291718589487556,0.050604300859202526,0.0867342053354272,-0.10009035170484668,0.6217088061290708,0.8403361344537815,0.7317620650953984,0.5744493392070484,0.8821350161084947,Adult,Race,Valid,{4.96},,0.14615780017132807,0.02076679299135583,0.05079284524197092,2,52.5,80.5,47.0
di1,-,-,Naive Bayes,48.0,-0.17749108985493717,0.586383315949258,0.07949186824582218,-0.09503991472492007,-0.06372924526495205,-0.10009035170484668,0.6217088061290708,0.783171163202123,0.5421785421785422,0.8748898678414097,0.8970518918539271,Adult,Race,Valid,{3.46},,0.0922509019261325,-0.10743655767862095,-0.10770438746002264,4,71.5,62.5,48.0
di1,-,eop2,Random Forest,49.0,-0.07877114966491594,0.7167383907528213,0.13239666939244554,0.029561672605837017,0.050068683737804154,-0.19062301477233073,0.3900860279698258,0.8079389650597081,0.6166301969365426,0.620704845814978,0.8959555777532391,Adult,Sex,Valid,{6.48},,0.11552260123972254,-0.06227311398992996,-0.039155600953353686,2,76.0,58.5,49.0
-,-,roc1,Naive Bayes,50.0,-0.03494627240872311,0.9070952159365374,0.08508886366188892,0.04553106127957318,0.07276844705747176,-0.10009035170484668,0.6217088061290708,0.7990933215391419,0.5674307829711224,0.839647577092511,0.8962565471243377,Adult,Race,Valid,{19.61},,0.0922509019261325,-0.10743655767862095,-0.10770438746002264,4,68.25,66.5,50.0
di1,-,eop2,Naive Bayes,50.0,-0.04979637526297015,0.8774918259189881,0.09100195446028976,0.008176726260724493,0.007928452419710075,-0.10009035170484668,0.6217088061290708,0.7681335692171606,0.5239280774550484,0.8343612334801762,0.8970518918539271,Adult,Race,Valid,{3.74},,0.0922509019261325,-0.10743655767862095,-0.10770438746002264,4,77.25,57.5,50.0
di1,pr2,eop3,-,52.0,-0.03820943591863679,0.8261670831547933,0.13377038738417443,0.005732360250311472,-0.0033657621081257805,-0.10009035170484668,0.6217088061290708,0.8291685095090667,0.6867594023699124,0.5872246696035243,0.9036332556847966,Adult,Race,Valid,{39.61},,0.14615780017132807,0.02076679299135583,0.05079284524197092,4,61.25,74.0,52.0
-,-,-,Naive Bayes,53.0,-0.3103750794091068,0.2739736492355348,0.0922509019261325,-0.18104521663224155,-0.152125673628967,-0.19062301477233073,0.3900860279698258,0.8188854489164087,0.6067567567567568,0.7911894273127753,0.8962565471243377,Adult,Sex,Valid,{0.2},,0.0922509019261325,-0.18104521663224155,-0.152125673628967,1,63.5,72.5,53.0
di1,pr2,roc3,-,53.0,-0.030127792651172436,0.9224378038993531,0.08270037888411326,0.04873422141678961,0.07311316238006782,-0.10009035170484668,0.6217088061290708,0.793454223794781,0.557825086306099,0.8541850220264318,0.9036332556847966,Adult,Race,Valid,{58.58},,0.14615780017132807,0.02076679299135583,0.05079284524197092,2,66.5,69.5,53.0
-,-,roc1,Naive Bayes,55.0,-0.03819287241752639,0.8471286596830513,0.12809598217337598,0.14607234925161858,0.26889976870604526,-0.19062301477233073,0.3900860279698258,0.8235294117647058,0.6568901303538175,0.6215859030837004,0.8962565471243377,Adult,Sex,Valid,{20.93},,0.0922509019261325,-0.18104521663224155,-0.152125673628967,2,65.25,71.5,55.0
-,-,eop1,Random Forest,56.0,-0.07977617816271931,0.694274521233734,0.13056691553928162,0.026149266578612336,0.03948434363002362,-0.19062301477233073,0.3900860279698258,0.8214285714285714,0.6539727315467795,0.6127753303964758,0.892245291338091,Adult,Sex,Valid,{2.94},,0.11552260123972254,-0.06227311398992996,-0.039155600953353686,2,75.25,62.0,56.0
-,-,roc1,Random Forest,57.0,-0.018955104204521622,0.9460280165892383,0.08712993170143767,0.07894271451371296,0.13208342110806826,-0.10009035170484668,0.6217088061290708,0.812140645731977,0.5905486837932128,0.8202643171806168,0.8933240142082516,Adult,Race,Valid,{21.98},,0.1148109481933954,-0.043406274967967534,-0.06321217228105791,2,68.25,70.0,57.0
-,egr_fp1,cpp2,-,57.0,-0.0465323782502442,0.758019249232263,0.13772040699271987,0.0005312569778970627,-0.0022358618840606637,-0.10009035170484668,0.6217088061290708,0.8398938522777533,0.7443519619500595,0.5515418502202644,0.7796989720998531,Adult,Race,Valid,{72.52},,0.14615780017132807,0.02076679299135583,0.05079284524197092,4,65.25,73.0,57.0
di1,-,eop2,Random Forest,59.0,-0.044148560207242143,0.8229527210980992,0.12319602194864296,-0.01666144734522612,-0.05595878736809856,-0.10009035170484668,0.6217088061290708,0.8269570986289253,0.660154475238528,0.6400881057268722,0.890604461994488,Adult,Race,Valid,{6.27},,0.1148109481933954,-0.043406274967967534,-0.06321217228105791,3,69.75,69.0,59.0
rw1,egr_fp2,cpp3,-,59.0,-0.049789707240472214,0.7410802715957878,0.13789887900636577,-0.005393896941003604,-0.012136851983070573,-0.10009035170484668,0.6217088061290708,0.8398938522777533,0.7449344457687723,0.5506607929515418,0.7796872662902599,Adult,Race,Valid,{73.23},,0.14615780017132807,0.02076679299135583,0.05079284524197092,4,65.75,73.0,59.0
rw1,pr2,cpp3,-,59.0,-0.05330458859968193,0.7096664358919066,0.14597909677573018,0.012308010577810592,0.042481375797154275,-0.10009035170484668,0.6217088061290708,0.8340336134453782,0.7410658307210032,0.520704845814978,0.8764559425843046,Adult,Race,Valid,{60.19},,0.14615780017132807,0.02076679299135583,0.05079284524197092,4,65.25,73.5,59.0
di1,egr_fp2,cpp3,-,62.0,-0.06119744348017428,0.7176391863984403,0.12883490168061743,0.0021407042043858973,0.02005094126433915,-0.10009035170484668,0.6217088061290708,0.839562140645732,0.7172413793103448,0.5955947136563877,0.790832237539491,Adult,Race,Valid,{77.43},,0.14615780017132807,0.02076679299135583,0.05079284524197092,4,69.25,70.0,62.0
-,-,eop1,Naive Bayes,63.0,-0.04192727521262657,0.8639669642748488,0.11652116357042817,0.01621134626614905,0.02354597161843841,-0.10009035170484668,0.6217088061290708,0.7985404688191066,0.5818713450292398,0.7013215859030837,0.8962565471243377,Adult,Race,Valid,{0.47},,0.0922509019261325,-0.10743655767862095,-0.10770438746002264,3,74.75,65.0,63.0
-,gsr_eo1,eop2,-,64.0,-0.07787863604233958,0.6443484212354306,0.1464929754888848,0.04420128378912637,0.09531482981696082,-0.19062301477233073,0.3900860279698258,0.8236399823087129,0.6925270964061608,0.5348017621145374,0.9036447338814252,Adult,Sex,Valid,{15.03},,0.14615780017132807,-0.16893980947142015,-0.2148362744062085,3,66.75,73.5,64.0
di1,egr_fp2,-,-,64.0,-0.06204469908881474,0.727101087181668,0.12744920293406725,-0.010148366435057246,-0.010274431698489073,-0.10009035170484668,0.6217088061290708,0.8354710305174702,0.6974747474747475,0.6083700440528634,0.7920086714036176,Adult,Race,Valid,{77.49},,0.14615780017132807,0.02076679299135583,0.05079284524197092,4,73.25,67.0,64.0
rw1,-,-,Logistic Regression,64.0,0.014322912325506199,1.0716695792164894,0.13638363960086114,0.10299516833726574,0.16317961583392382,-0.10009035170484668,0.6217088061290708,0.8329279080053074,0.707945205479452,0.5691629955947136,0.8771733136155474,Adult,Race,Valid,{0.38},,0.14615780017132807,0.02076679299135583,0.05079284524197092,2,68.25,72.0,64.0
di1,pr2,roc3,-,67.0,-0.021690317904852263,0.9474974281228002,0.09185616045680951,0.10548897759456564,0.1264866800511899,-0.19062301477233073,0.3900860279698258,0.7617204776647502,0.5156547781105364,0.8343612334801762,0.9052520065708611,Adult,Sex,Valid,{65.59},,0.14615780017132807,-0.16893980947142015,-0.2148362744062085,4,72.0,69.0,67.0
-,gsr_eo1,roc2,-,68.0,-0.029012061236724118,0.922685003040166,0.09775811861151575,0.11293634951368701,0.1552839514869736,-0.19062301477233073,0.3900860279698258,0.7827288810260946,0.5460864309459051,0.7960352422907488,0.9036447338814252,Adult,Sex,Valid,{34.55},,0.14615780017132807,-0.16893980947142015,-0.2148362744062085,4,72.25,69.5,68.0
di1,-,-,Logistic Regression,68.0,-0.16960241761584782,0.2866447764564203,0.1426245315082951,-0.08698773760415815,-0.09229157127258641,-0.19062301477233073,0.3900860279698258,0.8349181777974347,0.7347432024169185,0.5356828193832599,0.8736060331742644,Adult,Sex,Valid,{3.81},,0.14615780017132807,-0.16893980947142015,-0.2148362744062085,5,65.25,76.5,68.0
rw1,gsr_eo2,roc3,-,68.0,-0.029012061236724118,0.922685003040166,0.09775811861151575,0.11293634951368701,0.1552839514869736,-0.19062301477233073,0.3900860279698258,0.7827288810260946,0.5460864309459051,0.7960352422907488,0.9036447338814252,Adult,Sex,Valid,{33.63},,0.14615780017132807,-0.16893980947142015,-0.2148362744062085,4,72.25,69.5,68.0
-,pr1,cpp2,-,71.0,-0.05381635932639636,0.7076937703300111,0.14679311222429858,0.012579234342127203,0.044415611773943375,-0.10009035170484668,0.6217088061290708,0.8327067669172933,0.7367104440275172,0.518942731277533,0.8744733361167147,Adult,Race,Valid,{61.43},,0.14615780017132807,0.02076679299135583,0.05079284524197092,3,69.25,73.0,71.0
-,pr1,roc2,-,72.0,-0.02685906784893033,0.9348832416837493,0.09274823849939362,0.10122720842799939,0.12452596480105194,-0.19062301477233073,0.3900860279698258,0.7620521892967713,0.5161555312157722,0.8303964757709251,0.9037232928702515,Adult,Sex,Valid,{91.59},,0.14615780017132807,-0.16893980947142015,-0.2148362744062085,4,74.75,69.0,72.0
rw1,pr2,roc3,-,72.0,-0.02685906784893033,0.9348832416837493,0.09274823849939362,0.10122720842799939,0.12452596480105194,-0.19062301477233073,0.3900860279698258,0.7620521892967713,0.5161555312157722,0.8303964757709251,0.9037232928702515,Adult,Sex,Valid,{90.42},,0.14615780017132807,-0.16893980947142015,-0.2148362744062085,4,74.75,69.0,72.0
di1,-,-,Naive Bayes,74.0,-0.34967431081842826,0.22356581600723177,0.09229632497528187,-0.2590495498419516,-0.28270402592370825,-0.19062301477233073,0.3900860279698258,0.8118089340999558,0.5930537352555701,0.7973568281938326,0.8923595205300391,Adult,Sex,Valid,{3.61},,0.0922509019261325,-0.18104521663224155,-0.152125673628967,1,71.5,72.5,74.0
di1,egr_fp2,-,-,74.0,-0.13422823295723985,0.48559843640166656,0.12641389777474882,-0.01211389316126043,0.022630411045753918,-0.19062301477233073,0.3900860279698258,0.8376824413976117,0.703760162601626,0.6101321585903083,0.7978178094788444,Adult,Sex,Valid,{71.41},,0.14615780017132807,-0.16893980947142015,-0.2148362744062085,4,70.0,74.0,74.0
