Pre,In_p,Post,Classifier,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Orig Mean Difference,Orig Disparate Impact,Accuracy,Precision,Recall,AUC,Dataset,Sens_Attr,Valid,Time,Failed,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Rank,Ovr_Rank
rw1,pr2,roc3,-,-0.06830817921099525,0.8236568626775208,0.0821593859627006,0.012470156677838712,0.05551555299539168,-0.0850452900781121,0.6683490880371203,0.7943387881468377,0.5509666080843585,0.8519021739130435,0.9031856801905512,Adult,Race,Valid,{82.82},,0.13383415871566637,0.027507140238594692,0.06610023041474655,4,15.0,18.0
-,gsr_eo1,-,-,-0.09144326702866293,0.5843145963567773,0.1177062926042421,-0.052672801762696314,-0.06451612903225812,-0.0850452900781121,0.6683490880371203,0.8520566121185317,0.732620320855615,0.6204710144927537,0.9045520941986583,Adult,Race,Valid,{16.53},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,17.0,7.0
rw1,gsr_eo2,-,-,-0.09144326702866293,0.5843145963567773,0.1177062926042421,-0.052672801762696314,-0.06451612903225812,-0.0850452900781121,0.6683490880371203,0.8520566121185317,0.732620320855615,0.6204710144927537,0.9045520941986583,Adult,Race,Valid,{15.48},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,17.0,7.0
di1,-,roc2,Naive Bayes,-0.050934712016375394,0.8446661935866392,0.0922735489459181,0.033907191906525816,0.08489343317972353,-0.0850452900781121,0.6683490880371203,0.8187748783724016,0.5981372887202484,0.7853260869565217,0.8952017531864553,Adult,Race,Valid,{25.46},,0.09579323907123521,-0.1453822792385179,-0.16683467741935487,4,19.0,66.0
rw1,-,roc2,Naive Bayes,-0.05899651106641951,0.8397275259406995,0.08822769533768896,0.02063716568284009,0.06394009216589858,-0.0850452900781121,0.6683490880371203,0.7976559044670499,0.5581180811808119,0.8220108695652174,0.8951704159988466,Adult,Race,Valid,{20.95},,0.09579323907123521,-0.1453822792385179,-0.16683467741935487,4,20.0,58.0
-,-,eop1,Logistic Regression,-0.05842354314698625,0.7100558349401972,0.13562515232282296,-0.006587418003226056,0.010512672811059942,-0.0850452900781121,0.6683490880371203,0.8350287483414418,0.7050400916380298,0.5575181159420289,0.8794852591989551,Adult,Race,Valid,{0.61},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,21.0,4.0
-,-,roc1,Random Forest,-0.059243537967134774,0.8299824728294801,0.09041216767381247,0.01893543768973202,0.059763824884792593,-0.0850452900781121,0.6683490880371203,0.8082706766917294,0.5770982433311646,0.8034420289855072,0.8909119042091739,Adult,Race,Valid,{23.4},,0.11717318944680218,-0.05450426226087138,-0.04939516129032262,3,22.0,13.0
-,-,roc1,Naive Bayes,-0.03622434907966654,0.9026509938070927,0.08738589711313242,0.04323856677068878,0.08618951612903225,-0.0850452900781121,0.6683490880371203,0.7936753648827952,0.5515370705244123,0.8288043478260869,0.8944095782345808,Adult,Race,Valid,{21.03},,0.09579323907123521,-0.1453822792385179,-0.16683467741935487,4,23.0,52.0
di1,gsr_eo2,cpp3,-,-0.07281172288012006,0.6674472845788141,0.12745200019904787,-0.012427100301645885,0.014400921658986099,-0.0850452900781121,0.6683490880371203,0.8375718708536046,0.6960212201591512,0.5942028985507246,0.8815982667951424,Adult,Race,Valid,{21.07},,0.13383415871566637,0.027507140238594692,0.06610023041474655,5,23.0,48.0
rw1,-,roc2,Random Forest,-0.06464767170223784,0.8301599198776862,0.08592094703125346,0.015114787253906858,0.05825172811059898,-0.0850452900781121,0.6683490880371203,0.7927908005307386,0.5497319833234068,0.8360507246376812,0.8912196446667686,Adult,Race,Valid,{23.41},,0.11717318944680218,-0.05450426226087138,-0.04939516129032262,3,25.0,17.0
-,pr1,eop2,-,-0.04306831935376654,0.7587113781027577,0.14543503054797852,0.017235536837688588,0.05198732718894006,-0.0850452900781121,0.6683490880371203,0.8332596196373286,0.7246469833119383,0.511322463768116,0.9031856801905512,Adult,Race,Valid,{64.15},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,26.0,44.0
-,egr_fp1,cpp2,-,-0.046873107186040236,0.7350933306805016,0.14140627381943008,0.005937906417396006,0.027001728110598977,-0.0850452900781121,0.6683490880371203,0.8397832817337462,0.746588693957115,0.5203804347826086,0.7652869823865129,Adult,Race,Valid,{86.47},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,27.0,22.0
di1,-,eop2,Naive Bayes,-0.06486107604641062,0.8402832128036032,0.09205422913375966,-0.02251071421323929,-0.03204205069124422,-0.0850452900781121,0.6683490880371203,0.7633790358248562,0.5094760312151616,0.8278985507246377,0.8952017531864553,Adult,Race,Valid,{4.1},,0.09579323907123521,-0.1453822792385179,-0.16683467741935487,4,27.0,59.0
rw1,-,-,Logistic Regression,0.0034165461940798836,1.0177527319701787,0.13300495982564295,0.07709982312166894,0.12665610599078347,-0.0850452900781121,0.6683490880371203,0.8386775762936753,0.7146131805157593,0.5647644927536232,0.8811948253491744,Adult,Race,Valid,{0.38},,0.13383415871566637,0.027507140238594692,0.06610023041474655,2,29.0,1.0
-,-,-,Logistic Regression,-0.03872685618515112,0.8035215171773678,0.13383415871566637,0.027507140238594692,0.06610023041474655,-0.0850452900781121,0.6683490880371203,0.8383458646616542,0.7153579676674365,0.561141304347826,0.8794852591989551,Adult,Race,Valid,{0.31},,0.13383415871566637,0.027507140238594692,0.06610023041474655,1,30.0,33.0
rw1,pr2,eop3,-,-0.04306831935376654,0.7587113781027577,0.1475820196705135,0.015510766632371453,0.0486031105990784,-0.0850452900781121,0.6683490880371203,0.8303847854931447,0.7163029525032092,0.5054347826086957,0.9031856801905512,Adult,Race,Valid,{62.72},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,31.0,34.0
di1,gsr_eo2,-,-,-0.10383149798675054,0.5846203206186718,0.10745618665326047,-0.0626744642295825,-0.07531682027649778,-0.0850452900781121,0.6683490880371203,0.8503980539584255,0.7011764705882353,0.6748188405797102,0.9035962768506034,Adult,Race,Valid,{20.28},,0.13383415871566637,0.027507140238594692,0.06610023041474655,2,32.0,26.0
rw1,-,eop2,Naive Bayes,-0.11697227257867993,0.6522661012456931,0.11086487540377367,-0.0046165416003365045,-0.0015143511181545666,-0.2017593390591102,0.3479325745569803,0.8051747014595312,0.5825925925925926,0.7124094202898551,0.8911498150774672,Adult,Sex,Valid,{0.53},,0.09579323907123521,-0.22062477566506533,-0.22252911729932334,3,33.0,42.0
rw1,-,-,Random Forest,-0.10063606954687374,0.5804842294805161,0.11505106847373771,-0.04705291800129449,-0.036578341013824844,-0.0850452900781121,0.6683490880371203,0.8452012383900929,0.6982335623159961,0.6444746376811594,0.8907775783151431,Adult,Race,Valid,{2.9},,0.11717318944680218,-0.05450426226087138,-0.04939516129032262,4,34.0,9.0
rw1,egr_fp2,cpp3,-,-0.046226861871318775,0.7377879543266911,0.14253891052606193,0.007693301919322125,0.031033986175115214,-0.0850452900781121,0.6683490880371203,0.8385670057496682,0.7438070404172099,0.5167572463768116,0.7657716156367399,Adult,Race,Valid,{89.11},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,34.0,27.0
rw1,-,eop2,Logistic Regression,-0.055451902487861526,0.7452307781778001,0.13798374719913095,-0.00871608636167203,0.0019441244239630784,-0.0850452900781121,0.6683490880371203,0.8222025652366209,0.6582278481012658,0.5652173913043478,0.8811948253491744,Adult,Race,Valid,{0.66},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,36.0,32.0
di1,-,-,Logistic Regression,-0.03349924087189618,0.8119131882250648,0.14395757396782058,0.02315584939051818,0.05141129032258063,-0.0850452900781121,0.6683490880371203,0.8346970367094206,0.7275047862156988,0.5163043478260869,0.8763263646848313,Adult,Race,Valid,{5.48},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,37.0,43.0
di1,egr_fp2,eop3,-,-0.05517728531280694,0.7330164750061368,0.13466836437637944,-0.013598865451695946,-0.012960829493087522,-0.0850452900781121,0.6683490880371203,0.8331490490933215,0.6944908180300501,0.5652173913043478,0.785863489910618,Adult,Race,Valid,{83.97},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,38.0,45.0
rw1,egr_fp2,eop3,-,-0.04476467622120833,0.7655082600382608,0.14372535058261757,-0.00784318785354765,-0.010368663594469973,-0.0850452900781121,0.6683490880371203,0.8288367978770456,0.697841726618705,0.5271739130434783,0.7689138146513343,Adult,Race,Valid,{84.91},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,38.0,31.0
di1,-,roc2,Logistic Regression,-0.059186972960245554,0.8326892181975083,0.10057409376587972,0.012080664279421185,0.04831509216589858,-0.0850452900781121,0.6683490880371203,0.7883679787704555,0.547085201793722,0.7735507246376812,0.8763263646848313,Adult,Race,Valid,{25.19},,0.13383415871566637,0.027507140238594692,0.06610023041474655,4,40.0,30.0
di1,-,eop2,Random Forest,-0.04401677211788188,0.8006102073325222,0.13857061773937726,0.010693421505168006,0.03420218894009219,-0.0850452900781121,0.6683490880371203,0.8185537372843874,0.6462093862815884,0.5674818840579711,0.8836039793060608,Adult,Race,Valid,{6.72},,0.11717318944680218,-0.05450426226087138,-0.04939516129032262,3,41.0,41.0
-,egr_fp1,-,-,-0.054489506251768266,0.7314743249236108,0.13319461878598488,-0.0190620751749387,-0.02887384792626735,-0.0850452900781121,0.6683490880371203,0.8372401592215833,0.7086167800453514,0.5661231884057971,0.7689138146513343,Adult,Race,Valid,{83.3},,0.13383415871566637,0.027507140238594692,0.06610023041474655,4,42.0,21.0
-,pr1,-,-,-0.1101936768035708,0.49995983728491067,0.1190368922783244,-0.07154533978526456,-0.08280529953917048,-0.0850452900781121,0.6683490880371203,0.8515037593984962,0.7339102217414819,0.6145833333333334,0.9031856801905512,Adult,Race,Valid,{61.95},,0.13383415871566637,0.027507140238594692,0.06610023041474655,2,43.0,55.0
rw1,pr2,-,-,-0.1101936768035708,0.49995983728491067,0.1190368922783244,-0.07154533978526456,-0.08280529953917048,-0.0850452900781121,0.6683490880371203,0.8515037593984962,0.7339102217414819,0.6145833333333334,0.9031856801905512,Adult,Race,Valid,{61.82},,0.13383415871566637,0.027507140238594692,0.06610023041474655,2,43.0,55.0
rw1,egr_fp2,-,-,-0.05292813405985744,0.7361437028214453,0.13494360710841166,-0.015482780226205,-0.0213133640552996,-0.0850452900781121,0.6683490880371203,0.8360238832375055,0.7077363896848138,0.5593297101449275,0.7689138146513343,Adult,Race,Valid,{83.68},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,45.0,20.0
rw1,-,eop2,Naive Bayes,-0.07529830871618298,0.7566486990237645,0.1043230081375829,-0.03391800141733921,-0.04543490783410142,-0.0850452900781121,0.6683490880371203,0.8151260504201681,0.5992592592592593,0.7327898550724637,0.8951704159988466,Adult,Race,Valid,{0.53},,0.09579323907123521,-0.1453822792385179,-0.16683467741935487,3,46.0,42.0
di1,-,roc2,Random Forest,-0.052033180716593574,0.860069266873728,0.09257785519469679,0.03080856484639158,0.08201324884792627,-0.0850452900781121,0.6683490880371203,0.7871517027863777,0.5429438543247345,0.8102355072463768,0.8847586519788673,Adult,Race,Valid,{27.63},,0.11717318944680218,-0.05450426226087138,-0.04939516129032262,3,47.0,28.0
-,pr1,eop2,-,-0.09819013938007073,0.5943772635197347,0.1384954242635277,-0.009602039089465865,-0.01761879606570571,-0.2017593390591102,0.3479325745569803,0.8210968597965502,0.655099894847529,0.5643115942028986,0.9046329547430058,Adult,Sex,Valid,{66.7},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,3,48.0,44.0
rw1,-,cpp2,Logistic Regression,-0.048610997799799216,0.7474121625406001,0.1372068590241369,-0.026883407982407043,-0.05637960829493083,-0.0850452900781121,0.6683490880371203,0.8371295886775763,0.7191413237924866,0.5461956521739131,0.8748457653853005,Adult,Race,Valid,{0.91},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,48.0,49.0
-,pr1,roc2,-,-0.055127938423132905,0.8581695848306446,0.09401262261151073,0.09370765677353307,0.13405780695796543,-0.2017593390591102,0.3479325745569803,0.7799646174259177,0.5324985092426953,0.8088768115942029,0.9046329547430058,Adult,Sex,Valid,{88.52},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,4,50.0,18.0
rw1,pr2,roc3,-,-0.055127938423132905,0.8581695848306446,0.09401262261151073,0.09370765677353307,0.13405780695796543,-0.2017593390591102,0.3479325745569803,0.7799646174259177,0.5324985092426953,0.8088768115942029,0.9046329547430058,Adult,Sex,Valid,{89.34},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,4,50.0,18.0
di1,egr_fp2,roc3,-,-0.03197717614193585,0.883271859405511,0.12852774862388613,0.03359873382133598,-0.018036374613236705,-0.2017593390591102,0.3479325745569803,0.802078726227333,0.5876677852348994,0.6345108695652174,0.7841952318713377,Adult,Sex,Valid,{61.03},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,4,52.0,38.0
di1,pr2,eop3,-,-0.03747016368943873,0.8017054333343451,0.15143387084956084,0.01446022253975688,0.03917050691244239,-0.0850452900781121,0.6683490880371203,0.8188854489164087,0.6716867469879518,0.5049818840579711,0.9023760809673426,Adult,Race,Valid,{56.89},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,53.0,47.0
-,egr_fp1,eop2,-,-0.04886949592568782,0.7464095976009076,0.14395460103103355,-0.008674523539616188,-0.005904377880184275,-0.0850452900781121,0.6683490880371203,0.8278416629809818,0.6938653960690887,0.5276268115942029,0.7689138146513343,Adult,Race,Valid,{86.77},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,54.0,36.0
di1,pr2,eop3,-,-0.09581265416505691,0.615618479880775,0.13777855283698867,-0.009133994065878337,-0.020250044021834834,-0.2017593390591102,0.3479325745569803,0.8173374613003096,0.6408308004052685,0.5729166666666666,0.9046786354847737,Adult,Sex,Valid,{51.46},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,3,54.0,47.0
-,-,-,Random Forest,-0.10395501143710817,0.5671152187896094,0.11717318944680218,-0.05450426226087138,-0.04939516129032262,-0.0850452900781121,0.6683490880371203,0.8423264042459089,0.6920432220039293,0.6381340579710145,0.8914935966134107,Adult,Race,Valid,{2.79},,0.11717318944680218,-0.05450426226087138,-0.04939516129032262,1,56.0,12.0
-,gsr_eo1,eop2,-,-0.10352462183125799,0.5708918452820891,0.1379062053289957,-0.012311490489002826,-0.017090534047744743,-0.2017593390591102,0.3479325745569803,0.8234188412206989,0.6625864821713677,0.563858695652174,0.9045520941986583,Adult,Sex,Valid,{15.3},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,3,56.0,11.0
rw1,-,roc2,Logistic Regression,0.024037952350706215,1.0827688639685866,0.10607453707003557,0.09821624518644728,0.13803283410138245,-0.0850452900781121,0.6683490880371203,0.8155683325961963,0.6015801354401806,0.7241847826086957,0.8811948253491744,Adult,Race,Valid,{21.0},,0.13383415871566637,0.027507140238594692,0.06610023041474655,2,56.0,14.0
-,-,eop1,Naive Bayes,-0.06757451524926328,0.7777108739440689,0.11840929925550744,-0.02929698599002785,-0.03823444700460832,-0.0850452900781121,0.6683490880371203,0.7966607695709863,0.5693348365276212,0.686141304347826,0.8944095782345808,Adult,Race,Valid,{0.49},,0.09579323907123521,-0.1453822792385179,-0.16683467741935487,3,59.0,53.0
rw1,-,cpp2,Naive Bayes,-0.10180722230314712,0.6480417877750451,0.11166573955405884,-0.03802937312054086,-0.011520737327188946,-0.0850452900781121,0.6683490880371203,0.8198805838124723,0.6165928312525171,0.6933876811594203,0.8820651776401149,Adult,Race,Valid,{0.78},,0.09579323907123521,-0.1453822792385179,-0.16683467741935487,3,60.0,35.0
-,egr_fp1,cpp2,-,-0.13976641207762489,0.401196842373313,0.1273928236205427,-0.018312956149862083,0.00937790858551557,-0.2017593390591102,0.3479325745569803,0.8489606368863335,0.7473560517038778,0.5760869565217391,0.76826093449216,Adult,Sex,Valid,{83.75},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,4,61.0,22.0
rw1,-,eop2,Logistic Regression,-0.08707539599988112,0.5967242447181887,0.14283897036524004,0.0034041691972894264,0.0008452192287374816,-0.2017593390591102,0.3479325745569803,0.8281733746130031,0.6925795053003534,0.532608695652174,0.871585306582373,Adult,Sex,Valid,{0.64},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,3,61.0,32.0
rw1,pr2,eop3,-,-0.09819013938007073,0.5943772635197347,0.1375435169430059,-0.015101541643201204,-0.031896963751163465,-0.2017593390591102,0.3479325745569803,0.8224237063246351,0.658254468980021,0.5670289855072463,0.9046329547430058,Adult,Sex,Valid,{66.84},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,3,63.0,34.0
-,-,roc1,Logistic Regression,0.004432540740896773,1.0135927735681007,0.10484477694042656,0.08452111534218619,0.1351526497695853,-0.0850452900781121,0.6683490880371203,0.794891640866873,0.5597292724196278,0.7490942028985508,0.8794852591989551,Adult,Race,Valid,{20.69},,0.13383415871566637,0.027507140238594692,0.06610023041474655,2,64.0,37.0
-,egr_fp1,-,-,-0.10875508930428837,0.530110426296867,0.1342253905414842,-0.0060746175977476405,0.0008955298971147219,-0.2017593390591102,0.3479325745569803,0.8351393188854489,0.7019718309859155,0.5643115942028986,0.7689138146513343,Adult,Sex,Valid,{84.56},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,3,65.0,21.0
-,egr_fp1,eop2,-,-0.09035929745311896,0.6073734504132231,0.13487415167634748,0.008342840093879977,0.009362815385002388,-0.2017593390591102,0.3479325745569803,0.8316010614772225,0.6884975233902036,0.5665760869565217,0.7689138146513343,Adult,Sex,Valid,{81.79},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,3,66.0,36.0
-,gsr_eo1,roc2,-,-0.06536598413028621,0.8234396949628737,0.09693094691113414,0.09013871474605287,0.1403717958393077,-0.2017593390591102,0.3479325745569803,0.7913533834586466,0.5508394044979411,0.7875905797101449,0.9045520941986583,Adult,Sex,Valid,{36.27},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,3,67.0,15.0
di1,gsr_eo2,eop3,-,-0.09240987845106838,0.6172216409183234,0.14534598532152862,0.0028042804928329335,0.01144567705581967,-0.2017593390591102,0.3479325745569803,0.8108137992038921,0.6299006795608991,0.5457427536231884,0.904311036361208,Adult,Sex,Valid,{17.52},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,3,67.0,6.0
rw1,gsr_eo2,roc3,-,-0.06536598413028621,0.8234396949628737,0.09693094691113414,0.09013871474605287,0.1403717958393077,-0.2017593390591102,0.3479325745569803,0.7913533834586466,0.5508394044979411,0.7875905797101449,0.9045520941986583,Adult,Sex,Valid,{34.88},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,3,67.0,15.0
rw1,egr_fp2,cpp3,-,-0.14079170257659962,0.3968041762159409,0.1279312209745536,-0.0244706649885361,-0.0033205041128971935,-0.2017593390591102,0.3479325745569803,0.8484077841662981,0.746321365509123,0.5742753623188406,0.7678321185369866,Adult,Sex,Valid,{79.2},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,4,70.0,27.0
rw1,gsr_eo2,eop3,-,-0.10352462183125799,0.5708918452820891,0.1379062053289957,-0.01539467426996969,-0.024496264432873005,-0.2017593390591102,0.3479325745569803,0.8234188412206989,0.6625864821713677,0.563858695652174,0.9045520941986583,Adult,Sex,Valid,{14.74},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,3,70.0,3.0
rw1,-,-,Naive Bayes,-0.18327439151237782,0.45516388373531225,0.10454861850939513,-0.027809017875922694,0.030231680627877178,-0.2017593390591102,0.3479325745569803,0.8288367978770456,0.6316839584996009,0.7169384057971014,0.8911498150774672,Adult,Sex,Valid,{0.27},,0.09579323907123521,-0.22062477566506533,-0.22252911729932334,3,72.0,40.0
di1,gsr_eo2,roc3,-,-0.0627210318285833,0.8261317296206286,0.0982051203434146,0.09300524235416627,0.1435313058133978,-0.2017593390591102,0.3479325745569803,0.7955550641309155,0.558298148749594,0.7785326086956522,0.904311036361208,Adult,Sex,Valid,{38.59},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,3,73.0,23.0
di1,pr2,roc3,-,-0.06257243900264498,0.8298585858585859,0.09805320469979166,0.09818801399417132,0.156763011596609,-0.2017593390591102,0.3479325745569803,0.7906899601946041,0.5501113585746102,0.7830615942028986,0.9046786354847737,Adult,Sex,Valid,{73.42},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,3,74.0,10.0
rw1,-,cpp2,Naive Bayes,-0.18703379000861842,0.4439879848043113,0.10544255055654031,-0.04108192310593249,0.00483485523105176,-0.2017593390591102,0.3479325745569803,0.8282839451570102,0.6312625250501002,0.7133152173913043,0.8896818036545653,Adult,Sex,Valid,{0.79},,0.09579323907123521,-0.22062477566506533,-0.22252911729932334,3,75.0,35.0
di1,egr_fp2,cpp3,-,-0.04926189093851335,0.7321579408353635,0.14416250179506623,0.012252369999940282,0.048387096774193505,-0.0850452900781121,0.6683490880371203,0.8324856258292791,0.7166979362101313,0.5190217391304348,0.7750976421714537,Adult,Race,Valid,{85.05},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,76.0,65.0
di1,-,eop2,Logistic Regression,-0.05262701439905762,0.7045172638566699,0.1466509388513522,-0.027336335017871208,-0.04680299539170507,-0.0850452900781121,0.6683490880371203,0.8325961963732862,0.7250324254215305,0.5063405797101449,0.8763263646848313,Adult,Race,Valid,{4.18},,0.13383415871566637,0.027507140238594692,0.06610023041474655,3,77.0,29.0
di1,-,cpp2,Logistic Regression,-0.057217680045576355,0.6787422420082553,0.14625852868851502,-0.028335955780303613,-0.04233870967741937,-0.0850452900781121,0.6683490880371203,0.8334807607253427,0.728515625,0.5067934782608695,0.8715270048379848,Adult,Race,Valid,{4.41},,0.13383415871566637,0.027507140238594692,0.06610023041474655,2,78.0,67.0
-,gsr_eo1,-,-,-0.1985497340188416,0.26735387652154835,0.1177062926042421,-0.11023173972018618,-0.13496339898875553,-0.2017593390591102,0.3479325745569803,0.8520566121185317,0.732620320855615,0.6204710144927537,0.9045520941986583,Adult,Sex,Valid,{15.4},,0.13383415871566637,-0.11121114569092633,-0.13981837848715817,5,79.0,7.0
