Pre,In_p,Post,Classifier,Ovr_Rank,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Orig Mean Difference,Orig Disparate Impact,Accuracy,Precision,Recall,AUC,Dataset,Sens_Attr,Valid,Time,Failed,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Perf_Rank,Fair_Rank,Rank
-,gsr_eo1,-,-,11.0,-0.08186975150074745,0.5936503272234752,0.1249638347006005,-0.025277514968864188,-0.026377688172043,-0.11155055296060618,0.5657737295792533,0.849624060150376,0.7380396732788798,0.5813419117647058,0.9043307999160644,Adult,Race,Valid,{21.42},,0.13138637283674745,0.07090272250534913,0.12247983870967738,4,25.5,80.5,11.0
rw1,gsr_eo2,-,-,11.0,-0.08186975150074745,0.5936503272234752,0.1249638347006005,-0.025277514968864188,-0.026377688172043,-0.11155055296060618,0.5657737295792533,0.849624060150376,0.7380396732788798,0.5813419117647058,0.9043307999160644,Adult,Race,Valid,{21.8},,0.13138637283674745,0.07090272250534913,0.12247983870967738,4,25.5,80.5,11.0
rw1,-,-,Random Forest,13.0,-0.17830264782762395,0.3499271347926353,0.11486092437813429,-0.05190557223663195,-0.020405034263925592,-0.1948585197368695,0.3597656087479207,0.8488500663423264,0.7071172555043522,0.6346507352941176,0.8901294084993492,Adult,Sex,Valid,{3.41},,0.11483509173302701,-0.058881281632994345,-0.029817614590832653,4,42.0,70.0,13.0
rw1,-,-,Random Forest,14.0,-0.1064116024149186,0.5444474470895697,0.11377064263602858,-0.02152535511855238,0.012432795698924748,-0.11155055296060618,0.5657737295792533,0.8491817779743477,0.7058823529411765,0.6397058823529411,0.8890455843811025,Adult,Race,Valid,{3.22},,0.11500136507744964,-0.010561069976940226,0.03309811827956988,4,43.25,70.0,14.0
-,-,-,Random Forest,15.0,-0.18326990369339619,0.3405101336639174,0.11483509173302701,-0.058881281632994345,-0.029817614590832653,-0.1948585197368695,0.3597656087479207,0.8477443609022557,0.7026889903602233,0.6364889705882353,0.8902397815743947,Adult,Sex,Valid,{3.25},,0.11483509173302701,-0.058881281632994345,-0.029817614590832653,2,44.25,70.5,15.0
-,-,-,Random Forest,15.0,-0.10161062206610161,0.5645178500463359,0.11500136507744964,-0.010561069976940226,0.03309811827956988,-0.11155055296060618,0.5657737295792533,0.8471915081822202,0.7009109311740891,0.6364889705882353,0.8895425810557916,Adult,Race,Valid,{3.13},,0.11500136507744964,-0.010561069976940226,0.03309811827956988,2,46.25,68.5,15.0
di1,-,-,Random Forest,17.0,-0.19739374297263923,0.3248224137220294,0.11337201298426937,-0.06882214951712666,-0.03405727541796655,-0.1948585197368695,0.3597656087479207,0.8440955329500222,0.6859223300970874,0.6493566176470589,0.8934615110786598,Adult,Sex,Valid,{7.84},,0.11483509173302701,-0.058881281632994345,-0.029817614590832653,2,45.25,70.5,17.0
rw1,-,eop2,Random Forest,18.0,-0.06799395770451974,0.6994176672283882,0.1171611068593108,0.01037303151938064,0.03645833333333337,-0.11155055296060618,0.5657737295792533,0.8454223794781071,0.6988752556237219,0.6282169117647058,0.8921588478322314,Adult,Race,Valid,{3.35},,0.11500136507744964,-0.010561069976940226,0.03309811827956988,2,45.75,71.5,18.0
rw1,-,-,Naive Bayes,19.0,-0.13242589773088495,0.5902543236475863,0.0939392983913951,-0.05339963369146069,-0.03679435483870963,-0.11155055296060618,0.5657737295792533,0.8250773993808049,0.6080786026200873,0.7679227941176471,0.8996663246963754,Adult,Race,Valid,{0.31},,0.08952251028910438,-0.10046998246044284,-0.08988575268817212,2,58.25,61.5,19.0
rw1,-,-,Naive Bayes,20.0,-0.16881649872275242,0.4868889137223034,0.10415687586330016,-0.012213321372826096,0.05299576033917286,-0.1948585197368695,0.3597656087479207,0.8292790800530738,0.6276252019386107,0.7141544117647058,0.8958634219012299,Adult,Sex,Valid,{0.32},,0.08952251028910438,-0.21526270885838947,-0.21301629202997097,3,59.0,64.0,20.0
di1,pr2,roc3,-,21.0,-0.06725467169364496,0.7993898640902796,0.10164104057131648,0.1013808222822875,0.17823240807402074,-0.1948585197368695,0.3597656087479207,0.8068332596196374,0.5757147899752912,0.7495404411764706,0.905255270607078,Adult,Sex,Valid,{66.13},,0.13138637283674745,-0.06237493582606472,-0.05260245846998912,2,63.75,60.0,21.0
-,-,-,Naive Bayes,22.0,-0.1761220723258182,0.4960389905252709,0.08952251028910438,-0.10046998246044284,-0.08988575268817212,-0.11155055296060618,0.5657737295792533,0.8184431667403803,0.5911885245901639,0.7954963235294118,0.8996459496728217,Adult,Race,Valid,{0.24},,0.08952251028910438,-0.10046998246044284,-0.08988575268817212,1,62.25,62.0,22.0
-,gsr_eo1,eop2,-,23.0,-0.037874520330799105,0.7932827416856809,0.13809872762951522,0.026356755993690535,0.04368279569892475,-0.11155055296060618,0.5657737295792533,0.8382352941176471,0.7218419415059116,0.5330882352941176,0.9043307999160644,Adult,Race,Valid,{21.74},,0.13138637283674745,0.07090272250534913,0.12247983870967738,3,44.0,81.5,23.0
rw1,gsr_eo2,eop3,-,23.0,-0.037874520330799105,0.7932827416856809,0.1380987276295152,0.026356755993690535,0.04368279569892475,-0.11155055296060618,0.5657737295792533,0.8382352941176471,0.7218419415059116,0.5330882352941176,0.9043307999160644,Adult,Race,Valid,{21.97},,0.13138637283674745,0.07090272250534913,0.12247983870967738,3,44.0,81.5,23.0
-,gsr_eo1,roc2,-,25.0,-0.07090316494696214,0.7823179824912894,0.10375403972509177,0.09635524933898233,0.17267285283843958,-0.1948585197368695,0.3597656087479207,0.8109243697478992,0.5851608187134503,0.7357536764705882,0.9043307999160644,Adult,Sex,Valid,{46.32},,0.13138637283674745,-0.06237493582606472,-0.05260245846998912,2,65.0,61.5,25.0
rw1,gsr_eo2,roc3,-,25.0,-0.07090316494696214,0.7823179824912894,0.10375403972509177,0.09635524933898233,0.17267285283843958,-0.1948585197368695,0.3597656087479207,0.8109243697478992,0.5851608187134503,0.7357536764705882,0.9043307999160644,Adult,Sex,Valid,{46.08},,0.13138637283674745,-0.06237493582606472,-0.05260245846998912,2,65.0,61.5,25.0
di1,gsr_eo2,roc3,-,27.0,-0.06522434931741744,0.8089118124234544,0.10068979969984605,0.10064005269525321,0.1732194757752713,-0.1948585197368695,0.3597656087479207,0.8036267138434321,0.5691085003455425,0.7568933823529411,0.9048708551380655,Adult,Sex,Valid,{51.49},,0.13138637283674745,-0.06237493582606472,-0.05260245846998912,2,68.25,59.0,27.0
rw1,-,cpp2,Naive Bayes,28.0,-0.18030686709044422,0.4519643924848386,0.1057704004858779,-0.041673695725673573,0.0005266245367037126,-0.1948585197368695,0.3597656087479207,0.8292790800530738,0.6294021294021294,0.7063419117647058,0.8910357122974408,Adult,Sex,Valid,{0.95},,0.08952251028910438,-0.21526270885838947,-0.21301629202997097,3,62.0,65.5,28.0
rw1,pr2,eop3,-,28.0,-0.033720956788922424,0.8163420667977095,0.1397375968693023,0.020766989460595513,0.024865591397849496,-0.11155055296060618,0.5657737295792533,0.8354710305174702,0.7128712871287128,0.5294117647058824,0.9047581066497653,Adult,Race,Valid,{49.08},,0.13138637283674745,0.07090272250534913,0.12247983870967738,3,49.0,78.5,28.0
-,-,eop1,Random Forest,30.0,-0.10071019906956286,0.6343546770057936,0.12005966652361501,0.01328727848225126,0.029517638588912876,-0.1948585197368695,0.3597656087479207,0.8256302521008403,0.6365709074327406,0.6415441176470589,0.8917453920997636,Adult,Sex,Valid,{3.46},,0.11483509173302701,-0.058881281632994345,-0.029817614590832653,3,66.25,61.5,30.0
-,-,-,Logistic Regression,31.0,-0.1620502384963718,0.3232150300271638,0.13138637283674745,-0.06237493582606472,-0.05260245846998912,-0.1948585197368695,0.3597656087479207,0.8425475453339231,0.7230130486358244,0.5602022058823529,0.8823416997841652,Adult,Sex,Valid,{0.39},,0.13138637283674745,-0.06237493582606472,-0.05260245846998912,2,52.0,76.0,31.0
di1,-,-,Random Forest,32.0,-0.11101301567532826,0.548285816617197,0.11930663711542253,-0.03460868514235446,-0.009072580645161255,-0.11155055296060618,0.5657737295792533,0.8345864661654135,0.6637764932562621,0.6332720588235294,0.889325013275549,Adult,Race,Valid,{6.85},,0.11500136507744964,-0.010561069976940226,0.03309811827956988,3,61.25,67.5,32.0
-,-,-,Logistic Regression,33.0,-0.019736165643819997,0.8957439074779604,0.13138637283674745,0.07090272250534913,0.12247983870967738,-0.11155055296060618,0.5657737295792533,0.8425475453339231,0.7230130486358244,0.5602022058823529,0.8823416997841652,Adult,Race,Valid,{0.35},,0.13138637283674745,0.07090272250534913,0.12247983870967738,1,52.0,77.0,33.0
di1,gsr_eo2,eop3,-,34.0,-0.046917575557854224,0.7877302659441663,0.1258140842613542,0.021255959166353783,0.037634408602150504,-0.11155055296060618,0.5657737295792533,0.8344758956214064,0.675271037687145,0.6011029411764706,0.9038253387406214,Adult,Race,Valid,{28.32},,0.13138637283674745,0.07090272250534913,0.12247983870967738,4,53.0,76.5,34.0
rw1,-,eop2,Naive Bayes,35.0,-0.05795130268985263,0.8112366467002396,0.10276506712693319,0.00994792170984339,0.015120967741935498,-0.11155055296060618,0.5657737295792533,0.8151260504201681,0.5933333333333334,0.7362132352941176,0.8996663246963754,Adult,Race,Valid,{0.63},,0.08952251028910438,-0.10046998246044284,-0.08988575268817212,3,66.0,64.5,35.0
di1,gsr_eo2,cpp3,-,36.0,-0.0747873743038554,0.653103368319114,0.1251583001858706,0.005411173510690193,0.03897849462365599,-0.11155055296060618,0.5657737295792533,0.8408889871738169,0.6990815775256618,0.5946691176470589,0.8881522617146014,Adult,Race,Valid,{28.95},,0.13138637283674745,0.07090272250534913,0.12247983870967738,4,55.5,75.5,36.0
-,pr1,roc2,-,37.0,-0.06262131352532824,0.8041877220957747,0.10466829625459247,0.10962753510952213,0.19311788390262108,-0.1948585197368695,0.3597656087479207,0.8116983635559487,0.5873660879202068,0.7306985294117647,0.903430618661996,Adult,Sex,Valid,{93.17},,0.13138637283674745,-0.06237493582606472,-0.05260245846998912,2,68.25,63.0,37.0
rw1,pr2,roc3,-,37.0,-0.06262131352532824,0.8041877220957747,0.10466829625459247,0.10962753510952213,0.19311788390262108,-0.1948585197368695,0.3597656087479207,0.8116983635559487,0.5873660879202068,0.7306985294117647,0.903430618661996,Adult,Sex,Valid,{90.16},,0.13138637283674745,-0.06237493582606472,-0.05260245846998912,2,68.25,63.0,37.0
-,-,eop1,Random Forest,39.0,-0.062117314669955126,0.7218944804660502,0.12301302893605326,0.020821831343141313,0.0571236559139785,-0.11155055296060618,0.5657737295792533,0.8383458646616542,0.6842105263157895,0.609375,0.889694507134537,Adult,Race,Valid,{3.23},,0.11500136507744964,-0.010561069976940226,0.03309811827956988,1,56.0,75.5,39.0
-,gsr_eo1,roc2,-,39.0,-0.03600686252013435,0.8976137705290878,0.08557718304808302,0.057648784566746936,0.09173387096774188,-0.11155055296060618,0.5657737295792533,0.8088235294117647,0.5713373763166294,0.8226102941176471,0.9043307999160644,Adult,Race,Valid,{44.27},,0.13138637283674745,0.07090272250534913,0.12247983870967738,4,63.0,68.5,39.0
rw1,gsr_eo2,roc3,-,39.0,-0.03600686252013435,0.8976137705290878,0.08557718304808302,0.057648784566746936,0.09173387096774188,-0.11155055296060618,0.5657737295792533,0.8088235294117647,0.5713373763166294,0.8226102941176471,0.9043307999160644,Adult,Race,Valid,{43.8},,0.13138637283674745,0.07090272250534913,0.12247983870967738,4,63.0,68.5,39.0
-,-,roc1,Naive Bayes,42.0,-0.05139153198339508,0.7899815499536876,0.1238062718811727,0.12566014796089348,0.23058155347572185,-0.1948585197368695,0.3597656087479207,0.8291685095090667,0.6530810286268801,0.6185661764705882,0.8996459496728217,Adult,Sex,Valid,{25.12},,0.08952251028910438,-0.21526270885838947,-0.21301629202997097,2,58.25,73.5,42.0
-,gsr_eo1,cpp2,-,42.0,-0.06296518073809045,0.6551205029501613,0.13664024525307328,0.004756229459467118,0.02654569892473113,-0.11155055296060618,0.5657737295792533,0.8425475453339231,0.7397959183673469,0.5330882352941176,0.8879419874567475,Adult,Race,Valid,{22.44},,0.13138637283674745,0.07090272250534913,0.12247983870967738,3,49.75,82.0,42.0
rw1,egr_fp2,cpp3,-,44.0,-0.15453443014543045,0.34607648996179124,0.1274380178678666,-0.04158752487611053,-0.01787856971442281,-0.1948585197368695,0.3597656087479207,0.848297213622291,0.7392857142857143,0.5707720588235294,0.7477130457963617,Adult,Sex,Valid,{44.0},,0.13138637283674745,-0.06237493582606472,-0.05260245846998912,5,56.75,75.5,44.0
rw1,-,cpp2,Naive Bayes,45.0,-0.09720642343333222,0.662443701359881,0.11053644109533733,-0.0033192555205980925,0.04385080645161288,-0.11155055296060618,0.5657737295792533,0.8197700132684653,0.6102584814216478,0.6943933823529411,0.8822027548370106,Adult,Race,Valid,{1.12},,0.08952251028910438,-0.10046998246044284,-0.08988575268817212,3,76.25,56.5,45.0
-,pr1,roc2,-,46.0,-0.02741106889642042,0.9208022128368668,0.08784752257581185,0.06446801581941991,0.09711021505376338,-0.11155055296060618,0.5657737295792533,0.8082706766917294,0.5714285714285714,0.8125,0.9047581066497653,Adult,Race,Valid,{70.75},,0.13138637283674745,0.07090272250534913,0.12247983870967738,4,63.0,70.0,46.0
di1,pr2,roc3,-,46.0,-0.03032919845878529,0.9149482935013803,0.08618527154321001,0.06236979140801231,0.09593413978494625,-0.11155055296060618,0.5657737295792533,0.8037372843874392,0.5629513343799059,0.8239889705882353,0.9050368664137176,Adult,Race,Valid,{66.07},,0.13138637283674745,0.07090272250534913,0.12247983870967738,4,63.0,70.0,46.0
rw1,-,eop2,Naive Bayes,46.0,-0.11778574508976833,0.6419948756886912,0.11077101187268741,-0.009276244511018078,-0.005646214969469154,-0.1948585197368695,0.3597656087479207,0.8083812472357363,0.5843167110772745,0.7054227941176471,0.8958634219012299,Adult,Sex,Valid,{0.64},,0.08952251028910438,-0.21526270885838947,-0.21301629202997097,3,77.0,56.0,46.0
rw1,pr2,roc3,-,46.0,-0.02741106889642042,0.9208022128368668,0.08784752257581185,0.06446801581941991,0.09711021505376338,-0.11155055296060618,0.5657737295792533,0.8082706766917294,0.5714285714285714,0.8125,0.9047581066497653,Adult,Race,Valid,{71.94},,0.13138637283674745,0.07090272250534913,0.12247983870967738,4,63.0,70.0,46.0
-,pr1,eop2,-,50.0,-0.033720956788922424,0.8163420667977095,0.14153500822860438,0.02025462195859367,0.024697580645161255,-0.11155055296060618,0.5657737295792533,0.8330384785493145,0.7060643564356436,0.5243566176470589,0.9047581066497653,Adult,Race,Valid,{48.19},,0.13138637283674745,0.07090272250534913,0.12247983870967738,3,54.75,78.5,50.0
di1,pr2,eop3,-,51.0,-0.03950732414155031,0.8096599723361241,0.13702114209887817,0.016685660967606583,0.022177419354838745,-0.11155055296060618,0.5657737295792533,0.8260725342768687,0.6652054794520548,0.5579044117647058,0.9050368664137176,Adult,Race,Valid,{46.46},,0.13138637283674745,0.07090272250534913,0.12247983870967738,3,57.5,76.5,51.0
-,-,-,Naive Bayes,52.0,-0.3279846202677347,0.2391206960239553,0.08952251028910438,-0.21526270885838947,-0.21301629202997097,-0.1948585197368695,0.3597656087479207,0.8184431667403803,0.5911885245901639,0.7954963235294118,0.8996459496728217,Adult,Sex,Valid,{0.27},,0.08952251028910438,-0.21526270885838947,-0.21301629202997097,1,62.25,72.0,52.0
di1,-,-,Naive Bayes,53.0,-0.1887597856241711,0.5550086006179874,0.08003714987758982,-0.10109749129578345,-0.07291666666666663,-0.11155055296060618,0.5657737295792533,0.7807386112339673,0.5269027042096459,0.8685661764705882,0.8974385216284388,Adult,Race,Valid,{4.04},,0.08952251028910438,-0.10046998246044284,-0.08988575268817212,3,78.75,56.0,53.0
di1,gsr_eo2,roc3,-,53.0,-0.04250092848685899,0.8815892241327518,0.0853169472243763,0.04923763642456594,0.08098118279569888,-0.11155055296060618,0.5657737295792533,0.8047324192835029,0.5642633228840125,0.8272058823529411,0.9038253387406214,Adult,Race,Valid,{48.89},,0.13138637283674745,0.07090272250534913,0.12247983870967738,4,68.25,66.5,53.0
rw1,gsr_eo2,eop3,-,53.0,-0.08822946747149416,0.6002410204288593,0.13974600417832322,0.019858319947985648,0.04568967815908065,-0.1948585197368695,0.3597656087479207,0.828062804068996,0.6789625360230548,0.5413602941176471,0.9043307999160644,Adult,Sex,Valid,{22.26},,0.13138637283674745,-0.06237493582606472,-0.05260245846998912,3,59.75,75.0,53.0
-,-,eop1,Logistic Regression,56.0,-0.039418224689997144,0.7917736325028399,0.13336079484331695,0.020484764135109988,0.02872983870967738,-0.11155055296060618,0.5657737295792533,0.8414418398938522,0.7234939759036144,0.5519301470588235,0.8823416997841652,Adult,Race,Valid,{0.71},,0.13138637283674745,0.07090272250534913,0.12247983870967738,3,54.25,81.5,56.0
-,gsr_eo1,eop2,-,56.0,-0.08822946747149416,0.6002410204288593,0.13990714498514875,0.015494232550892405,0.03535050529290984,-0.1948585197368695,0.3597656087479207,0.8278416629809818,0.6783861671469741,0.5409007352941176,0.9043307999160644,Adult,Sex,Valid,{23.48},,0.13138637283674745,-0.06237493582606472,-0.05260245846998912,3,60.75,75.0,56.0
rw1,-,eop2,Random Forest,58.0,-0.09683099872455747,0.6402828893535213,0.12349435407098043,0.013628595346750413,0.02812441671332966,-0.1948585197368695,0.3597656087479207,0.82375055285272,0.6354748603351955,0.6272977941176471,0.8902935796661413,Adult,Sex,Valid,{3.52},,0.11483509173302701,-0.058881281632994345,-0.029817614590832653,3,71.5,64.5,58.0
-,-,roc1,Random Forest,59.0,-0.0827427596489187,0.8062756089020122,0.09201133710999428,0.06415905021647333,0.11437085033197347,-0.1948585197368695,0.3597656087479207,0.7580716497125166,0.49834162520729686,0.8285845588235294,0.8911359145889718,Adult,Sex,Fail,{27.91},,0.11483509173302701,-0.058881281632994345,-0.029817614590832653,2,87.75,49.0,59.0
di1,gsr_eo2,eop3,-,59.0,-0.09035803752350322,0.6252020052280047,0.13670791800830165,0.01749128819837297,0.040836733061355046,-0.1948585197368695,0.3597656087479207,0.820765148164529,0.6450601150026137,0.5670955882352942,0.9048708551380655,Adult,Sex,Valid,{26.98},,0.13138637283674745,-0.06237493582606472,-0.05260245846998912,3,63.75,73.0,59.0
-,egr_fp1,cpp2,-,61.0,-0.15568479990713957,0.3443999948547099,0.1273715502832689,-0.04271807936442336,-0.01895848332133432,-0.1948585197368695,0.3597656087479207,0.8479655019902698,0.7374036751630113,0.5716911764705882,0.7453782487623762,Adult,Sex,Valid,{46.79},,0.13138637283674745,-0.06237493582606472,-0.05260245846998912,5,61.75,75.5,61.0
di1,-,roc2,Naive Bayes,62.0,-0.0413863521792559,0.8727600326909262,0.09485497176493053,0.05054345875263122,0.08652553763440851,-0.11155055296060618,0.5657737295792533,0.8132463511720478,0.5843436092829927,0.7752757352941176,0.8974385216284388,Adult,Race,Valid,{27.03},,0.08952251028910438,-0.10046998246044284,-0.08988575268817212,3,69.5,68.5,62.0
-,-,cpp1,Logistic Regression,63.0,-0.043960238316038014,0.767780492123966,0.13346645032480775,0.013504951616657095,0.01831317204301075,-0.11155055296060618,0.5657737295792533,0.8416629809818664,0.7249093107617895,0.5510110294117647,0.8782341753314605,Adult,Race,Valid,{0.96},,0.13138637283674745,0.07090272250534913,0.12247983870967738,3,55.25,83.0,63.0
rw1,gsr_eo2,cpp3,-,64.0,-0.06257673065392626,0.65651734837223,0.13751294659925056,0.006006956657079395,0.029569892473118253,-0.11155055296060618,0.5657737295792533,0.8415524104378593,0.7373801916932907,0.5303308823529411,0.8874936700255234,Adult,Race,Valid,{22.41},,0.13138637283674745,0.07090272250534913,0.12247983870967738,3,55.5,83.0,64.0
di1,-,roc2,Random Forest,65.0,-0.06719263514539853,0.820040851734265,0.0976411656163513,0.09260611601480725,0.15787403674372713,-0.1948585197368695,0.3597656087479207,0.7859354268022999,0.5377595972309629,0.7853860294117647,0.8932613741477955,Adult,Sex,Valid,{30.93},,0.11483509173302701,-0.058881281632994345,-0.029817614590832653,2,84.25,54.5,65.0
rw1,-,roc2,Naive Bayes,66.0,-0.0716665977063139,0.7858098000771513,0.10537042766555257,0.09588433059478071,0.17575927259152602,-0.1948585197368695,0.3597656087479207,0.8025210084033614,0.5692963752665245,0.7362132352941176,0.8958634219012299,Adult,Sex,Valid,{24.57},,0.08952251028910438,-0.21526270885838947,-0.21301629202997097,3,79.5,60.0,66.0
rw1,-,-,Logistic Regression,67.0,-0.13563955265928246,0.4083392989736676,0.1367196968011496,-0.013380768438717716,0.032110764472175535,-0.1948585197368695,0.3597656087479207,0.8361344537815126,0.7075358851674641,0.5436580882352942,0.8685665779488849,Adult,Sex,Valid,{0.45},,0.13138637283674745,-0.06237493582606472,-0.05260245846998912,3,66.5,75.0,67.0
rw1,-,roc2,Naive Bayes,68.0,-0.03356569437829515,0.9115565139257682,0.08388593915325855,0.053534501679325094,0.07946908602150538,-0.11155055296060618,0.5657737295792533,0.7910216718266254,0.5422077922077922,0.8442095588235294,0.8996663246963754,Adult,Race,Valid,{23.74},,0.08952251028910438,-0.10046998246044284,-0.08988575268817212,4,73.75,68.0,68.0
di1,-,eop2,Random Forest,69.0,-0.08852798711950197,0.6721285443565614,0.12994425473906437,0.02814420271341908,0.05844199130736216,-0.1948585197368695,0.3597656087479207,0.8122512162759841,0.6096330275229358,0.6107536764705882,0.893735018168231,Adult,Sex,Valid,{7.69},,0.11483509173302701,-0.058881281632994345,-0.029817614590832653,2,79.5,62.5,69.0
di1,egr_fp2,-,-,69.0,-0.0963516960212929,0.571850317392149,0.12422753144592277,-0.050548035845855294,-0.06720430107526887,-0.11155055296060618,0.5657737295792533,0.8385670057496682,0.6876310272536688,0.6029411764705882,0.794035444377591,Adult,Race,Valid,{116.39},,0.13138637283674745,0.07090272250534913,0.12247983870967738,4,69.0,73.0,69.0
rw1,-,cpp2,Random Forest,71.0,-0.06424962431691644,0.6758982047031054,0.1337963668548641,0.05037765080166007,0.13894489247311825,-0.11155055296060618,0.5657737295792533,0.8379035824856258,0.7078454332552693,0.5556066176470589,0.8634012250976396,Adult,Race,Valid,{3.64},,0.11500136507744964,-0.010561069976940226,0.03309811827956988,1,66.5,76.0,71.0
-,-,eop1,Naive Bayes,72.0,-0.048100471246901255,0.8405665495966445,0.1128307075993872,0.023891782015903668,0.0414986559139785,-0.11155055296060618,0.5657737295792533,0.8024104378593543,0.572983114446529,0.7017463235294118,0.8996459496728217,Adult,Race,Valid,{0.57},,0.08952251028910438,-0.10046998246044284,-0.08988575268817212,3,78.75,64.0,72.0
-,gsr_eo1,cpp2,-,72.0,-0.10868397821445262,0.42938567089305935,0.14994181978346488,0.021891457754960063,0.09065274778017762,-0.1948585197368695,0.3597656087479207,0.8346970367094206,0.7430406852248393,0.47840073529411764,0.8734413274264277,Adult,Sex,Valid,{23.67},,0.13138637283674745,-0.06237493582606472,-0.05260245846998912,2,65.75,77.0,72.0
-,-,roc1,Naive Bayes,74.0,-0.033386613302401114,0.9103771934186848,0.08522319401327522,0.0548952089471369,0.08282930107526887,-0.11155055296060618,0.5657737295792533,0.7940070765148165,0.5470676691729324,0.8359375,0.8996459496728217,Adult,Race,Valid,{23.4},,0.08952251028910438,-0.10046998246044284,-0.08988575268817212,4,74.0,69.0,74.0
rw1,-,roc2,Random Forest,74.0,-0.07817693634422562,0.8061505062532139,0.09366445356960473,0.0803014503267164,0.14414846812255022,-0.1948585197368695,0.3597656087479207,0.7726669615214506,0.5175644028103045,0.8125,0.8899216100243242,Adult,Sex,Valid,{27.38},,0.11483509173302701,-0.058881281632994345,-0.029817614590832653,2,89.0,54.0,74.0
