Pre,In_p,Post,Classifier,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Orig Mean Difference,Orig Disparate Impact,Accuracy,Precision,Recall,AUC,Dataset,Sens_Attr,Valid,Time,Failed,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Rank,Ovr_Rank
rw1,gsr_eo2,eop3,-,-0.0608998137264348,0.711664091203701,0.12703884514454436,-0.02190345806250734,-0.039173434996408574,-0.09793453126505447,0.622092509887209,0.8421052631578947,0.7156113537117904,0.59107303877367,0.9002841004412927,Adult,Race,Valid,{17.54},,0.12928268032254064,0.02462733687211293,0.03641565592141771,3,1.0,9.0
rw1,-,eop2,Random Forest,-0.05882631595850596,0.7426763180169074,0.12340668083207679,-0.0037857120672625116,0.0017488355109698261,-0.09793453126505447,0.622092509887209,0.8370190181335693,0.6867469879518072,0.6167718665464382,0.885315838739958,Adult,Race,Valid,{3.18},,0.12122324637811982,-0.04609970061817288,-0.04684380832954982,3,2.0,5.0
-,-,eop1,Random Forest,-0.05104939461091307,0.7751740623265122,0.12657873638234168,-0.001971755294627439,-0.0037931473514030145,-0.09793453126505447,0.622092509887209,0.8328173374613003,0.6775653923541247,0.6073038773669973,0.8850758133979318,Adult,Race,Valid,{3.04},,0.12122324637811982,-0.04609970061817288,-0.04684380832954982,3,3.0,7.0
-,gsr_eo1,roc2,-,-0.06624714969329099,0.820189618181204,0.08670678488716639,0.013195247659813766,0.04176065456414835,-0.09793453126505447,0.622092509887209,0.8013047324192835,0.5648290729904527,0.8268710550045085,0.9002841004412927,Adult,Race,Valid,{38.86},,0.12928268032254064,0.02462733687211293,0.03641565592141771,3,4.0,15.0
rw1,gsr_eo2,roc3,-,-0.06624714969329099,0.820189618181204,0.08670678488716639,0.013195247659813766,0.04176065456414835,-0.09793453126505447,0.622092509887209,0.8013047324192835,0.5648290729904527,0.8268710550045085,0.9002841004412927,Adult,Race,Valid,{36.73},,0.12928268032254064,0.02462733687211293,0.03641565592141771,3,4.0,15.0
-,egr_fp1,roc2,-,-0.04196695250024088,0.8147533837304498,0.12287600344140541,0.014231458338253386,0.021072507008554342,-0.09793453126505447,0.622092509887209,0.8375718708536046,0.6877192982456141,0.6185752930568079,0.8039376705573583,Adult,Race,Valid,{72.04},,0.12928268032254064,0.02462733687211293,0.03641565592141771,4,6.0,19.0
rw1,egr_fp2,roc3,-,-0.04196695250024088,0.8147533837304498,0.12287600344140541,0.014231458338253386,0.021072507008554342,-0.09793453126505447,0.622092509887209,0.8375718708536046,0.6877192982456141,0.6185752930568079,0.8039376705573583,Adult,Race,Valid,{78.05},,0.12928268032254064,0.02462733687211293,0.03641565592141771,4,6.0,19.0
di1,-,eop2,Random Forest,-0.04667317018338313,0.8053821597941682,0.12616305050753515,-0.004733235792176008,-0.017219303492626237,-0.09793453126505447,0.622092509887209,0.8254091110128262,0.65149359886202,0.6194770063119928,0.888477845674141,Adult,Race,Valid,{6.57},,0.12122324637811982,-0.04609970061817288,-0.04684380832954982,3,8.0,37.0
di1,egr_fp2,roc3,-,-0.010752079519542657,0.9574956000653841,0.11722257303655763,0.009545557433178087,-0.040660425630049235,-0.09793453126505447,0.622092509887209,0.8270676691729323,0.6437994722955145,0.6600541027953111,0.7937816395540628,Adult,Race,Valid,{74.42},,0.12928268032254064,0.02462733687211293,0.03641565592141771,3,9.0,51.0
-,-,-,Logistic Regression,-0.03271670360021839,0.846689843032793,0.12928268032254064,0.02462733687211293,0.03641565592141771,-0.09793453126505447,0.622092509887209,0.8354710305174702,0.6933262711864406,0.5901713255184852,0.8730822741350963,Adult,Race,Valid,{0.41},,0.12928268032254064,0.02462733687211293,0.03641565592141771,1,10.0,13.0
-,gsr_eo1,eop2,-,-0.0608998137264348,0.711664091203701,0.12767931377985037,-0.029708283597743426,-0.05849710649399309,-0.09793453126505447,0.622092509887209,0.8412206988058382,0.7134279475982532,0.5892696122633003,0.9002841004412927,Adult,Race,Valid,{17.98},,0.12928268032254064,0.02462733687211293,0.03641565592141771,2,11.0,12.0
di1,-,eop2,Logistic Regression,-0.04725126055817838,0.7589284799924627,0.13778434846379323,-0.005986316553569529,-0.014240517732183045,-0.09793453126505447,0.622092509887209,0.8348076072534277,0.7114485981308412,0.5491433724075744,0.8741020185642494,Adult,Race,Valid,{4.74},,0.12928268032254064,0.02462733687211293,0.03641565592141771,3,11.0,14.0
-,pr1,eop2,-,-0.0568323056171115,0.7149200442218583,0.13615770567308944,-0.022676321074269763,-0.04251495999058319,-0.09793453126505447,0.622092509887209,0.8359133126934984,0.7121387283236994,0.5554553651938684,0.900272971032891,Adult,Race,Valid,{62.15},,0.12928268032254064,0.02462733687211293,0.03641565592141771,2,13.0,41.0
-,pr1,roc2,-,-0.04762862510839194,0.8670988382448322,0.08844799114103627,0.03498095523074339,0.06868503424402506,-0.09793453126505447,0.622092509887209,0.8038478549314463,0.569811320754717,0.8169522091974752,0.900272971032891,Adult,Race,Valid,{81.01},,0.12928268032254064,0.02462733687211293,0.03641565592141771,2,14.0,28.0
rw1,pr2,roc3,-,-0.04762862510839194,0.8670988382448322,0.08844799114103627,0.03498095523074339,0.06868503424402506,-0.09793453126505447,0.622092509887209,0.8038478549314463,0.569811320754717,0.8169522091974752,0.900272971032891,Adult,Race,Valid,{80.96},,0.12928268032254064,0.02462733687211293,0.03641565592141771,2,14.0,28.0
di1,pr2,roc3,-,-0.04409263898256094,0.8841317715866329,0.08581306689676903,0.0361955741247192,0.06662630892410581,-0.09793453126505447,0.622092509887209,0.7915745245466608,0.5491875923190547,0.8381424706943192,0.898957256995147,Adult,Race,Valid,{64.54},,0.12928268032254064,0.02462733687211293,0.03641565592141771,2,16.0,23.0
di1,-,eop2,Naive Bayes,-0.05807118540642964,0.8623182405273774,0.08771122534199569,-0.01778296785807071,-0.0427071397170633,-0.09793453126505447,0.622092509887209,0.7582927908005307,0.5042780748663102,0.8503155996393147,0.8898206401714972,Adult,Race,Valid,{3.98},,0.09520097880366503,-0.14415497347839296,-0.16476288625122215,4,17.0,46.0
di1,-,roc2,Random Forest,-0.05566287696309857,0.8527798482502914,0.08924282656646852,0.021664112131857607,0.04957516269214968,-0.09793453126505447,0.622092509887209,0.7890314020344981,0.5462962962962963,0.8246167718665465,0.887961401494366,Adult,Race,Valid,{27.22},,0.12122324637811982,-0.04609970061817288,-0.04684380832954982,3,18.0,40.0
di1,gsr_eo2,roc3,-,-0.05369094646240807,0.8523594101529813,0.08756755538723006,0.03323666916910173,0.0733742195701419,-0.09793453126505447,0.622092509887209,0.802078726227333,0.5664596273291925,0.8223624887285843,0.8985047821449678,Adult,Race,Valid,{41.62},,0.12928268032254064,0.02462733687211293,0.03641565592141771,2,19.0,18.0
