Pre,In_p,Post,Classifier,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Orig Mean Difference,Orig Disparate Impact,Accuracy,Precision,Recall,AUC,Dataset,Sens_Attr,Valid,Time,Failed,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Rank,Ovr_Rank
di1,gsr_eo2,eop3,-,-0.059404144094570344,0.7554281752444938,0.11097832044534747,0.006027830725953136,0.013936297585317114,-0.10576667647030921,0.5923213706156891,0.8457540911101282,0.6918357715903728,0.6639492753623188,0.9040352956110447,Adult,Race,Valid,{19.4},,0.1410750192391602,0.05191361795770081,0.11264306271333913,4,1.0,5.0
rw1,gsr_eo2,eop3,-,-0.052564522198925406,0.7497605269348389,0.12319409267754867,0.013359027392620945,0.02846009117343029,-0.10576667647030921,0.5923213706156891,0.846859796550199,0.7247405789186238,0.6009963768115942,0.9052512844934321,Adult,Race,Valid,{14.85},,0.1410750192391602,0.05191361795770081,0.11264306271333913,4,2.0,1.0
-,gsr_eo1,eop2,-,-0.052564522198925406,0.7497605269348389,0.12335404356725908,0.015718623969555326,0.03443172775881431,-0.10576667647030921,0.5923213706156891,0.8466386554621849,0.724194429273621,0.6005434782608695,0.9052512844934321,Adult,Race,Valid,{14.54},,0.1410750192391602,0.05191361795770081,0.11264306271333913,4,3.0,2.0
-,gsr_eo1,-,-,-0.08462282857224179,0.6070575018998424,0.11924947661886157,-0.014631409948365114,0.004558671515367818,-0.10576667647030921,0.5923213706156891,0.8519460415745246,0.7365269461077845,0.6127717391304348,0.9052512844934321,Adult,Race,Valid,{14.49},,0.1410750192391602,0.05191361795770081,0.11264306271333913,4,4.0,3.0
rw1,gsr_eo2,-,-,-0.08462282857224179,0.6070575018998424,0.11924947661886157,-0.014631409948365114,0.004558671515367818,-0.10576667647030921,0.5923213706156891,0.8519460415745246,0.7365269461077845,0.6127717391304348,0.9052512844934321,Adult,Race,Valid,{14.44},,0.1410750192391602,0.05191361795770081,0.11264306271333913,4,4.0,3.0
di1,gsr_eo2,cpp3,-,-0.0839946838957778,0.6408054866679176,0.11568567647504377,-0.0033918698680722413,0.029895366218236186,-0.10576667647030921,0.5923213706156891,0.8464175143741707,0.7042394014962593,0.6394927536231884,0.8957999754602658,Adult,Race,Valid,{19.84},,0.1410750192391602,0.05191361795770081,0.11264306271333913,4,6.0,46.0
di1,gsr_eo2,-,-,-0.09524080592266507,0.6114014374379024,0.10840321599100809,-0.02150524909245388,-0.0024912805181863673,-0.10576667647030921,0.5923213706156891,0.851172047766475,0.7060229445506692,0.6689311594202898,0.9040352956110447,Adult,Race,Valid,{19.21},,0.1410750192391602,0.05191361795770081,0.11264306271333913,4,7.0,10.0
-,pr1,eop2,-,-0.051364366605631095,0.7397807858145631,0.13235875606876982,0.019617888984883296,0.04742356974469952,-0.10576667647030921,0.5923213706156891,0.8412206988058382,0.7246798603026775,0.563858695652174,0.9050439157889605,Adult,Race,Valid,{67.13},,0.1410750192391602,0.05191361795770081,0.11264306271333913,4,8.0,17.0
-,pr1,-,-,-0.09498266968998353,0.5644422449782379,0.11740506791080971,-0.0342355603274644,-0.029783816344287506,-0.10576667647030921,0.5923213706156891,0.8538257408226448,0.7397186147186147,0.6191123188405797,0.9050439157889605,Adult,Race,Valid,{67.04},,0.1410750192391602,0.05191361795770081,0.11264306271333913,5,9.0,39.0
rw1,pr2,-,-,-0.09498266968998353,0.5644422449782379,0.11740506791080971,-0.0342355603274644,-0.029783816344287506,-0.10576667647030921,0.5923213706156891,0.8538257408226448,0.7397186147186147,0.6191123188405797,0.9050439157889605,Adult,Race,Valid,{67.86},,0.1410750192391602,0.05191361795770081,0.11264306271333913,5,9.0,39.0
-,gsr_eo1,cpp2,-,-0.06962799920305873,0.6524889020420243,0.1285790813900183,0.009088154922466174,0.046412184220898434,-0.10576667647030921,0.5923213706156891,0.8461963732861566,0.737361998837885,0.5747282608695652,0.8941746487054893,Adult,Race,Valid,{14.97},,0.1410750192391602,0.05191361795770081,0.11264306271333913,4,11.0,34.0
di1,egr_fp2,roc3,-,0.005584123159049853,1.0238931287380584,0.11909013183030867,0.047019484490838405,0.02342547352921487,-0.10576667647030921,0.5923213706156891,0.8340336134453782,0.6666666666666666,0.6403985507246377,0.7960545685776917,Adult,Race,Valid,{109.93},,0.1410750192391602,0.05191361795770081,0.11264306271333913,4,12.0,25.0
rw1,pr2,eop3,-,-0.051364366605631095,0.7397807858145631,0.13381733091680337,0.021074564055544958,0.05190787467743496,-0.10576667647030921,0.5923213706156891,0.8392304290137107,0.719441210710128,0.5597826086956522,0.9050439157889605,Adult,Race,Valid,{66.89},,0.1410750192391602,0.05191361795770081,0.11264306271333913,4,12.0,14.0
rw1,-,cpp2,Logistic Regression,-0.045285317622205556,0.7513646436299629,0.14095684409923817,-0.006186631209812374,-0.021187039391978746,-0.10576667647030921,0.5923213706156891,0.8374613003095975,0.732367758186398,0.5267210144927537,0.8723196766797263,Adult,Race,Valid,{0.86},,0.1410750192391602,0.05191361795770081,0.11264306271333913,4,14.0,27.0
rw1,gsr_eo2,cpp3,-,-0.06949873343263474,0.6529101343867899,0.12919058814992962,0.009822841331172026,0.048405208635447505,-0.10576667647030921,0.5923213706156891,0.8454223794781071,0.7354651162790697,0.5729166666666666,0.894262730715903,Adult,Race,Valid,{15.22},,0.1410750192391602,0.05191361795770081,0.11264306271333913,4,15.0,35.0
rw1,-,-,Random Forest,-0.09227520405807552,0.6051764498931017,0.11795537107433825,-0.0011259926807413376,0.04931248094356322,-0.10576667647030921,0.5923213706156891,0.8439849624060151,0.6999498243853487,0.6317934782608695,0.8887824329953952,Adult,Race,Valid,{2.81},,0.1185255216423532,-0.01840029446679907,0.017966966363994752,3,16.0,18.0
