Pre,In_p,Post,Classifier,Ovr_Rank,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Orig Mean Difference,Orig Disparate Impact,Accuracy,Precision,Recall,AUC,Dataset,Sens_Attr,Valid,Time,Failed,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Perf_Rank,Fair_Rank,Rank
-,gsr_eo1,roc2,-,20.0,-0.054009110299102214,0.8350344043936619,0.08873836169419065,0.02848747235841438,0.05941835199732581,-0.09858343942725817,0.6122252211238293,0.822313135780628,0.598479612992398,0.7955902618282039,0.9027562803443255,Adult,Race,Valid,{32.49},,0.14447517109738128,0.03280595796506555,0.05440414507772018,3,55.0,62.0,20.0
rw1,gsr_eo2,roc3,-,20.0,-0.054009110299102214,0.8350344043936619,0.08873836169419065,0.02848747235841438,0.05941835199732581,-0.09858343942725817,0.6122252211238293,0.822313135780628,0.598479612992398,0.7955902618282039,0.9027562803443255,Adult,Race,Valid,{35.55},,0.14447517109738128,0.03280595796506555,0.05440414507772018,3,55.0,62.0,20.0
rw1,gsr_eo2,cpp3,-,23.0,-0.06650146326945652,0.6694411341688925,0.12721294056225593,-0.038279448005502245,-0.07071598696306192,-0.09858343942725817,0.6122252211238293,0.8452012383900929,0.7236614853195165,0.5774000918695452,0.8946694659652901,Adult,Race,Valid,{15.29},,0.14447517109738128,0.03280595796506555,0.05440414507772018,2,41.75,76.0,23.0
di1,-,roc2,Random Forest,24.0,-0.08654949488269043,0.7632554300509933,0.08891439043604397,-0.00563810699407008,0.025870173825839893,-0.09858343942725817,0.6122252211238293,0.7983193277310925,0.5551734917161613,0.8158015617822691,0.8893208777655432,Adult,Race,Valid,{25.25},,0.11856169658215927,-0.09110541008605805,-0.13134088250041787,4,78.5,39.5,24.0
rw1,-,eop2,Naive Bayes,25.0,-0.06657131991865214,0.7830803421105799,0.09880432946868593,-0.0286144347789654,-0.059227707671736574,-0.09858343942725817,0.6122252211238293,0.8217602830605927,0.6049015967322688,0.7482774460266421,0.8987574399849518,Adult,Race,Valid,{0.52},,0.09102549774306413,-0.14146830950762174,-0.18317785809794418,3,63.0,56.0,25.0
rw1,-,eop2,Random Forest,26.0,-0.07955060266860667,0.6558686789213933,0.12160003265761145,-0.0701410527411706,-0.13313502841383917,-0.09858343942725817,0.6122252211238293,0.8369084475895622,0.6762048192771084,0.6187413872301332,0.8873959920556321,Adult,Race,Valid,{3.1},,0.11856169658215927,-0.09110541008605805,-0.13134088250041787,2,55.25,64.0,26.0
rw1,gsr_eo2,eop3,-,27.0,-0.04720656073808305,0.7606237816764132,0.13000740587483203,-0.020941340652803814,-0.05494996239344818,-0.09858343942725817,0.6122252211238293,0.8421052631578947,0.7171014492753623,0.5682131373449701,0.9027562803443255,Adult,Race,Valid,{14.92},,0.14447517109738128,0.03280595796506555,0.05440414507772018,3,39.5,80.0,27.0
di1,gsr_eo2,roc3,-,28.0,-0.0496664241662671,0.8406918314042136,0.09170636744054171,0.03030844209443749,0.058350221460805596,-0.09858343942725817,0.6122252211238293,0.8278416629809818,0.6124002900652646,0.7758383096003675,0.9019982596025715,Adult,Race,Valid,{39.66},,0.14447517109738128,0.03280595796506555,0.05440414507772018,3,55.0,65.5,28.0
rw1,-,-,Random Forest,29.0,-0.1040157239463633,0.5552116659301812,0.11827459591729965,-0.07448592398820868,-0.10910339712518802,-0.09858343942725817,0.6122252211238293,0.8419946926138877,0.6883182275931521,0.6279283417547084,0.8864681658379744,Adult,Race,Valid,{2.91},,0.11856169658215927,-0.09110541008605805,-0.13134088250041787,4,49.75,71.0,29.0
di1,pr2,roc3,-,30.0,-0.057237396868437984,0.8386852130150632,0.08371727437331147,0.021420436971374426,0.04536551479191042,-0.09858343942725817,0.6122252211238293,0.8114772224679345,0.5752071383046526,0.8291226458429031,0.9025090138713381,Adult,Race,Valid,{67.03},,0.14447517109738128,0.03280595796506555,0.05440414507772018,4,63.75,58.0,30.0
rw1,-,-,Random Forest,31.0,-0.17830228455515865,0.3508815753066683,0.11967478657122359,-0.055446972286211295,-0.021225246509491202,-0.19183395271994255,0.36778924190238754,0.8418841220698806,0.6908533469596321,0.6210381258612769,0.8864367600192088,Adult,Sex,Valid,{2.85},,0.12062879935437487,-0.05782333020502203,-0.018194943479188153,4,51.5,71.5,31.0
rw1,-,cpp2,Naive Bayes,31.0,-0.10405127230039185,0.6455625800819476,0.10396891975554501,-0.04825183281914991,-0.04971116078890192,-0.09858343942725817,0.6122252211238293,0.8260725342768687,0.619556611243072,0.7188791915480018,0.8889018659471223,Adult,Race,Valid,{0.78},,0.09102549774306413,-0.14146830950762174,-0.18317785809794418,2,66.5,56.5,31.0
-,-,roc1,Random Forest,33.0,-0.07562829648980673,0.7919622045095341,0.0911620965831026,0.006092584785954813,0.04012410162126023,-0.09858343942725817,0.6122252211238293,0.7951127819548872,0.5507201001878522,0.8079926504363804,0.8874372978982048,Adult,Race,Valid,{21.49},,0.11856169658215927,-0.09110541008605805,-0.13134088250041787,4,80.5,43.5,33.0
rw1,-,eop2,Naive Bayes,34.0,-0.10003589592215989,0.6930854342347846,0.1078445761681878,0.044922521031360726,0.09832160259880895,-0.19183395271994255,0.36778924190238754,0.8110349402919063,0.5882352941176471,0.7165824529168581,0.8939386033969523,Adult,Sex,Valid,{0.51},,0.09102549774306413,-0.18415987197047362,-0.15812373874095587,3,76.25,48.5,34.0
-,-,-,Random Forest,35.0,-0.11667796498073776,0.5056705544464292,0.11856169658215927,-0.09110541008605805,-0.13134088250041787,-0.09858343942725817,0.6122252211238293,0.8413312693498453,0.6864321608040201,0.6274689940284796,0.8865360947175411,Adult,Race,Valid,{2.72},,0.11856169658215927,-0.09110541008605805,-0.13134088250041787,1,50.75,74.5,35.0
-,-,-,Random Forest,36.0,-0.18338549381393976,0.34529765346307834,0.12062879935437487,-0.05782333020502203,-0.018194943479188153,-0.19183395271994255,0.36778924190238754,0.8383458646616542,0.6795580110497238,0.6214974735875057,0.8868693843703641,Adult,Sex,Valid,{2.61},,0.12062879935437487,-0.05782333020502203,-0.018194943479188153,2,54.0,71.5,36.0
-,pr1,eop2,-,36.0,-0.045841669284568703,0.7579510236151731,0.13643084293784477,-0.03089844618085561,-0.07839660287481198,-0.09858343942725817,0.6122252211238293,0.8375718708536046,0.7137681159420289,0.5429490124023886,0.902772300990959,Adult,Race,Valid,{60.28},,0.14447517109738128,0.03280595796506555,0.05440414507772018,3,43.5,82.0,36.0
di1,-,-,Random Forest,36.0,-0.19970733239629476,0.3216414440311126,0.11853058754611988,-0.08119631846770653,-0.05229610670866758,-0.19183395271994255,0.36778924190238754,0.8360238832375055,0.6674710424710425,0.6352779053743683,0.8909001322388991,Adult,Sex,Valid,{6.32},,0.12062879935437487,-0.05782333020502203,-0.018194943479188153,2,53.5,72.0,36.0
-,pr1,roc2,-,39.0,-0.052689724615885614,0.83544260967835,0.10339055840969741,0.12173429396896797,0.2096831881347312,-0.19183395271994255,0.36778924190238754,0.8112560813799203,0.5857664233576643,0.737253100597152,0.9043759376175418,Adult,Sex,Valid,{81.11},,0.14447517109738128,-0.043493155210413026,-0.019971780610654466,2,61.25,64.5,39.0
rw1,pr2,roc3,-,39.0,-0.052689724615885614,0.83544260967835,0.10339055840969741,0.12173429396896797,0.2096831881347312,-0.19183395271994255,0.36778924190238754,0.8112560813799203,0.5857664233576643,0.737253100597152,0.9043759376175418,Adult,Sex,Valid,{82.25},,0.14447517109738128,-0.043493155210413026,-0.019971780610654466,2,61.25,64.5,39.0
rw1,-,roc2,Naive Bayes,41.0,-0.06209264066401016,0.8326179731461364,0.0832602384690287,0.018019485881043018,0.04514353167307372,-0.09858343942725817,0.6122252211238293,0.8010835913312694,0.5576571079926784,0.8396876435461644,0.8987574399849518,Adult,Race,Valid,{20.85},,0.09102549774306413,-0.14146830950762174,-0.18317785809794418,4,70.0,57.5,41.0
rw1,pr2,eop3,-,41.0,-0.045841669284568703,0.7579510236151731,0.1375694162720979,-0.029735707848076533,-0.07486837706836036,-0.09858343942725817,0.6122252211238293,0.8360238832375055,0.7095410628019324,0.5397335783187873,0.902772300990959,Adult,Race,Valid,{60.42},,0.14447517109738128,0.03280595796506555,0.05440414507772018,3,45.5,82.0,41.0
-,-,roc1,Naive Bayes,43.0,-0.06231833137679604,0.8298942783964616,0.08370437309116989,0.015183440893454983,0.038309063179007175,-0.09858343942725817,0.6122252211238293,0.8037372843874392,0.5621137206427689,0.8355535140101057,0.8981789575127768,Adult,Race,Valid,{18.65},,0.09102549774306413,-0.14146830950762174,-0.18317785809794418,4,70.25,57.5,43.0
-,-,eop1,Random Forest,44.0,-0.069661546601412,0.6897039328325233,0.12616680507264127,-0.05044769314840188,-0.09642163212435229,-0.09858343942725817,0.6122252211238293,0.8335913312693498,0.6728395061728395,0.6008268259072118,0.8873297020313577,Adult,Race,Valid,{3.0},,0.11856169658215927,-0.09110541008605805,-0.13134088250041787,3,61.0,68.5,44.0
di1,-,eop2,Naive Bayes,45.0,-0.06749227029976357,0.8338455276279637,0.08550338631133159,-0.03489599066656868,-0.0739673867624937,-0.09858343942725817,0.6122252211238293,0.7714506855373728,0.5153203342618384,0.8497932935231971,0.8974282280047726,Adult,Race,Valid,{3.81},,0.09102549774306413,-0.14146830950762174,-0.18317785809794418,4,80.25,50.0,45.0
rw1,-,-,Naive Bayes,45.0,-0.16114085585412152,0.5110347011046671,0.10324431745154809,0.004622357860478127,0.08435792685928034,-0.19183395271994255,0.36778924190238754,0.8287262273330385,0.6253993610223643,0.7193385392742306,0.8939386033969523,Adult,Sex,Valid,{0.26},,0.09102549774306413,-0.18415987197047362,-0.15812373874095587,3,60.25,70.0,45.0
