Pre,In_p,Post,Classifier,Ovr_Rank,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,Failed,Orig Mean Difference,Orig Disparate Impact,AUC,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Perf_Rank,Fair_Rank,Rank
-,pr1,-,-,1.0,-0.11462163613289514,0.48601940685076417,0.12523339871141184,-0.09843555497155684,-0.155874571288584,0.8435426802299867,0.7206196581196581,0.6019634091923248,Adult,Race,Valid,{67.57},,-0.10411148351827143,0.6031419197588673,0.8963334022716047,0.14393412350397267,0.018145022230874483,0.03820921117099463,2,23.75,70.5,1.0
rw1,pr2,-,-,1.0,-0.11462163613289514,0.48601940685076417,0.12523339871141184,-0.09843555497155684,-0.155874571288584,0.8435426802299867,0.7206196581196581,0.6019634091923248,Adult,Race,Valid,{62.2},,-0.10411148351827143,0.6031419197588673,0.8963334022716047,0.14393412350397267,0.018145022230874483,0.03820921117099463,2,23.75,70.5,1.0
di1,pr2,-,-,3.0,-0.21333370245354658,0.2623756655199665,0.12007952236883625,-0.11343632770357526,-0.12434968161495741,0.8426581158779302,0.7045,0.6287371709058456,Adult,Sex,Valid,{52.29},,-0.20870518256033033,0.3361536600172964,0.898131339935009,0.14393412350397267,-0.18760516258191737,-0.2307918981167863,4,24.25,72.5,3.0
-,pr1,-,-,4.0,-0.19586069943328793,0.27647859201548464,0.12577555992998043,-0.09198671942201253,-0.09284141715214744,0.8421052631578947,0.7158789166224111,0.6015171798304328,Adult,Sex,Valid,{51.69},,-0.20870518256033033,0.3361536600172964,0.8977775967410236,0.14393412350397267,-0.18760516258191737,-0.2307918981167863,5,25.5,73.5,4.0
rw1,pr2,-,-,4.0,-0.19586069943328793,0.27647859201548464,0.12577555992998043,-0.09198671942201253,-0.09284141715214744,0.8421052631578947,0.7158789166224111,0.6015171798304328,Adult,Sex,Valid,{45.86},,-0.20870518256033033,0.3361536600172964,0.8977775967410236,0.14393412350397267,-0.18760516258191737,-0.2307918981167863,5,25.5,73.5,4.0
di1,gsr_eo2,-,-,6.0,-0.20240909458187797,0.28775131175131174,0.121661676735677,-0.09514115291524351,-0.09486350088063944,0.8413312693498453,0.702920443101712,0.6229361892012495,Adult,Sex,Valid,{24.65},,-0.20870518256033033,0.3361536600172964,0.8960747689666009,0.14393412350397267,-0.18760516258191737,-0.2307918981167863,5,30.25,72.0,6.0
-,gsr_eo1,-,-,7.0,-0.17431555771926024,0.3193181962998069,0.12957304237087755,-0.062487398085172,-0.049925484351713845,0.8412206988058382,0.722007722007722,0.5841142347166444,Adult,Sex,Valid,{24.3},,-0.20870518256033033,0.3361536600172964,0.894992746395122,0.14393412350397267,-0.18760516258191737,-0.2307918981167863,5,28.75,74.5,7.0
rw1,gsr_eo2,-,-,7.0,-0.17431555771926024,0.3193181962998069,0.12957304237087755,-0.062487398085172,-0.049925484351713845,0.8412206988058382,0.722007722007722,0.5841142347166444,Adult,Sex,Valid,{22.78},,-0.20870518256033033,0.3361536600172964,0.894992746395122,0.14393412350397267,-0.18760516258191737,-0.2307918981167863,5,28.75,74.5,7.0
-,-,-,Random Forest,9.0,-0.19630240578600436,0.3044705323186336,0.11898025630797894,-0.06999070599649729,-0.046716230863026675,0.8450906678460858,0.7114803625377644,0.6305220883534136,Adult,Sex,Valid,{2.69},,-0.20870518256033033,0.3361536600172964,0.8880980337637482,0.11898025630797894,-0.06999070599649729,-0.046716230863026675,2,32.5,71.0,9.0
di1,gsr_eo2,-,-,10.0,-0.10127680518043669,0.5857342038360687,0.11825023782934514,-0.0647868409525024,-0.09517148456638902,0.8398938522777533,0.6903504560729716,0.6416778224007139,Adult,Race,Valid,{29.75},,-0.10411148351827143,0.6031419197588673,0.8952610218750777,0.14393412350397267,0.018145022230874483,0.03820921117099463,3,30.5,74.0,10.0
-,gsr_eo1,-,-,11.0,-0.08220689206338877,0.6121469858986267,0.12957304237087755,-0.047873570701093576,-0.0758868201861832,0.8412206988058382,0.722007722007722,0.5841142347166444,Adult,Race,Valid,{24.86},,-0.10411148351827143,0.6031419197588673,0.894992746395122,0.14393412350397267,0.018145022230874483,0.03820921117099463,2,28.75,76.5,11.0
rw1,gsr_eo2,-,-,11.0,-0.08220689206338877,0.6121469858986267,0.12957304237087755,-0.047873570701093576,-0.0758868201861832,0.8412206988058382,0.722007722007722,0.5841142347166444,Adult,Race,Valid,{21.63},,-0.10411148351827143,0.6031419197588673,0.894992746395122,0.14393412350397267,0.018145022230874483,0.03820921117099463,2,28.75,76.5,11.0
rw1,-,-,Random Forest,13.0,-0.1849123463283905,0.3309693133429914,0.1195674712125589,-0.05199630402878666,-0.019812694756808025,0.8455329500221141,0.714649033570702,0.6269522534582775,Adult,Sex,Valid,{2.99},,-0.20870518256033033,0.3361536600172964,0.886272743808133,0.11898025630797894,-0.06999070599649729,-0.046716230863026675,4,37.0,72.0,13.0
rw1,-,-,Random Forest,14.0,-0.09659179655722236,0.5834344915658592,0.11860865134168137,-0.04606199750424807,-0.05547280744732974,0.8463069438301637,0.7154430379746836,0.6305220883534136,Adult,Race,Valid,{2.69},,-0.10411148351827143,0.6031419197588673,0.8874450551811178,0.11981536628983813,-0.045218383762295436,-0.05204311611954926,3,33.75,76.5,14.0
di1,-,-,Random Forest,15.0,-0.20616478021479645,0.295860944779414,0.1185290991830204,-0.08126372292564896,-0.059292440048773876,0.8414418398938522,0.6965416463711641,0.6381079875055778,Adult,Sex,Valid,{6.76},,-0.20870518256033033,0.3361536600172964,0.8872861888700047,0.11898025630797894,-0.06999070599649729,-0.046716230863026675,3,40.0,70.5,15.0
di1,gsr_eo2,eop3,-,16.0,-0.055144642217955814,0.7689685964158879,0.1224962612465406,-0.02185625839689232,-0.05498285154336113,0.8334807607253427,0.6759214935375778,0.6300758589915216,Adult,Race,Valid,{30.27},,-0.10411148351827143,0.6031419197588673,0.8952610218750777,0.14393412350397267,0.018145022230874483,0.03820921117099463,2,39.25,72.5,16.0
di1,pr2,-,-,16.0,-0.155664068855553,0.4069214222839361,0.11485595540469791,-0.1488312733196351,-0.22505879470847617,0.8385670057496682,0.6793752870923289,0.6599732262382865,Adult,Race,Valid,{48.75},,-0.10411148351827143,0.6031419197588673,0.8944983061584703,0.14393412350397267,0.018145022230874483,0.03820921117099463,2,37.75,74.0,16.0
rw1,-,-,Naive Bayes,18.0,-0.12384888223617846,0.6130344161455951,0.1019728015820048,-0.06832659156199641,-0.07610240078392938,0.8183325961963733,0.6092037983929875,0.7443105756358769,Adult,Race,Valid,{0.1},,-0.10411148351827143,0.6031419197588673,0.8912911023124626,0.09994849697507242,-0.13223152547001413,-0.15609015188633024,2,56.0,56.0,18.0
-,-,-,Random Forest,19.0,-0.09697740067033289,0.5824658676174932,0.11981536628983813,-0.045218383762295436,-0.05204311611954926,0.8444272445820433,0.7108190091001011,0.6273984828201695,Adult,Race,Valid,{2.86},,-0.10411148351827143,0.6031419197588673,0.887506811015929,0.11981536628983813,-0.045218383762295436,-0.05204311611954926,2,37.0,77.0,19.0
rw1,gsr_eo2,cpp3,-,20.0,-0.07346653216621651,0.6384758885179225,0.13522254399488517,-0.03405645564238981,-0.05138902498775111,0.8376824413976117,0.7214899713467049,0.5618027666220438,Adult,Race,Valid,{21.71},,-0.10411148351827143,0.6031419197588673,0.888427376351733,0.14393412350397267,0.018145022230874483,0.03820921117099463,2,41.5,75.0,20.0
rw1,pr2,eop3,-,21.0,-0.05827747225928215,0.7072958462380793,0.14025967985742338,-0.03010429926990124,-0.061690347868691875,0.8319327731092437,0.7087434858135495,0.5461847389558233,Adult,Race,Valid,{67.2},,-0.10411148351827143,0.6031419197588673,0.8963334022716047,0.14393412350397267,0.018145022230874483,0.03820921117099463,2,42.25,75.0,21.0
-,gsr_eo1,eop2,-,22.0,-0.049178354104975425,0.7592148552947081,0.13535240461112452,-0.012226965482260016,-0.033348848603625636,0.8350287483414418,0.7098039215686275,0.5653726015171798,Adult,Race,Valid,{24.1},,-0.10411148351827143,0.6031419197588673,0.894992746395122,0.14393412350397267,0.018145022230874483,0.03820921117099463,4,39.75,78.0,22.0
