Pre,In_p,Post,Classifier,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,Failed,Orig Mean Difference,Orig Disparate Impact,AUC,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Rank,Ovr_Rank
di1,egr_fp2,cpp3,-,-0.11477325853202425,0.8634593993325919,0.10088507026031326,-0.09470095693779904,-0.06499999999999995,0.785,0.717948717948718,0.4666666666666667,German,Sex,Valid,{3.18},,-0.07947639083683966,0.8903225806451612,0.7249404761904762,0.10724764942448914,-0.14406698564593304,-0.08000000000000007,4,85.0,61.0
-,pr1,-,-,-0.10591293047433392,0.8659539473684211,0.13315969355757123,-0.031724317634030386,-0.08123249299719892,0.76,0.6304347826086957,0.48333333333333334,German,Age,Valid,{2.77},,-0.18193632228719947,0.7523219814241486,0.795,0.10724764942448914,-0.1792065663474692,-0.05882352941176472,2,86.0,47.0
rw1,pr2,-,-,-0.10591293047433392,0.8659539473684211,0.13315969355757123,-0.031724317634030386,-0.08123249299719892,0.76,0.6304347826086957,0.48333333333333334,German,Age,Valid,{2.86},,-0.18193632228719947,0.7523219814241486,0.795,0.10724764942448914,-0.1792065663474692,-0.05882352941176472,2,86.0,47.0
rw1,-,cpp2,Logistic Regression,-0.10191678354371203,0.8744239631336406,0.12841590125200347,-0.08720095693779908,-0.050000000000000044,0.76,0.6363636363636364,0.4666666666666667,German,Sex,Valid,{0.02},,-0.07947639083683966,0.8903225806451612,0.7997619047619048,0.10724764942448914,-0.14406698564593304,-0.08000000000000007,3,88.0,14.0
rw1,egr_fp2,-,-,-0.05119214586255261,0.9327188940092166,0.16160572317038663,-0.007272727272727264,-0.05999999999999994,0.735,0.5686274509803921,0.48333333333333334,German,Sex,Valid,{2.42},,-0.07947639083683966,0.8903225806451612,0.7217261904761905,0.10724764942448914,-0.14406698564593304,-0.08000000000000007,3,89.0,9.0
-,egr_fp1,cpp2,-,-0.11804581580177653,0.8545506912442397,0.12111576090221905,-0.1017703349282297,-0.06000000000000005,0.775,0.6666666666666666,0.5,German,Sex,Valid,{2.4},,-0.07947639083683966,0.8903225806451612,0.7279761904761904,0.10724764942448914,-0.14406698564593304,-0.08000000000000007,3,90.0,35.0
-,gsr_eo1,eop2,-,-0.14619883040935677,0.8120300751879699,0.1360490839798867,-0.07471825939678195,-0.07282913165266103,0.77,0.64,0.5333333333333333,German,Age,Valid,{0.97},,-0.18193632228719947,0.7523219814241486,0.8128571428571428,0.10724764942448914,-0.1792065663474692,-0.05882352941176472,2,91.0,19.0
di1,-,eop2,Naive Bayes,-0.13580246913580252,0.7864077669902912,0.20856570923386955,-0.039671682626539,-0.05882352941176472,0.76,0.5769230769230769,0.75,German,Age,Valid,{0.05},,-0.18193632228719947,0.7523219814241486,0.787797619047619,0.2100372780668246,-0.0923392612859097,-0.05882352941176472,3,92.0,55.0
-,-,-,Naive Bayes,-0.09654043945769053,0.8503080826386371,0.2100372780668246,-0.058600478468899556,-0.05500000000000005,0.755,0.5714285714285714,0.7333333333333333,German,Sex,Valid,{0.0},,-0.07947639083683966,0.8903225806451612,0.7766666666666666,0.2100372780668246,-0.058600478468899556,-0.05500000000000005,1,93.0,63.0
rw1,-,eop2,Logistic Regression,-0.0890603085553997,0.8862007168458782,0.15013281219384988,-0.05315789473684207,-0.07999999999999996,0.745,0.5918367346938775,0.48333333333333334,German,Sex,Valid,{0.02},,-0.07947639083683966,0.8903225806451612,0.8129761904761905,0.10724764942448914,-0.14406698564593304,-0.08000000000000007,3,94.0,31.0
