Pre,In_p,Post,Classifier,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,Failed,AUC,Orig Disparate Impact,Orig Mean Difference,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Rank,Ovr_Rank
-,-,cpp1,Logistic Regression,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{0.56},,1.0,0.5899387783582407,-0.10747045153345433,0.13235324548201044,0.05349972896322445,0.08265442272976997,3,1.0,3.0
-,-,cpp1,Naive Bayes,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{0.14},,1.0,0.5899387783582407,-0.10747045153345433,0.09476150603363609,-0.10915473518884747,-0.11871124715485448,3,1.0,3.0
-,-,cpp1,Random Forest,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{2.93},,1.0,0.5899387783582407,-0.10747045153345433,0.11965137267226252,-0.05004061898500928,-0.05877089710383798,3,1.0,3.0
-,-,roc1,Logistic Regression,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{29.55},,1.0,0.5899387783582407,-0.10747045153345433,0.13235324548201044,0.05349972896322445,0.08265442272976997,3,1.0,3.0
-,-,roc1,Naive Bayes,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{24.22},,1.0,0.5899387783582407,-0.10747045153345433,0.09476150603363609,-0.10915473518884747,-0.11871124715485448,3,1.0,3.0
-,-,roc1,Random Forest,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{28.35},,1.0,0.5899387783582407,-0.10747045153345433,0.11965137267226252,-0.05004061898500928,-0.05877089710383798,3,1.0,3.0
-,pr1,roc2,-,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{146.42},,1.0,0.5899387783582407,-0.10747045153345433,0.13235324548201044,0.05349972896322445,0.08265442272976997,3,1.0,3.0
di1,-,cpp2,Logistic Regression,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{7.77},,1.0,0.5899387783582407,-0.10747045153345433,0.13235324548201044,0.05349972896322445,0.08265442272976997,3,1.0,3.0
di1,-,cpp2,Naive Bayes,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{6.87},,1.0,0.5899387783582407,-0.10747045153345433,0.09476150603363609,-0.10915473518884747,-0.11871124715485448,3,1.0,1.0
di1,-,cpp2,Random Forest,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{8.82},,1.0,0.5899387783582407,-0.10747045153345433,0.11965137267226252,-0.05004061898500928,-0.05877089710383798,3,1.0,3.0
di1,-,roc2,Logistic Regression,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{30.75},,1.0,0.5899387783582407,-0.10747045153345433,0.13235324548201044,0.05349972896322445,0.08265442272976997,3,1.0,20.0
di1,-,roc2,Naive Bayes,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{34.76},,1.0,0.5899387783582407,-0.10747045153345433,0.09476150603363609,-0.10915473518884747,-0.11871124715485448,3,1.0,3.0
di1,-,roc2,Random Forest,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{35.08},,1.0,0.5899387783582407,-0.10747045153345433,0.11965137267226252,-0.05004061898500928,-0.05877089710383798,3,1.0,20.0
di1,pr2,roc3,-,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{143.92},,1.0,0.5899387783582407,-0.10747045153345433,0.13235324548201044,0.05349972896322445,0.08265442272976997,3,1.0,3.0
rw1,-,cpp2,Logistic Regression,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{1.28},,1.0,0.5899387783582407,-0.10747045153345433,0.13235324548201044,0.05349972896322445,0.08265442272976997,3,1.0,3.0
rw1,-,cpp2,Naive Bayes,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{0.25},,1.0,0.5899387783582407,-0.10747045153345433,0.09476150603363609,-0.10915473518884747,-0.11871124715485448,3,1.0,1.0
