Pre,In_p,Post,Classifier,Mean Difference,Disparate Impact,Theil Index,Average Odds Difference,Equal Opportunity Difference,Accuracy,Precision,Recall,Dataset,Sens_Attr,Valid,Time,Failed,AUC,Orig Disparate Impact,Orig Mean Difference,Orig Theil,Orig Av Odds,Orig Eq Opp Diff,Score,Rank,Ovr_Rank
-,-,cpp1,Logistic Regression,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{0.61},,1.0,0.5899387783582407,-0.10747045153345433,0.13235324548201044,0.05349972896322445,0.08265442272976997,3,1.0,17.0
-,-,cpp1,Naive Bayes,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{0.13},,1.0,0.5899387783582407,-0.10747045153345433,0.09476150603363609,-0.10915473518884747,-0.11871124715485448,3,1.0,1.0
-,-,cpp1,Random Forest,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{5.82},,1.0,0.5899387783582407,-0.10747045153345433,0.1208275709448968,-0.050944236605029614,-0.059767679146063846,3,1.0,1.0
-,-,roc1,Logistic Regression,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{30.99},,1.0,0.5899387783582407,-0.10747045153345433,0.13235324548201044,0.05349972896322445,0.08265442272976997,3,1.0,1.0
-,-,roc1,Naive Bayes,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{25.21},,1.0,0.5899387783582407,-0.10747045153345433,0.09476150603363609,-0.10915473518884747,-0.11871124715485448,3,1.0,1.0
-,-,roc1,Random Forest,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{31.54},,1.0,0.5899387783582407,-0.10747045153345433,0.1208275709448968,-0.050944236605029614,-0.059767679146063846,3,1.0,17.0
-,pr1,roc2,-,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{194.11},,1.0,0.5899387783582407,-0.10747045153345433,0.13235324548201044,0.05349972896322445,0.08265442272976997,3,1.0,17.0
di1,-,cpp2,Logistic Regression,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{8.47},,1.0,0.5899387783582407,-0.10747045153345433,0.13235324548201044,0.05349972896322445,0.08265442272976997,3,1.0,1.0
di1,-,cpp2,Naive Bayes,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{7.85},,1.0,0.5899387783582407,-0.10747045153345433,0.09476150603363609,-0.10915473518884747,-0.11871124715485448,3,1.0,1.0
di1,-,cpp2,Random Forest,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{11.62},,1.0,0.5899387783582407,-0.10747045153345433,0.1208275709448968,-0.050944236605029614,-0.059767679146063846,3,1.0,1.0
di1,-,roc2,Logistic Regression,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{41.24},,1.0,0.5899387783582407,-0.10747045153345433,0.13235324548201044,0.05349972896322445,0.08265442272976997,3,1.0,1.0
di1,-,roc2,Naive Bayes,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{44.89},,1.0,0.5899387783582407,-0.10747045153345433,0.09476150603363609,-0.10915473518884747,-0.11871124715485448,3,1.0,1.0
di1,-,roc2,Random Forest,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{41.49},,1.0,0.5899387783582407,-0.10747045153345433,0.1208275709448968,-0.050944236605029614,-0.059767679146063846,3,1.0,17.0
di1,pr2,cpp3,-,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{142.5},,1.0,0.5899387783582407,-0.10747045153345433,0.13235324548201044,0.05349972896322445,0.08265442272976997,3,1.0,29.0
di1,pr2,roc3,-,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{164.1},,1.0,0.5899387783582407,-0.10747045153345433,0.13235324548201044,0.05349972896322445,0.08265442272976997,3,1.0,1.0
rw1,-,cpp2,Logistic Regression,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{0.98},,1.0,0.5899387783582407,-0.10747045153345433,0.13235324548201044,0.05349972896322445,0.08265442272976997,3,1.0,17.0
rw1,-,cpp2,Naive Bayes,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{0.22},,1.0,0.5899387783582407,-0.10747045153345433,0.09476150603363609,-0.10915473518884747,-0.11871124715485448,3,1.0,1.0
rw1,-,cpp2,Random Forest,-0.10747045153345433,0.5899387783582407,0.0,0.0,0.0,1.0,1.0,1.0,Adult,Race,Valid,{6.04},,1.0,0.5899387783582407,-0.10747045153345433,0.1208275709448968,-0.050944236605029614,-0.059767679146063846,3,1.0,1.0
